|dates|Randolph_Georgia_UnitedStates.JHU_ConfirmedCases.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Randolph_Georgia_UnitedStates.NYT_ConfirmedCases.data|Randolph_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Randolph_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|1039.0|0|1045.0|0|44.0|0|0.0|100
0|2021-12-29|1045.0|0|1051.0|0|44.0|0|0.0|100
0|2021-12-30|1047.0|0|1053.0|0|44.0|0|0.0|100
0|2021-12-31|1054.0|0|1060.0|0|44.0|0|0.0|100
0|2022-01-01|1054.0|0|1060.0|0|44.0|0|0.0|100
0|2022-01-02|1054.0|0|1060.0|0|44.0|0|0.0|100
0|2022-01-03|1054.0|0|1060.0|0|44.0|0|0.0|100
0|2022-01-04|1069.0|0|1075.0|0|44.0|0|0.0|100
0|2022-01-05|1085.0|0|1091.0|0|44.0|0|0.0|100
0|2022-01-06|1085.0|0|1091.0|0|44.0|0|0.0|100
0|2022-01-07|1085.0|0|1091.0|0|44.0|0|0.0|100
0|2022-01-08|1085.0|0|1091.0|0|44.0|0|0.0|100
0|2022-01-09|1085.0|0|1091.0|0|44.0|0|0.0|100
0|2022-01-10|1153.0|0|1159.0|0|44.0|0|0.0|100
0|2022-01-11|1166.0|0|1172.0|0|44.0|0|0.0|100
0|2022-01-12|1182.0|0|1188.0|0|44.0|0|0.0|100
0|2022-01-13|1182.0|0|1196.0|0|44.0|0|0.0|100
0|2022-01-14|1203.0|0|1209.0|0|44.0|0|0.0|100
0|2022-01-15|1203.0|0|1209.0|0|44.0|0|0.0|100
0|2022-01-16|1203.0|0|1209.0|0|44.0|0|0.0|100
0|2022-01-17|1213.0|0|0.0|100|45.0|0|0.0|100
