|dates|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Steuben_Indiana_UnitedStates.NYT_ConfirmedCases.data|Steuben_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5504.0|0|5511.0|0|73.0|0|0.0|100
0|2021-10-18|5546.0|0|5553.0|0|75.0|0|0.0|100
0|2021-10-19|5570.0|0|5577.0|0|75.0|0|0.0|100
0|2021-10-20|5589.0|0|5596.0|0|76.0|0|0.0|100
0|2021-10-21|5606.0|0|5613.0|0|76.0|0|0.0|100
0|2021-10-22|5625.0|0|5632.0|0|76.0|0|0.0|100
0|2021-10-23|5625.0|0|5632.0|0|76.0|0|0.0|100
0|2021-10-24|5625.0|0|5632.0|0|76.0|0|0.0|100
0|2021-10-25|5668.0|0|5675.0|0|76.0|0|0.0|100
0|2021-10-26|5686.0|0|5693.0|0|77.0|0|0.0|100
0|2021-10-27|5710.0|0|5717.0|0|77.0|0|0.0|100
0|2021-10-28|5726.0|0|5733.0|0|77.0|0|0.0|100
0|2021-10-29|5743.0|0|5750.0|0|77.0|0|0.0|100
0|2021-10-30|5743.0|0|5750.0|0|77.0|0|0.0|100
0|2021-10-31|5743.0|0|5750.0|0|77.0|0|0.0|100
0|2021-11-01|5787.0|0|5794.0|0|78.0|0|0.0|100
0|2021-11-02|5792.0|0|5799.0|0|78.0|0|0.0|100
0|2021-11-03|5801.0|0|5808.0|0|78.0|0|0.0|100
0|2021-11-04|5817.0|0|5824.0|0|78.0|0|0.0|100
0|2021-11-05|5837.0|0|5844.0|0|78.0|0|0.0|100
0|2021-11-06|5837.0|0|5844.0|0|78.0|0|0.0|100
0|2021-11-07|5837.0|0|5844.0|0|78.0|0|0.0|100
0|2021-11-08|5900.0|0|5907.0|0|78.0|0|0.0|100
0|2021-11-09|5921.0|0|5928.0|0|79.0|0|0.0|100
0|2021-11-10|5948.0|0|5955.0|0|79.0|0|0.0|100
0|2021-11-11|6012.0|0|6019.0|0|79.0|0|0.0|100
0|2021-11-12|6041.0|0|6048.0|0|81.0|0|0.0|100
0|2021-11-13|6041.0|0|6048.0|0|81.0|0|0.0|100
0|2021-11-14|6041.0|0|6048.0|0|81.0|0|0.0|100
0|2021-11-15|6102.0|0|6109.0|0|81.0|0|0.0|100
0|2021-11-16|6127.0|0|6134.0|0|83.0|0|0.0|100
0|2021-11-17|6174.0|0|6181.0|0|83.0|0|0.0|100
0|2021-11-18|6227.0|0|6234.0|0|84.0|0|0.0|100
0|2021-11-19|6273.0|0|6280.0|0|84.0|0|0.0|100
0|2021-11-20|6273.0|0|6280.0|0|84.0|0|0.0|100
0|2021-11-21|6273.0|0|6280.0|0|84.0|0|0.0|100
0|2021-11-22|6351.0|0|6359.0|0|85.0|0|0.0|100
0|2021-11-23|6369.0|0|6377.0|0|85.0|0|0.0|100
0|2021-11-24|6411.0|0|6419.0|0|85.0|0|0.0|100
0|2021-11-25|6411.0|0|6419.0|0|85.0|0|0.0|100
0|2021-11-26|6411.0|0|6419.0|0|85.0|0|0.0|100
0|2021-11-27|6411.0|0|6419.0|0|85.0|0|0.0|100
0|2021-11-28|6411.0|0|6419.0|0|85.0|0|0.0|100
0|2021-11-29|6541.0|0|6549.0|0|86.0|0|0.0|100
0|2021-11-30|6557.0|0|6565.0|0|87.0|0|0.0|100
0|2021-12-01|6619.0|0|6627.0|0|88.0|0|0.0|100
0|2021-12-02|6658.0|0|6666.0|0|89.0|0|0.0|100
0|2021-12-03|6690.0|0|6698.0|0|89.0|0|0.0|100
0|2021-12-04|6690.0|0|6698.0|0|89.0|0|0.0|100
0|2021-12-05|6690.0|0|6698.0|0|89.0|0|0.0|100
0|2021-12-06|6765.0|0|6773.0|0|89.0|0|0.0|100
0|2021-12-07|6801.0|0|6809.0|0|89.0|0|0.0|100
0|2021-12-08|6849.0|0|6857.0|0|89.0|0|0.0|100
0|2021-12-09|6895.0|0|6903.0|0|89.0|0|0.0|100
0|2021-12-10|6932.0|0|6940.0|0|89.0|0|0.0|100
0|2021-12-11|6932.0|0|6940.0|0|89.0|0|0.0|100
0|2021-12-12|6932.0|0|6940.0|0|89.0|0|0.0|100
0|2021-12-13|7005.0|0|7013.0|0|89.0|0|0.0|100
0|2021-12-14|7005.0|0|7039.0|0|89.0|0|0.0|100
0|2021-12-15|7072.0|0|7080.0|0|89.0|0|0.0|100
0|2021-12-16|7112.0|0|7120.0|0|89.0|0|0.0|100
0|2021-12-17|7150.0|0|7158.0|0|90.0|0|0.0|100
0|2021-12-18|7150.0|0|7158.0|0|90.0|0|0.0|100
