|dates|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Steuben_Indiana_UnitedStates.NYT_ConfirmedCases.data|Steuben_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|7150.0|0|7158.0|0|90.0|0|0.0|100
0|2021-12-20|7229.0|0|7237.0|0|90.0|0|0.0|100
0|2021-12-21|7250.0|0|7258.0|0|92.0|0|0.0|100
0|2021-12-22|7280.0|0|7288.0|0|92.0|0|0.0|100
0|2021-12-23|7280.0|0|7288.0|0|92.0|0|0.0|100
0|2021-12-24|7280.0|0|7288.0|0|92.0|0|0.0|100
0|2021-12-25|7280.0|0|7288.0|0|92.0|0|0.0|100
0|2021-12-26|7280.0|0|7288.0|0|92.0|0|0.0|100
0|2021-12-27|7360.0|0|7368.0|0|92.0|0|0.0|100
0|2021-12-28|7379.0|0|7387.0|0|94.0|0|0.0|100
0|2021-12-29|7404.0|0|7412.0|0|96.0|0|0.0|100
0|2021-12-30|7444.0|0|7452.0|0|97.0|0|0.0|100
0|2021-12-31|7444.0|0|7452.0|0|97.0|0|0.0|100
0|2022-01-01|7444.0|0|7452.0|0|97.0|0|0.0|100
0|2022-01-02|7444.0|0|7452.0|0|97.0|0|0.0|100
0|2022-01-03|7557.0|0|7565.0|0|97.0|0|0.0|100
0|2022-01-04|7577.0|0|7585.0|0|97.0|0|0.0|100
0|2022-01-05|7637.0|0|7646.0|0|97.0|0|0.0|100
0|2022-01-06|7708.0|0|7716.0|0|97.0|0|0.0|100
0|2022-01-07|7765.0|0|7773.0|0|98.0|0|0.0|100
0|2022-01-08|7765.0|0|7773.0|0|98.0|0|0.0|100
0|2022-01-09|7765.0|0|7773.0|0|98.0|0|0.0|100
0|2022-01-10|7882.0|0|7890.0|0|98.0|0|0.0|100
0|2022-01-11|7921.0|0|7929.0|0|100.0|0|0.0|100
0|2022-01-12|7986.0|0|7994.0|0|101.0|0|0.0|100
0|2022-01-13|7986.0|0|8063.0|0|101.0|0|0.0|100
0|2022-01-14|8145.0|0|8153.0|0|101.0|0|0.0|100
0|2022-01-15|8145.0|0|8153.0|0|101.0|0|0.0|100
0|2022-01-16|8145.0|0|8153.0|0|101.0|0|0.0|100
0|2022-01-17|8340.0|0|0.0|100|102.0|0|0.0|100
