|dates|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|McCormick_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|McCormick_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1332.0|0|1332.0|0|30.0|0|0.0|100
0|2021-10-18|1341.0|0|1341.0|0|30.0|0|0.0|100
0|2021-10-19|1343.0|0|1343.0|0|30.0|0|0.0|100
0|2021-10-20|1347.0|0|1347.0|0|30.0|0|0.0|100
0|2021-10-21|1347.0|0|1347.0|0|30.0|0|0.0|100
0|2021-10-22|1349.0|0|1349.0|0|30.0|0|0.0|100
0|2021-10-23|1349.0|0|1349.0|0|30.0|0|0.0|100
0|2021-10-24|1349.0|0|1349.0|0|30.0|0|0.0|100
0|2021-10-25|1353.0|0|1353.0|0|30.0|0|0.0|100
0|2021-10-26|1354.0|0|1354.0|0|30.0|0|0.0|100
0|2021-10-27|1354.0|0|1354.0|0|30.0|0|0.0|100
0|2021-10-28|1355.0|0|1355.0|0|30.0|0|0.0|100
0|2021-10-29|1357.0|0|1357.0|0|30.0|0|0.0|100
0|2021-10-30|1357.0|0|1357.0|0|30.0|0|0.0|100
0|2021-10-31|1357.0|0|1357.0|0|30.0|0|0.0|100
0|2021-11-01|1360.0|0|1360.0|0|30.0|0|0.0|100
0|2021-11-02|1360.0|0|1360.0|0|30.0|0|0.0|100
0|2021-11-03|1360.0|0|1360.0|0|30.0|0|0.0|100
0|2021-11-04|1360.0|0|1360.0|0|30.0|0|0.0|100
0|2021-11-05|1361.0|0|1361.0|0|30.0|0|0.0|100
0|2021-11-06|1361.0|0|1361.0|0|30.0|0|0.0|100
0|2021-11-07|1361.0|0|1361.0|0|30.0|0|0.0|100
0|2021-11-08|1366.0|0|1366.0|0|30.0|0|0.0|100
0|2021-11-09|1366.0|0|1366.0|0|30.0|0|0.0|100
0|2021-11-10|1366.0|0|1371.0|0|30.0|0|0.0|100
0|2021-11-11|1371.0|0|1371.0|0|30.0|0|0.0|100
0|2021-11-12|1372.0|0|1372.0|0|30.0|0|0.0|100
0|2021-11-13|1372.0|0|1372.0|0|30.0|0|0.0|100
0|2021-11-14|1372.0|0|1372.0|0|30.0|0|0.0|100
0|2021-11-15|1381.0|0|1381.0|0|30.0|0|0.0|100
0|2021-11-16|1382.0|0|1382.0|0|30.0|0|0.0|100
0|2021-11-17|1387.0|0|1387.0|0|30.0|0|0.0|100
0|2021-11-18|1401.0|0|1401.0|0|30.0|0|0.0|100
0|2021-11-19|1401.0|0|1401.0|0|30.0|0|0.0|100
0|2021-11-20|1401.0|0|1401.0|0|30.0|0|0.0|100
0|2021-11-21|1401.0|0|1401.0|0|30.0|0|0.0|100
0|2021-11-22|1403.0|0|1403.0|0|30.0|0|0.0|100
0|2021-11-23|1403.0|0|1403.0|0|30.0|0|0.0|100
0|2021-11-24|1403.0|0|1403.0|0|30.0|0|0.0|100
0|2021-11-25|1403.0|0|1403.0|0|30.0|0|0.0|100
0|2021-11-26|1407.0|0|1407.0|0|31.0|0|0.0|100
0|2021-11-27|1407.0|0|1407.0|0|31.0|0|0.0|100
0|2021-11-28|1407.0|0|1407.0|0|31.0|0|0.0|100
0|2021-11-29|1409.0|0|1409.0|0|30.0|0|0.0|100
0|2021-11-30|1409.0|0|1409.0|0|30.0|0|0.0|100
0|2021-12-01|1411.0|0|1411.0|0|30.0|0|0.0|100
0|2021-12-02|1412.0|0|1412.0|0|30.0|0|0.0|100
0|2021-12-03|1418.0|0|1418.0|0|30.0|0|0.0|100
0|2021-12-04|1418.0|0|1418.0|0|30.0|0|0.0|100
0|2021-12-05|1418.0|0|1418.0|0|30.0|0|0.0|100
0|2021-12-06|1423.0|0|1423.0|0|30.0|0|0.0|100
0|2021-12-07|1424.0|0|1424.0|0|30.0|0|0.0|100
0|2021-12-08|1429.0|0|1429.0|0|30.0|0|0.0|100
0|2021-12-09|1429.0|0|1429.0|0|30.0|0|0.0|100
0|2021-12-10|1432.0|0|1432.0|0|30.0|0|0.0|100
0|2021-12-11|1432.0|0|1432.0|0|30.0|0|0.0|100
0|2021-12-12|1432.0|0|1432.0|0|30.0|0|0.0|100
0|2021-12-13|1434.0|0|1434.0|0|30.0|0|0.0|100
0|2021-12-14|1434.0|0|1435.0|0|30.0|0|0.0|100
0|2021-12-15|1439.0|0|1439.0|0|30.0|0|0.0|100
0|2021-12-16|1441.0|0|1441.0|0|30.0|0|0.0|100
0|2021-12-17|1441.0|0|1445.0|0|30.0|0|0.0|100
0|2021-12-18|1445.0|0|1445.0|0|30.0|0|0.0|100
0|2021-12-19|1445.0|0|1445.0|0|30.0|0|0.0|100
0|2021-12-20|1451.0|0|1451.0|0|30.0|0|0.0|100
0|2021-12-21|1451.0|0|1451.0|0|30.0|0|0.0|100
0|2021-12-22|1457.0|0|1457.0|0|30.0|0|0.0|100
0|2021-12-23|1458.0|0|1458.0|0|30.0|0|0.0|100
0|2021-12-24|1458.0|0|1458.0|0|30.0|0|0.0|100
0|2021-12-25|1458.0|0|1458.0|0|30.0|0|0.0|100
0|2021-12-26|1458.0|0|1458.0|0|30.0|0|0.0|100
0|2021-12-27|1458.0|0|1458.0|0|30.0|0|0.0|100
0|2021-12-28|1458.0|0|1458.0|0|30.0|0|0.0|100
0|2021-12-29|1473.0|0|1473.0|0|30.0|0|0.0|100
0|2021-12-30|1476.0|0|1476.0|0|30.0|0|0.0|100
0|2021-12-31|1486.0|0|1486.0|0|30.0|0|0.0|100
0|2022-01-01|1486.0|0|1486.0|0|30.0|0|0.0|100
0|2022-01-02|1486.0|0|1486.0|0|30.0|0|0.0|100
0|2022-01-03|1486.0|0|1486.0|0|30.0|0|0.0|100
0|2022-01-04|1543.0|0|1543.0|0|30.0|0|0.0|100
0|2022-01-05|1543.0|0|1553.0|0|31.0|0|0.0|100
0|2022-01-06|1581.0|0|1581.0|0|31.0|0|0.0|100
0|2022-01-07|1601.0|0|1601.0|0|31.0|0|0.0|100
0|2022-01-08|1601.0|0|1601.0|0|31.0|0|0.0|100
0|2022-01-09|1601.0|0|1601.0|0|31.0|0|0.0|100
0|2022-01-10|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2022-01-11|1713.0|0|1713.0|0|32.0|0|0.0|100
0|2022-01-12|1729.0|0|1729.0|0|33.0|0|0.0|100
0|2022-01-13|1729.0|0|1746.0|0|33.0|0|0.0|100
0|2022-01-14|1757.0|0|1757.0|0|33.0|0|0.0|100
0|2022-01-15|1757.0|0|1757.0|0|33.0|0|0.0|100
0|2022-01-16|1757.0|0|1757.0|0|33.0|0|0.0|100
0|2022-01-17|1757.0|0|0.0|100|33.0|0|0.0|100
