|dates|Johnson_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Johnson_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Johnson_Texas_UnitedStates.NYT_ConfirmedDeaths.data|Johnson_Texas_UnitedStates.NYT_ConfirmedDeaths.missing|Johnson_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Johnson_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Johnson_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Johnson_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|521.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|521.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|521.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|527.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|528.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|530.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|532.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|533.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|533.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|534.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|537.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|538.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|542.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|546.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|547.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|547.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|549.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|549.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|549.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|550.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|550.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|553.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|558.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|558.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|559.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|559.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|560.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|563.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|564.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|564.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|568.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|569.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|569.0|0|0.0|100|0.0|100
