|dates|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Bolivar_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Bolivar_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|6410.0|0|6410.0|0|151.0|0|0.0|100
0|2021-11-13|6410.0|0|6410.0|0|151.0|0|0.0|100
0|2021-11-14|6410.0|0|6410.0|0|151.0|0|0.0|100
0|2021-11-15|6415.0|0|6415.0|0|151.0|0|0.0|100
0|2021-11-16|6418.0|0|6418.0|0|151.0|0|0.0|100
0|2021-11-17|6418.0|0|6418.0|0|151.0|0|0.0|100
0|2021-11-18|6418.0|0|6418.0|0|151.0|0|0.0|100
0|2021-11-19|6424.0|0|6424.0|0|151.0|0|0.0|100
0|2021-11-20|6424.0|0|6424.0|0|151.0|0|0.0|100
0|2021-11-21|6424.0|0|6424.0|0|151.0|0|0.0|100
0|2021-11-22|6438.0|0|6438.0|0|151.0|0|0.0|100
0|2021-11-23|6440.0|0|6440.0|0|151.0|0|0.0|100
0|2021-11-24|6440.0|0|6440.0|0|151.0|0|0.0|100
0|2021-11-25|6440.0|0|6440.0|0|151.0|0|0.0|100
0|2021-11-26|6440.0|0|6440.0|0|151.0|0|0.0|100
0|2021-11-27|6440.0|0|6440.0|0|151.0|0|0.0|100
0|2021-11-28|6440.0|0|6440.0|0|151.0|0|0.0|100
0|2021-11-29|6445.0|0|6445.0|0|151.0|0|0.0|100
0|2021-11-30|6451.0|0|6451.0|0|151.0|0|0.0|100
0|2021-12-01|6461.0|0|6461.0|0|151.0|0|0.0|100
0|2021-12-02|6461.0|0|6468.0|0|151.0|0|0.0|100
0|2021-12-03|6468.0|0|6468.0|0|151.0|0|0.0|100
0|2021-12-04|6468.0|0|6468.0|0|151.0|0|0.0|100
0|2021-12-05|6468.0|0|6468.0|0|151.0|0|0.0|100
0|2021-12-06|6472.0|0|6472.0|0|151.0|0|0.0|100
0|2021-12-07|6484.0|0|6484.0|0|151.0|0|0.0|100
0|2021-12-08|6499.0|0|6499.0|0|151.0|0|0.0|100
0|2021-12-09|6509.0|0|6509.0|0|151.0|0|0.0|100
0|2021-12-10|6512.0|0|6512.0|0|151.0|0|0.0|100
0|2021-12-11|6512.0|0|6512.0|0|151.0|0|0.0|100
0|2021-12-12|6512.0|0|6512.0|0|151.0|0|0.0|100
0|2021-12-13|6514.0|0|6514.0|0|151.0|0|0.0|100
0|2021-12-14|6514.0|0|6518.0|0|151.0|0|0.0|100
0|2021-12-15|6525.0|0|6525.0|0|153.0|0|0.0|100
0|2021-12-16|6527.0|0|6527.0|0|153.0|0|0.0|100
0|2021-12-17|6534.0|0|6534.0|0|153.0|0|0.0|100
0|2021-12-18|6534.0|0|6534.0|0|153.0|0|0.0|100
0|2021-12-19|6534.0|0|6534.0|0|153.0|0|0.0|100
0|2021-12-20|6539.0|0|6539.0|0|153.0|0|0.0|100
0|2021-12-21|6550.0|0|6550.0|0|153.0|0|0.0|100
0|2021-12-22|6554.0|0|6554.0|0|153.0|0|0.0|100
0|2021-12-23|6554.0|0|6554.0|0|153.0|0|0.0|100
0|2021-12-24|6554.0|0|6554.0|0|153.0|0|0.0|100
0|2021-12-25|6554.0|0|6554.0|0|153.0|0|0.0|100
0|2021-12-26|6554.0|0|6554.0|0|153.0|0|0.0|100
0|2021-12-27|6641.0|0|6641.0|0|153.0|0|0.0|100
0|2021-12-28|6670.0|0|6670.0|0|153.0|0|0.0|100
0|2021-12-29|6699.0|0|6699.0|0|154.0|0|0.0|100
0|2021-12-30|6743.0|0|6743.0|0|154.0|0|0.0|100
0|2021-12-31|6743.0|0|6743.0|0|154.0|0|0.0|100
0|2022-01-01|6743.0|0|6743.0|0|154.0|0|0.0|100
0|2022-01-02|6743.0|0|6743.0|0|154.0|0|0.0|100
0|2022-01-03|6912.0|0|6912.0|0|154.0|0|0.0|100
0|2022-01-04|6989.0|0|6989.0|0|155.0|0|0.0|100
0|2022-01-05|7017.0|0|7017.0|0|155.0|0|0.0|100
0|2022-01-06|7070.0|0|7070.0|0|155.0|0|0.0|100
0|2022-01-07|7100.0|0|7100.0|0|155.0|0|0.0|100
0|2022-01-08|7100.0|0|7100.0|0|155.0|0|0.0|100
0|2022-01-09|7100.0|0|7100.0|0|155.0|0|0.0|100
0|2022-01-10|7100.0|0|7174.0|0|155.0|0|0.0|100
0|2022-01-11|7278.0|0|7278.0|0|155.0|0|0.0|100
0|2022-01-12|7278.0|0|7337.0|0|155.0|0|0.0|100
0|2022-01-13|7278.0|0|7496.0|0|155.0|0|0.0|100
0|2022-01-14|7590.0|0|7590.0|0|155.0|0|0.0|100
0|2022-01-15|7590.0|0|7590.0|0|155.0|0|0.0|100
0|2022-01-16|7590.0|0|7590.0|0|155.0|0|0.0|100
0|2022-01-17|7590.0|0|0.0|100|155.0|0|0.0|100
