|dates|Sullivan_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Sullivan_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Sullivan_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Sullivan_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Sullivan_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Sullivan_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Sullivan_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Sullivan_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-18|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-19|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-20|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-21|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-22|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-23|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-24|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-25|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-26|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-27|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-28|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-29|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-30|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-10-31|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-01|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-02|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-03|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-04|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-05|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-06|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-07|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-08|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-09|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-10|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-11|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-12|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-13|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-14|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-15|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-16|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-17|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
0|2021-11-18|67000.0|0|3241.0|0|4.614114263749093|0|70241.0|0
