|dates|Marion_Alabama_UnitedStates.JHU_ConfirmedCases.data|Marion_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Marion_Alabama_UnitedStates.NYT_ConfirmedCases.data|Marion_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Marion_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4958.0|0|4958.0|0|126.0|0|0.0|100
0|2021-10-18|4960.0|0|4960.0|0|126.0|0|0.0|100
0|2021-10-19|4961.0|0|4961.0|0|126.0|0|0.0|100
0|2021-10-20|4966.0|0|4966.0|0|126.0|0|0.0|100
0|2021-10-21|4982.0|0|4982.0|0|126.0|0|0.0|100
0|2021-10-22|4995.0|0|4995.0|0|126.0|0|0.0|100
0|2021-10-23|5005.0|0|5005.0|0|127.0|0|0.0|100
0|2021-10-24|5007.0|0|5007.0|0|127.0|0|0.0|100
0|2021-10-25|5010.0|0|5010.0|0|127.0|0|0.0|100
0|2021-10-26|5016.0|0|5016.0|0|127.0|0|0.0|100
0|2021-10-27|5220.0|0|5220.0|0|127.0|0|0.0|100
0|2021-10-28|5237.0|0|5237.0|0|127.0|0|0.0|100
0|2021-10-29|5242.0|0|5242.0|0|127.0|0|0.0|100
0|2021-10-30|5246.0|0|5246.0|0|127.0|0|0.0|100
0|2021-10-31|5248.0|0|5248.0|0|127.0|0|0.0|100
0|2021-11-01|5250.0|0|5250.0|0|127.0|0|0.0|100
0|2021-11-02|5268.0|0|5268.0|0|126.0|0|0.0|100
0|2021-11-03|5274.0|0|5274.0|0|126.0|0|0.0|100
0|2021-11-04|5288.0|0|5288.0|0|127.0|0|0.0|100
0|2021-11-05|5314.0|0|5314.0|0|128.0|0|0.0|100
0|2021-11-06|5318.0|0|5318.0|0|128.0|0|0.0|100
0|2021-11-07|5326.0|0|5326.0|0|128.0|0|0.0|100
0|2021-11-08|5328.0|0|5328.0|0|128.0|0|0.0|100
0|2021-11-09|5342.0|0|5342.0|0|128.0|0|0.0|100
0|2021-11-10|5342.0|0|5341.0|0|128.0|0|0.0|100
0|2021-11-11|5341.0|0|5341.0|0|128.0|0|0.0|100
0|2021-11-12|5350.0|0|5350.0|0|128.0|0|0.0|100
0|2021-11-13|5359.0|0|5359.0|0|128.0|0|0.0|100
0|2021-11-14|5362.0|0|5362.0|0|128.0|0|0.0|100
0|2021-11-15|5365.0|0|5365.0|0|128.0|0|0.0|100
0|2021-11-16|5366.0|0|5366.0|0|128.0|0|0.0|100
0|2021-11-17|5367.0|0|5367.0|0|128.0|0|0.0|100
0|2021-11-18|5374.0|0|5374.0|0|129.0|0|0.0|100
0|2021-11-19|5375.0|0|5375.0|0|129.0|0|0.0|100
0|2021-11-20|5381.0|0|5381.0|0|129.0|0|0.0|100
0|2021-11-21|5383.0|0|5383.0|0|129.0|0|0.0|100
0|2021-11-22|5385.0|0|5385.0|0|129.0|0|0.0|100
0|2021-11-23|5392.0|0|5392.0|0|129.0|0|0.0|100
0|2021-11-24|5394.0|0|5394.0|0|129.0|0|0.0|100
0|2021-11-25|5400.0|0|5400.0|0|130.0|0|0.0|100
0|2021-11-26|5400.0|0|5400.0|0|130.0|0|0.0|100
0|2021-11-27|5401.0|0|5401.0|0|130.0|0|0.0|100
0|2021-11-28|5403.0|0|5403.0|0|130.0|0|0.0|100
0|2021-11-29|5406.0|0|5406.0|0|130.0|0|0.0|100
0|2021-11-30|5406.0|0|5413.0|0|130.0|0|0.0|100
0|2021-12-01|5416.0|0|5416.0|0|130.0|0|0.0|100
0|2021-12-02|5428.0|0|5428.0|0|130.0|0|0.0|100
0|2021-12-03|5435.0|0|5435.0|0|130.0|0|0.0|100
0|2021-12-04|5437.0|0|5437.0|0|132.0|0|0.0|100
0|2021-12-05|5445.0|0|5445.0|0|132.0|0|0.0|100
0|2021-12-06|5446.0|0|5446.0|0|132.0|0|0.0|100
0|2021-12-07|5451.0|0|5451.0|0|132.0|0|0.0|100
0|2021-12-08|5454.0|0|5454.0|0|132.0|0|0.0|100
0|2021-12-09|5458.0|0|5458.0|0|132.0|0|0.0|100
0|2021-12-10|5460.0|0|5460.0|0|132.0|0|0.0|100
0|2021-12-11|5458.0|0|5458.0|0|132.0|0|0.0|100
0|2021-12-12|5461.0|0|5461.0|0|132.0|0|0.0|100
0|2021-12-13|5461.0|0|5461.0|0|132.0|0|0.0|100
0|2021-12-14|5461.0|0|5465.0|0|132.0|0|0.0|100
0|2021-12-15|5471.0|0|5471.0|0|132.0|0|0.0|100
0|2021-12-16|5473.0|0|5473.0|0|132.0|0|0.0|100
0|2021-12-17|5476.0|0|5476.0|0|132.0|0|0.0|100
0|2021-12-18|5478.0|0|5478.0|0|132.0|0|0.0|100
0|2021-12-19|5480.0|0|5480.0|0|132.0|0|0.0|100
0|2021-12-20|5482.0|0|5482.0|0|132.0|0|0.0|100
0|2021-12-21|5486.0|0|5486.0|0|132.0|0|0.0|100
0|2021-12-22|5487.0|0|5487.0|0|132.0|0|0.0|100
0|2021-12-23|5488.0|0|5488.0|0|132.0|0|0.0|100
0|2021-12-24|5498.0|0|5498.0|0|132.0|0|0.0|100
0|2021-12-25|5518.0|0|5518.0|0|132.0|0|0.0|100
0|2021-12-26|5519.0|0|5519.0|0|132.0|0|0.0|100
0|2021-12-27|5523.0|0|5523.0|0|132.0|0|0.0|100
0|2021-12-28|5529.0|0|5529.0|0|132.0|0|0.0|100
0|2021-12-29|5541.0|0|5541.0|0|132.0|0|0.0|100
0|2021-12-30|5547.0|0|5547.0|0|132.0|0|0.0|100
0|2021-12-31|5560.0|0|5560.0|0|132.0|0|0.0|100
0|2022-01-01|5560.0|0|5560.0|0|132.0|0|0.0|100
0|2022-01-02|5573.0|0|5573.0|0|132.0|0|0.0|100
0|2022-01-03|5575.0|0|5575.0|0|132.0|0|0.0|100
0|2022-01-04|5613.0|0|5613.0|0|132.0|0|0.0|100
0|2022-01-05|5642.0|0|5642.0|0|132.0|0|0.0|100
0|2022-01-06|5693.0|0|5693.0|0|132.0|0|0.0|100
0|2022-01-07|5764.0|0|5764.0|0|132.0|0|0.0|100
0|2022-01-08|5811.0|0|5811.0|0|132.0|0|0.0|100
0|2022-01-09|5840.0|0|5840.0|0|132.0|0|0.0|100
0|2022-01-10|5863.0|0|5863.0|0|132.0|0|0.0|100
0|2022-01-11|5923.0|0|5923.0|0|132.0|0|0.0|100
0|2022-01-12|5994.0|0|5994.0|0|132.0|0|0.0|100
0|2022-01-13|5994.0|0|5994.0|0|132.0|0|0.0|100
0|2022-01-14|5994.0|0|5994.0|0|132.0|0|0.0|100
0|2022-01-15|5994.0|0|5994.0|0|132.0|0|0.0|100
0|2022-01-16|6324.0|0|6324.0|0|134.0|0|0.0|100
0|2022-01-17|6359.0|0|0.0|100|134.0|0|0.0|100
