|dates|Comanche_Kansas_UnitedStates.BLS_EmployedPopulation.data|Comanche_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Comanche_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Comanche_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Comanche_Kansas_UnitedStates.BLS_UnemploymentRate.data|Comanche_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Comanche_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Comanche_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-15|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-16|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-17|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-18|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-19|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-20|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-21|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-22|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-23|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-24|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-25|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-26|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-27|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-28|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-29|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-11-30|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-01|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-02|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-03|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-04|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-05|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-06|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-07|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-08|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-09|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-10|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-11|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-12|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-13|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-14|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-15|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-16|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-17|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-18|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-19|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-20|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-21|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-22|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-23|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-24|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-25|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-26|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-27|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-28|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-29|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-30|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2021-12-31|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-01|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-02|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-03|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-04|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-05|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-06|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-07|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-08|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-09|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-10|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-11|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-12|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-13|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-14|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-15|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-16|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
0|2022-01-17|891.0|0|20.0|0|2.1953896816684964|0|911.0|0
