|dates|Starke_Indiana_UnitedStates.AveragePrecipitationTotal.data|Starke_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Starke_Indiana_UnitedStates.AveragePrecipitation.data|Starke_Indiana_UnitedStates.AveragePrecipitation.missing|Starke_Indiana_UnitedStates.AverageWindDirection.data|Starke_Indiana_UnitedStates.AverageWindDirection.missing|Starke_Indiana_UnitedStates.AverageWindSpeed.data|Starke_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-11-12|0.0|0|0.0|0|223.95833333333334|0|14.052083333333334|0
0|2021-11-13|0.0|0|0.0|0|257.8125|0|13.333333333333334|0
0|2021-11-14|0.0|0|0.0|0|250.20833333333334|0|15.416666666666666|0
0|2021-11-15|0.0|0|0.0|0|195.52083333333334|0|6.875|0
0|2021-11-16|0.0|0|0.0|0|126.25|0|10.1875|0
0|2021-11-17|0.0|0|0.0|0|235.78125|0|13.604166666666666|0
0|2021-11-18|0.0|0|0.0|0|273.2291666666667|0|15.760416666666666|0
0|2021-11-19|0.0|0|0.0|0|214.79166666666666|0|8.71875|0
0|2021-11-20|0.0|0|0.0|0|167.91666666666666|0|8.270833333333334|0
0|2021-11-21|0.0|0|0.0|0|209.58333333333334|0|9.802083333333334|0
0|2021-11-22|0.0|0|0.0|0|271.0416666666667|0|10.3125|0
0|2021-11-23|0.0|0|0.0|0|189.79166666666666|0|8.333333333333334|0
0|2021-11-24|0.0|0|0.0|0|193.125|0|15.927083333333334|0
0|2021-11-25|0.0|0|0.0|0|277.9166666666667|0|12.666666666666666|0
0|2021-11-26|0.0|0|0.0|0|217.60416666666666|0|8.6875|0
0|2021-11-27|0.0|0|0.0|0|198.64583333333334|0|9.052083333333334|0
0|2021-11-28|0.0|0|0.0|0|286.4583333333333|0|11.713541666666666|0
0|2021-11-29|0.0|0|0.0|0|195.52083333333334|0|8.885416666666666|0
0|2021-11-30|0.0|0|0.0|0|221.66666666666666|0|7.395833333333333|0
0|2021-12-01|0.0|0|0.0|0|159.16666666666666|0|7.9375|0
0|2021-12-02|0.0|0|0.0|0|226.45833333333334|0|10.0|0
0|2021-12-03|0.0|0|0.0|0|79.375|0|5.447916666666667|0
0|2021-12-04|0.0|0|0.0|0|118.33333333333333|0|3.765625|0
0|2021-12-05|0.0|0|0.0|0|153.4375|0|10.645833333333334|0
0|2021-12-06|0.0|0|0.0|0|277.3958333333333|0|17.708333333333332|0
0|2021-12-07|0.0|0|0.0|0|209.27083333333334|0|7.0|0
0|2021-12-08|0.0|0|0.0|0|194.6875|0|6.322916666666667|0
0|2021-12-09|0.0|0|0.0|0|167.60416666666666|0|9.65625|0
0|2021-12-10|0.0|0|0.0|0|115.625|0|9.552083333333334|0
0|2021-12-11|0.0|0|0.0|0|248.4375|0|19.385416666666668|0
0|2021-12-12|0.0|0|0.0|0|213.95833333333334|0|11.265625|0
0|2021-12-13|0.0|0|0.0|0|182.08333333333334|0|7.322916666666667|0
0|2021-12-14|0.0|0|0.0|0|134.375|0|10.364583333333334|0
0|2021-12-15|0.0|0|0.0|0|191.35416666666666|0|19.010416666666668|0
0|2021-12-16|0.0|0|0.0|0|241.97916666666666|0|19.145833333333332|0
0|2021-12-17|0.0|0|0.0|0|133.4375|0|5.21875|0
0|2021-12-18|0.0|0|0.0|0|219.375|0|9.135416666666666|0
0|2021-12-19|0.0|0|0.0|0|109.0625|0|4.052083333333333|0
0|2021-12-20|0.0|0|0.0|0|202.29166666666666|0|9.666666666666666|0
0|2021-12-21|0.0|0|0.0|0|179.375|0|9.96875|0
0|2021-12-22|0.0|0|0.0|0|250.52083333333334|0|8.807291666666666|0
0|2021-12-23|0.0|0|0.0|0|183.22916666666666|0|10.666666666666666|0
0|2021-12-24|0.0|0|0.0|0|176.5625|0|11.78125|0
0|2021-12-25|0.0|0|0.0|0|278.8541666666667|0|8.34375|0
0|2021-12-26|0.0|0|0.0|0|46.458333333333336|0|5.515625|0
0|2021-12-27|0.0|0|0.0|0|180.83333333333334|0|10.09375|0
0|2021-12-28|0.0|0|0.0|0|108.75|0|6.0625|0
0|2021-12-29|0.0|0|0.0|0|196.875|0|7.0|0
0|2021-12-30|0.0|0|0.0|0|102.91666666666667|0|4.46875|0
0|2021-12-31|0.0|0|0.0|0|165.9375|0|6.3125|0
0|2022-01-01|0.0|0|0.0|0|120.625|0|13.1875|0
0|2022-01-02|0.0|0|0.0|0|54.166666666666664|0|7.21875|0
0|2022-01-03|0.0|0|0.0|0|227.70833333333334|0|6.53125|0
0|2022-01-04|0.0|0|0.0|0|180.3125|0|13.71875|0
0|2022-01-05|0.0|0|0.0|0|248.4375|0|23.75|0
0|2022-01-06|0.0|0|0.0|0|260.1041666666667|0|13.65625|0
0|2022-01-07|0.0|0|0.0|0|199.16666666666666|0|9.46875|0
0|2022-01-08|0.0|0|0.0|0|169.375|0|12.552083333333334|0
0|2022-01-09|0.0|0|0.0|0|287.7083333333333|0|13.447916666666666|0
0|2022-01-10|0.0|0|0.0|0|288.0208333333333|0|11.03125|0
0|2022-01-11|0.0|0|0.0|0|187.1875|0|13.15625|0
0|2022-01-12|0.0|0|0.0|0|194.47916666666666|0|7.25|0
0|2022-01-13|0.0|0|0.0|0|179.79166666666666|0|5.734375|0
0|2022-01-14|0.0|0|0.0|0|50.833333333333336|0|6.666666666666667|0
0|2022-01-15|0.0|0|0.0|0|70.20833333333333|0|9.442708333333334|0
0|2022-01-16|0.0|0|0.0|0|179.79166666666666|0|4.4375|0
0|2022-01-17|0.0|0|0.0|0|286.3541666666667|0|11.8125|0
