|dates|Baker_Florida_UnitedStates.JHU_ConfirmedCases.data|Baker_Florida_UnitedStates.JHU_ConfirmedCases.missing|Baker_Florida_UnitedStates.NYT_ConfirmedCases.data|Baker_Florida_UnitedStates.NYT_ConfirmedCases.missing|Baker_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Baker_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Baker_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Baker_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5979.0|0|5960.0|0|62.0|0|0.0|100
0|2021-10-18|5979.0|0|5960.0|0|62.0|0|0.0|100
0|2021-10-19|5979.0|0|5960.0|0|62.0|0|0.0|100
0|2021-10-20|5979.0|0|5960.0|0|62.0|0|0.0|100
0|2021-10-21|5979.0|0|5960.0|0|62.0|0|0.0|100
0|2021-10-22|5989.0|0|5970.0|0|62.0|0|0.0|100
0|2021-10-23|5989.0|0|5970.0|0|62.0|0|0.0|100
0|2021-10-24|5989.0|0|5970.0|0|62.0|0|0.0|100
0|2021-10-25|5989.0|0|5970.0|0|62.0|0|0.0|100
0|2021-10-26|5989.0|0|5970.0|0|62.0|0|0.0|100
0|2021-10-27|5989.0|0|5970.0|0|62.0|0|0.0|100
0|2021-10-28|5989.0|0|5970.0|0|62.0|0|0.0|100
0|2021-10-29|5991.0|0|5972.0|0|62.0|0|0.0|100
0|2021-10-30|5991.0|0|5972.0|0|62.0|0|0.0|100
0|2021-10-31|5991.0|0|5972.0|0|62.0|0|0.0|100
0|2021-11-01|5991.0|0|5972.0|0|62.0|0|0.0|100
0|2021-11-02|5991.0|0|5972.0|0|62.0|0|0.0|100
0|2021-11-03|5991.0|0|5972.0|0|62.0|0|0.0|100
0|2021-11-04|5991.0|0|5972.0|0|62.0|0|0.0|100
0|2021-11-05|6002.0|0|5983.0|0|62.0|0|0.0|100
0|2021-11-06|6002.0|0|5983.0|0|62.0|0|0.0|100
0|2021-11-07|6002.0|0|5983.0|0|62.0|0|0.0|100
0|2021-11-08|6002.0|0|5983.0|0|62.0|0|0.0|100
0|2021-11-09|6002.0|0|5983.0|0|62.0|0|0.0|100
0|2021-11-10|6002.0|0|5983.0|0|62.0|0|0.0|100
0|2021-11-11|6002.0|0|5983.0|0|62.0|0|0.0|100
0|2021-11-12|6015.0|0|5996.0|0|62.0|0|0.0|100
0|2021-11-13|6015.0|0|5996.0|0|62.0|0|0.0|100
0|2021-11-14|6015.0|0|5996.0|0|62.0|0|0.0|100
0|2021-11-15|6015.0|0|5996.0|0|62.0|0|0.0|100
0|2021-11-16|6015.0|0|5996.0|0|62.0|0|0.0|100
0|2021-11-17|6015.0|0|5996.0|0|62.0|0|0.0|100
0|2021-11-18|6015.0|0|5996.0|0|62.0|0|0.0|100
0|2021-11-19|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-20|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-21|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-22|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-23|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-24|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-25|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-26|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-27|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-28|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-29|6022.0|0|6003.0|0|62.0|0|0.0|100
0|2021-11-30|6026.0|0|6007.0|0|62.0|0|0.0|100
0|2021-12-01|6026.0|0|6007.0|0|62.0|0|0.0|100
0|2021-12-02|6026.0|0|6007.0|0|62.0|0|0.0|100
0|2021-12-03|6029.0|0|6010.0|0|62.0|0|0.0|100
0|2021-12-04|6029.0|0|6010.0|0|62.0|0|0.0|100
0|2021-12-05|6029.0|0|6010.0|0|62.0|0|0.0|100
0|2021-12-06|6029.0|0|6010.0|0|62.0|0|0.0|100
0|2021-12-07|6029.0|0|6010.0|0|62.0|0|0.0|100
0|2021-12-08|6029.0|0|6010.0|0|62.0|0|0.0|100
0|2021-12-09|6029.0|0|6010.0|0|62.0|0|0.0|100
0|2021-12-10|6042.0|0|6023.0|0|62.0|0|0.0|100
0|2021-12-11|6042.0|0|6023.0|0|62.0|0|0.0|100
0|2021-12-12|6042.0|0|6023.0|0|62.0|0|0.0|100
0|2021-12-13|6042.0|0|6023.0|0|62.0|0|0.0|100
0|2021-12-14|6042.0|0|6023.0|0|62.0|0|0.0|100
0|2021-12-15|6042.0|0|6023.0|0|62.0|0|0.0|100
0|2021-12-16|6042.0|0|6023.0|0|62.0|0|0.0|100
0|2021-12-17|6046.0|0|6027.0|0|62.0|0|0.0|100
0|2021-12-18|6046.0|0|6027.0|0|62.0|0|0.0|100
0|2021-12-19|6046.0|0|6027.0|0|62.0|0|0.0|100
0|2021-12-20|6046.0|0|6027.0|0|62.0|0|0.0|100
0|2021-12-21|6046.0|0|6027.0|0|62.0|0|0.0|100
0|2021-12-22|6046.0|0|6027.0|0|62.0|0|0.0|100
0|2021-12-23|6046.0|0|6027.0|0|62.0|0|0.0|100
0|2021-12-24|6046.0|0|6060.0|0|62.0|0|0.0|100
0|2021-12-25|6079.0|0|6060.0|0|62.0|0|0.0|100
0|2021-12-26|6079.0|0|6060.0|0|62.0|0|0.0|100
0|2021-12-27|6079.0|0|6060.0|0|62.0|0|0.0|100
0|2021-12-28|6079.0|0|6060.0|0|62.0|0|0.0|100
0|2021-12-29|6079.0|0|6060.0|0|62.0|0|0.0|100
0|2021-12-30|6079.0|0|6060.0|0|62.0|0|0.0|100
0|2021-12-31|6171.0|0|6152.0|0|62.0|0|0.0|100
0|2022-01-01|6171.0|0|6152.0|0|62.0|0|0.0|100
0|2022-01-02|6171.0|0|6152.0|0|62.0|0|0.0|100
0|2022-01-03|6171.0|0|6152.0|0|62.0|0|0.0|100
0|2022-01-04|6171.0|0|6152.0|0|62.0|0|0.0|100
0|2022-01-05|6171.0|0|6152.0|0|62.0|0|0.0|100
0|2022-01-06|6171.0|0|6152.0|0|62.0|0|0.0|100
0|2022-01-07|6366.0|0|6347.0|0|62.0|0|0.0|100
0|2022-01-08|6366.0|0|6347.0|0|62.0|0|0.0|100
0|2022-01-09|6366.0|0|6347.0|0|62.0|0|0.0|100
0|2022-01-10|6366.0|0|6347.0|0|62.0|0|0.0|100
0|2022-01-11|6366.0|0|6347.0|0|62.0|0|0.0|100
0|2022-01-12|6366.0|0|6347.0|0|122.0|0|0.0|100
