|dates|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Kandiyohi_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Kandiyohi_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Kandiyohi_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|9513.0|0|9513.0|0|104.0|0|0.0|100
0|2021-11-23|9588.0|0|9588.0|0|104.0|0|0.0|100
0|2021-11-24|9612.0|0|9612.0|0|106.0|0|0.0|100
0|2021-11-25|9612.0|0|9612.0|0|106.0|0|0.0|100
0|2021-11-26|9660.0|0|9660.0|0|106.0|0|0.0|100
0|2021-11-27|9660.0|0|9660.0|0|106.0|0|0.0|100
0|2021-11-28|9660.0|0|9660.0|0|106.0|0|0.0|100
0|2021-11-29|9692.0|0|9692.0|0|106.0|0|0.0|100
0|2021-11-30|9800.0|0|9800.0|0|106.0|0|0.0|100
0|2021-12-01|9815.0|0|9815.0|0|108.0|0|0.0|100
0|2021-12-02|9815.0|0|9861.0|0|108.0|0|0.0|100
0|2021-12-03|9913.0|0|9913.0|0|108.0|0|0.0|100
0|2021-12-04|9913.0|0|9913.0|0|108.0|0|0.0|100
0|2021-12-05|9913.0|0|9913.0|0|108.0|0|0.0|100
0|2021-12-06|9962.0|0|9962.0|0|109.0|0|0.0|100
0|2021-12-07|10074.0|0|10074.0|0|109.0|0|0.0|100
0|2021-12-08|10085.0|0|10085.0|0|110.0|0|0.0|100
0|2021-12-09|10122.0|0|10122.0|0|112.0|0|0.0|100
0|2021-12-10|10161.0|0|10161.0|0|112.0|0|0.0|100
0|2021-12-11|10161.0|0|10161.0|0|112.0|0|0.0|100
0|2021-12-12|10161.0|0|10161.0|0|112.0|0|0.0|100
0|2021-12-13|10211.0|0|10211.0|0|112.0|0|0.0|100
0|2021-12-14|10211.0|0|10285.0|0|112.0|0|0.0|100
0|2021-12-15|10295.0|0|10295.0|0|114.0|0|0.0|100
0|2021-12-16|10316.0|0|10316.0|0|114.0|0|0.0|100
0|2021-12-17|10340.0|0|10340.0|0|114.0|0|0.0|100
0|2021-12-18|10340.0|0|10340.0|0|114.0|0|0.0|100
0|2021-12-19|10340.0|0|10340.0|0|114.0|0|0.0|100
0|2021-12-20|10363.0|0|10363.0|0|115.0|0|0.0|100
0|2021-12-21|10410.0|0|10410.0|0|115.0|0|0.0|100
0|2021-12-22|10416.0|0|10416.0|0|116.0|0|0.0|100
0|2021-12-23|10434.0|0|10434.0|0|116.0|0|0.0|100
0|2021-12-24|10434.0|0|10434.0|0|116.0|0|0.0|100
0|2021-12-25|10434.0|0|10434.0|0|116.0|0|0.0|100
0|2021-12-26|10434.0|0|10434.0|0|116.0|0|0.0|100
0|2021-12-27|10453.0|0|10453.0|0|117.0|0|0.0|100
0|2021-12-28|10506.0|0|10506.0|0|117.0|0|0.0|100
0|2021-12-29|10514.0|0|10514.0|0|117.0|0|0.0|100
0|2021-12-30|10530.0|0|10530.0|0|118.0|0|0.0|100
0|2021-12-31|10530.0|0|10530.0|0|118.0|0|0.0|100
0|2022-01-01|10530.0|0|10530.0|0|118.0|0|0.0|100
0|2022-01-02|10530.0|0|10530.0|0|118.0|0|0.0|100
0|2022-01-03|10532.0|0|10532.0|0|118.0|0|0.0|100
0|2022-01-04|10554.0|0|10554.0|0|119.0|0|0.0|100
0|2022-01-05|10573.0|0|10573.0|0|119.0|0|0.0|100
0|2022-01-06|10592.0|0|10592.0|0|120.0|0|0.0|100
0|2022-01-07|10692.0|0|10692.0|0|121.0|0|0.0|100
0|2022-01-08|10692.0|0|10692.0|0|121.0|0|0.0|100
0|2022-01-09|10692.0|0|10692.0|0|121.0|0|0.0|100
0|2022-01-10|10755.0|0|10755.0|0|122.0|0|0.0|100
0|2022-01-11|10899.0|0|10899.0|0|123.0|0|0.0|100
0|2022-01-12|10939.0|0|10939.0|0|123.0|0|0.0|100
0|2022-01-13|10939.0|0|10990.0|0|123.0|0|0.0|100
0|2022-01-14|11043.0|0|11043.0|0|124.0|0|0.0|100
0|2022-01-15|11043.0|0|11043.0|0|124.0|0|0.0|100
0|2022-01-16|11043.0|0|11043.0|0|124.0|0|0.0|100
0|2022-01-17|11043.0|0|0.0|100|124.0|0|0.0|100
