|dates|Saginaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saginaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saginaw_Michigan_UnitedStates.Male_Total_Population.data|Saginaw_Michigan_UnitedStates.Male_Total_Population.missing|Saginaw_Michigan_UnitedStates.Female_Total_Population.data|Saginaw_Michigan_UnitedStates.Female_Total_Population.missing|Saginaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Saginaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-12|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-13|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-14|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-15|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-16|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-17|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-18|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-19|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-20|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-21|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-22|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-23|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-24|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-25|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-26|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-27|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-28|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-29|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-11-30|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-01|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-02|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-03|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-04|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-05|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-06|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-07|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-08|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-09|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-10|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-11|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-12|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-13|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-14|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-15|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-16|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-17|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-18|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-19|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-20|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-21|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-22|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-23|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-24|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-25|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-26|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-27|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-28|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-29|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-30|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2021-12-31|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-01|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-02|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-03|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-04|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-05|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-06|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-07|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-08|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-09|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-10|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-11|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-12|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-13|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-14|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-15|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-16|36783.0|0|92674.0|0|98126.0|0|40727.0|0
0|2022-01-17|36783.0|0|92674.0|0|98126.0|0|40727.0|0
