|dates|Pueblo_Colorado_UnitedStates.JHU_ConfirmedCases.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Pueblo_Colorado_UnitedStates.NYT_ConfirmedCases.data|Pueblo_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Pueblo_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Pueblo_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|28613.0|0|28613.0|0|553.0|0|0.0|100
0|2021-11-20|28613.0|0|28613.0|0|553.0|0|0.0|100
0|2021-11-21|28613.0|0|28613.0|0|553.0|0|0.0|100
0|2021-11-22|28867.0|0|28867.0|0|560.0|0|0.0|100
0|2021-11-23|28954.0|0|28954.0|0|569.0|0|0.0|100
0|2021-11-24|29085.0|0|29085.0|0|576.0|0|0.0|100
0|2021-11-25|29192.0|0|29192.0|0|576.0|0|0.0|100
0|2021-11-26|29234.0|0|29192.0|0|581.0|0|0.0|100
0|2021-11-27|29234.0|0|29192.0|0|581.0|0|0.0|100
0|2021-11-28|29234.0|0|29234.0|0|581.0|0|0.0|100
0|2021-11-29|29383.0|0|29383.0|0|582.0|0|0.0|100
0|2021-11-30|29441.0|0|29441.0|0|587.0|0|0.0|100
0|2021-12-01|29596.0|0|29596.0|0|589.0|0|0.0|100
0|2021-12-02|29695.0|0|29695.0|0|593.0|0|0.0|100
0|2021-12-03|29805.0|0|29750.0|0|594.0|0|0.0|100
0|2021-12-04|29805.0|0|29805.0|0|594.0|0|0.0|100
0|2021-12-05|29805.0|0|29805.0|0|594.0|0|0.0|100
0|2021-12-06|29969.0|0|29969.0|0|596.0|0|0.0|100
0|2021-12-07|30071.0|0|30071.0|0|604.0|0|0.0|100
0|2021-12-08|30160.0|0|30160.0|0|610.0|0|0.0|100
0|2021-12-09|30254.0|0|30254.0|0|618.0|0|0.0|100
0|2021-12-10|30308.0|0|30308.0|0|619.0|0|0.0|100
0|2021-12-11|30308.0|0|30308.0|0|619.0|0|0.0|100
0|2021-12-12|30308.0|0|30308.0|0|619.0|0|0.0|100
0|2021-12-13|30421.0|0|30421.0|0|625.0|0|0.0|100
0|2021-12-14|30421.0|0|30460.0|0|625.0|0|0.0|100
0|2021-12-15|30545.0|0|30545.0|0|633.0|0|0.0|100
0|2021-12-16|30615.0|0|30615.0|0|637.0|0|0.0|100
0|2021-12-17|30667.0|0|30667.0|0|639.0|0|0.0|100
0|2021-12-18|30667.0|0|30667.0|0|639.0|0|0.0|100
0|2021-12-19|30667.0|0|30667.0|0|639.0|0|0.0|100
0|2021-12-20|30739.0|0|30739.0|0|643.0|0|0.0|100
0|2021-12-21|30793.0|0|30793.0|0|647.0|0|0.0|100
0|2021-12-22|30863.0|0|30863.0|0|649.0|0|0.0|100
0|2021-12-23|30920.0|0|30920.0|0|650.0|0|0.0|100
0|2021-12-24|30980.0|0|30980.0|0|652.0|0|0.0|100
0|2021-12-25|30980.0|0|30980.0|0|652.0|0|0.0|100
0|2021-12-26|30980.0|0|30980.0|0|652.0|0|0.0|100
0|2021-12-27|31139.0|0|31139.0|0|653.0|0|0.0|100
0|2021-12-28|31211.0|0|31211.0|0|660.0|0|0.0|100
0|2021-12-29|31340.0|0|31340.0|0|664.0|0|0.0|100
0|2021-12-30|31496.0|0|31496.0|0|666.0|0|0.0|100
0|2021-12-31|31666.0|0|31666.0|0|669.0|0|0.0|100
0|2022-01-01|31666.0|0|31666.0|0|669.0|0|0.0|100
0|2022-01-02|31666.0|0|31666.0|0|669.0|0|0.0|100
0|2022-01-03|32142.0|0|32142.0|0|672.0|0|0.0|100
0|2022-01-04|32354.0|0|32354.0|0|677.0|0|0.0|100
0|2022-01-05|32484.0|0|32484.0|0|678.0|0|0.0|100
0|2022-01-06|32646.0|0|32646.0|0|680.0|0|0.0|100
0|2022-01-07|32885.0|0|32885.0|0|680.0|0|0.0|100
0|2022-01-08|32885.0|0|32885.0|0|680.0|0|0.0|100
0|2022-01-09|32885.0|0|32885.0|0|680.0|0|0.0|100
0|2022-01-10|34155.0|0|34155.0|0|680.0|0|0.0|100
0|2022-01-11|34724.0|0|34724.0|0|691.0|0|0.0|100
0|2022-01-12|35077.0|0|35077.0|0|691.0|0|0.0|100
0|2022-01-13|35077.0|0|35565.0|0|691.0|0|0.0|100
0|2022-01-14|36164.0|0|35865.0|0|699.0|0|0.0|100
0|2022-01-15|36164.0|0|36164.0|0|699.0|0|0.0|100
0|2022-01-16|36164.0|0|36164.0|0|699.0|0|0.0|100
0|2022-01-17|37341.0|0|0.0|100|700.0|0|0.0|100
