|dates|Grant_Washington_UnitedStates.BLS_EmployedPopulation.data|Grant_Washington_UnitedStates.BLS_EmployedPopulation.missing|Grant_Washington_UnitedStates.BLS_UnemployedPopulation.data|Grant_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Grant_Washington_UnitedStates.BLS_UnemploymentRate.data|Grant_Washington_UnitedStates.BLS_UnemploymentRate.missing|Grant_Washington_UnitedStates.BLS_LaborForcePopulation.data|Grant_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-18|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-19|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-20|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-21|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-22|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-23|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-24|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-25|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-26|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-27|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-28|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-29|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-30|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-10-31|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-01|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-02|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-03|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-04|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-05|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-06|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-07|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-08|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-09|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-10|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-11|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-12|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-13|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-14|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-15|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-16|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-17|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-18|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-19|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-20|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-21|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-22|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-23|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-24|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-25|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-26|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-27|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-28|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-29|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-11-30|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-12-01|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-12-02|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-12-03|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-12-04|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-12-05|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-12-06|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
0|2021-12-07|42299.0|0|2821.0|0|6.252216312056738|0|45120.0|0
