|dates|Kingsbury_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Kingsbury_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Kingsbury_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Kingsbury_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Kingsbury_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Kingsbury_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Kingsbury_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Kingsbury_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-01|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-02|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-03|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-04|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-05|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-06|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-07|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-08|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-09|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-10|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-11|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-12|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-13|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-14|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-15|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-16|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-17|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-18|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-19|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-20|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-21|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-22|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-23|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-24|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-25|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-26|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-27|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-28|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-29|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-30|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2021-12-31|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-01|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-02|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-03|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-04|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-05|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-06|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-07|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-08|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-09|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-10|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-11|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-12|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-13|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-14|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-15|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-16|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
0|2022-01-17|2720.0|0|71.0|0|2.5438910784664994|0|2791.0|0
