|dates|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sedgwick_Kansas_UnitedStates.NYT_ConfirmedCases.data|Sedgwick_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|79517.0|0|79517.0|0|955.0|0|0.0|100
0|2021-10-18|79794.0|0|79794.0|0|955.0|0|0.0|100
0|2021-10-19|79794.0|0|79794.0|0|955.0|0|0.0|100
0|2021-10-20|80231.0|0|80231.0|0|956.0|0|0.0|100
0|2021-10-21|80231.0|0|80231.0|0|956.0|0|0.0|100
0|2021-10-22|80543.0|0|80543.0|0|959.0|0|0.0|100
0|2021-10-23|80543.0|0|80543.0|0|959.0|0|0.0|100
0|2021-10-24|80543.0|0|80543.0|0|959.0|0|0.0|100
0|2021-10-25|80808.0|0|80808.0|0|968.0|0|0.0|100
0|2021-10-26|80808.0|0|80808.0|0|968.0|0|0.0|100
0|2021-10-27|81267.0|0|81267.0|0|994.0|0|0.0|100
0|2021-10-28|81267.0|0|81267.0|0|994.0|0|0.0|100
0|2021-10-29|81588.0|0|81588.0|0|1017.0|0|0.0|100
0|2021-10-30|81588.0|0|81588.0|0|1017.0|0|0.0|100
0|2021-10-31|81588.0|0|81588.0|0|1017.0|0|0.0|100
0|2021-11-01|81797.0|0|81797.0|0|1018.0|0|0.0|100
0|2021-11-02|81797.0|0|81797.0|0|1018.0|0|0.0|100
0|2021-11-03|82122.0|0|82122.0|0|1020.0|0|0.0|100
0|2021-11-04|82122.0|0|82122.0|0|1020.0|0|0.0|100
0|2021-11-05|82446.0|0|82446.0|0|1032.0|0|0.0|100
0|2021-11-06|82446.0|0|82446.0|0|1032.0|0|0.0|100
0|2021-11-07|82446.0|0|82446.0|0|1032.0|0|0.0|100
0|2021-11-08|82724.0|0|82724.0|0|1043.0|0|0.0|100
0|2021-11-09|82724.0|0|82724.0|0|1043.0|0|0.0|100
0|2021-11-10|82724.0|0|83089.0|0|1043.0|0|0.0|100
0|2021-11-11|83089.0|0|83089.0|0|1063.0|0|0.0|100
0|2021-11-12|83621.0|0|83621.0|0|1063.0|0|0.0|100
0|2021-11-13|83621.0|0|83621.0|0|1063.0|0|0.0|100
0|2021-11-14|83621.0|0|83621.0|0|1063.0|0|0.0|100
0|2021-11-15|83930.0|0|83930.0|0|1062.0|0|0.0|100
0|2021-11-16|83930.0|0|83930.0|0|1062.0|0|0.0|100
0|2021-11-17|84417.0|0|84417.0|0|1063.0|0|0.0|100
0|2021-11-18|84417.0|0|84417.0|0|1063.0|0|0.0|100
0|2021-11-19|84930.0|0|84930.0|0|1061.0|0|0.0|100
0|2021-11-20|84930.0|0|84930.0|0|1061.0|0|0.0|100
0|2021-11-21|84930.0|0|84930.0|0|1061.0|0|0.0|100
0|2021-11-22|85316.0|0|85316.0|0|1061.0|0|0.0|100
0|2021-11-23|85316.0|0|85316.0|0|1061.0|0|0.0|100
0|2021-11-24|85316.0|0|85808.0|0|1061.0|0|0.0|100
0|2021-11-25|85808.0|0|85808.0|0|1073.0|0|0.0|100
0|2021-11-26|85808.0|0|85808.0|0|1073.0|0|0.0|100
0|2021-11-27|85808.0|0|85808.0|0|1073.0|0|0.0|100
0|2021-11-28|85808.0|0|85808.0|0|1073.0|0|0.0|100
0|2021-11-29|86516.0|0|86516.0|0|1073.0|0|0.0|100
0|2021-11-30|86516.0|0|86516.0|0|1073.0|0|0.0|100
0|2021-12-01|87331.0|0|87331.0|0|1074.0|0|0.0|100
0|2021-12-02|87331.0|0|87331.0|0|1074.0|0|0.0|100
0|2021-12-03|87331.0|0|88125.0|0|1074.0|0|0.0|100
0|2021-12-04|88125.0|0|88125.0|0|1074.0|0|0.0|100
0|2021-12-05|88125.0|0|88125.0|0|1074.0|0|0.0|100
0|2021-12-06|88738.0|0|88738.0|0|1074.0|0|0.0|100
0|2021-12-07|88738.0|0|88738.0|0|1074.0|0|0.0|100
0|2021-12-08|89469.0|0|89469.0|0|1074.0|0|0.0|100
0|2021-12-09|89469.0|0|89469.0|0|1074.0|0|0.0|100
0|2021-12-10|90060.0|0|90060.0|0|1074.0|0|0.0|100
0|2021-12-11|90060.0|0|90060.0|0|1074.0|0|0.0|100
0|2021-12-12|90060.0|0|90060.0|0|1074.0|0|0.0|100
0|2021-12-13|90651.0|0|90651.0|0|1074.0|0|0.0|100
0|2021-12-14|90651.0|0|90651.0|0|1074.0|0|0.0|100
0|2021-12-15|91349.0|0|91349.0|0|1074.0|0|0.0|100
0|2021-12-16|91349.0|0|91349.0|0|1074.0|0|0.0|100
0|2021-12-17|92138.0|0|92138.0|0|1074.0|0|0.0|100
0|2021-12-18|92138.0|0|92138.0|0|1074.0|0|0.0|100
0|2021-12-19|92138.0|0|92138.0|0|1074.0|0|0.0|100
0|2021-12-20|92575.0|0|92575.0|0|1074.0|0|0.0|100
0|2021-12-21|92575.0|0|92575.0|0|1074.0|0|0.0|100
0|2021-12-22|93644.0|0|93644.0|0|1074.0|0|0.0|100
0|2021-12-23|93644.0|0|93644.0|0|1074.0|0|0.0|100
0|2021-12-24|93644.0|0|93644.0|0|1074.0|0|0.0|100
0|2021-12-25|93644.0|0|93644.0|0|1074.0|0|0.0|100
0|2021-12-26|93644.0|0|93644.0|0|1074.0|0|0.0|100
0|2021-12-27|94917.0|0|94917.0|0|1074.0|0|0.0|100
0|2021-12-28|94917.0|0|94917.0|0|1074.0|0|0.0|100
0|2021-12-29|96411.0|0|96411.0|0|1074.0|0|0.0|100
