|dates|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.missing|OutofMI_Michigan_UnitedStates.NYT_ConfirmedCases.data|OutofMI_Michigan_UnitedStates.NYT_ConfirmedCases.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|2609.0|0|0.0|100|27.0|0|0.0|100
0|2021-11-22|2654.0|0|0.0|100|28.0|0|0.0|100
0|2021-11-23|2654.0|0|0.0|100|28.0|0|0.0|100
0|2021-11-24|2676.0|0|0.0|100|31.0|0|0.0|100
0|2021-11-25|2676.0|0|0.0|100|31.0|0|0.0|100
0|2021-11-26|2676.0|0|0.0|100|31.0|0|0.0|100
0|2021-11-27|2676.0|0|0.0|100|31.0|0|0.0|100
0|2021-11-28|2676.0|0|0.0|100|31.0|0|0.0|100
0|2021-11-29|2765.0|0|0.0|100|30.0|0|0.0|100
0|2021-11-30|2765.0|0|0.0|100|30.0|0|0.0|100
0|2021-12-01|2805.0|0|0.0|100|32.0|0|0.0|100
0|2021-12-02|2805.0|0|0.0|100|32.0|0|0.0|100
0|2021-12-03|2858.0|0|0.0|100|31.0|0|0.0|100
0|2021-12-04|2858.0|0|0.0|100|31.0|0|0.0|100
0|2021-12-05|2858.0|0|0.0|100|31.0|0|0.0|100
0|2021-12-06|2900.0|0|0.0|100|32.0|0|0.0|100
0|2021-12-07|2900.0|0|0.0|100|32.0|0|0.0|100
0|2021-12-08|2938.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-09|2938.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-10|2951.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-11|2951.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-12|2951.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-13|3017.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-14|3017.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-15|3025.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-16|3025.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-17|3056.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-18|3056.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-19|3056.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-20|3091.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-21|3091.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-22|3195.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-23|3195.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-24|3195.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-25|3195.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-26|3195.0|0|0.0|100|34.0|0|0.0|100
0|2021-12-27|3679.0|0|0.0|100|35.0|0|0.0|100
0|2021-12-28|3679.0|0|0.0|100|35.0|0|0.0|100
0|2021-12-29|3916.0|0|0.0|100|35.0|0|0.0|100
0|2021-12-30|3916.0|0|0.0|100|35.0|0|0.0|100
0|2021-12-31|3916.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-01|3916.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-02|3916.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-03|4668.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-04|4668.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-05|4653.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-06|4653.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-07|4867.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-08|4867.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-09|4867.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-10|5147.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-11|5147.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-12|5200.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-13|5200.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-14|5285.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-15|5285.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-16|5285.0|0|0.0|100|35.0|0|0.0|100
0|2022-01-17|5285.0|0|0.0|100|35.0|0|0.0|100
