|dates|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Lucie_Florida_UnitedStates.NYT_ConfirmedCases.data|St.Lucie_Florida_UnitedStates.NYT_ConfirmedCases.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|47634.0|0|47433.0|0|657.0|0|0.0|100
0|2021-10-18|47634.0|0|47433.0|0|657.0|0|0.0|100
0|2021-10-19|47634.0|0|47433.0|0|657.0|0|0.0|100
0|2021-10-20|47634.0|0|47433.0|0|657.0|0|0.0|100
0|2021-10-21|47634.0|0|47433.0|0|657.0|0|0.0|100
0|2021-10-22|47837.0|0|47636.0|0|657.0|0|0.0|100
0|2021-10-23|47837.0|0|47636.0|0|657.0|0|0.0|100
0|2021-10-24|47837.0|0|47636.0|0|657.0|0|0.0|100
0|2021-10-25|47837.0|0|47636.0|0|657.0|0|0.0|100
0|2021-10-26|47837.0|0|47636.0|0|657.0|0|0.0|100
0|2021-10-27|47837.0|0|47636.0|0|657.0|0|0.0|100
0|2021-10-28|47837.0|0|47636.0|0|657.0|0|0.0|100
0|2021-10-29|47950.0|0|47749.0|0|657.0|0|0.0|100
0|2021-10-30|47950.0|0|47749.0|0|657.0|0|0.0|100
0|2021-10-31|47950.0|0|47749.0|0|657.0|0|0.0|100
0|2021-11-01|47950.0|0|47749.0|0|657.0|0|0.0|100
0|2021-11-02|47950.0|0|47749.0|0|657.0|0|0.0|100
0|2021-11-03|47950.0|0|47749.0|0|657.0|0|0.0|100
0|2021-11-04|47950.0|0|47749.0|0|657.0|0|0.0|100
0|2021-11-05|48079.0|0|47878.0|0|657.0|0|0.0|100
0|2021-11-06|48079.0|0|47878.0|0|657.0|0|0.0|100
0|2021-11-07|48079.0|0|47878.0|0|657.0|0|0.0|100
0|2021-11-08|48079.0|0|47878.0|0|657.0|0|0.0|100
0|2021-11-09|48079.0|0|47878.0|0|657.0|0|0.0|100
0|2021-11-10|48079.0|0|47878.0|0|657.0|0|0.0|100
0|2021-11-11|48079.0|0|47878.0|0|657.0|0|0.0|100
0|2021-11-12|48170.0|0|47969.0|0|657.0|0|0.0|100
0|2021-11-13|48170.0|0|47969.0|0|657.0|0|0.0|100
0|2021-11-14|48170.0|0|47969.0|0|657.0|0|0.0|100
0|2021-11-15|48170.0|0|47969.0|0|657.0|0|0.0|100
0|2021-11-16|48170.0|0|47969.0|0|657.0|0|0.0|100
0|2021-11-17|48170.0|0|47969.0|0|657.0|0|0.0|100
0|2021-11-18|48170.0|0|47969.0|0|657.0|0|0.0|100
0|2021-11-19|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-20|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-21|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-22|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-23|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-24|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-25|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-26|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-27|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-28|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-29|48233.0|0|48032.0|0|657.0|0|0.0|100
0|2021-11-30|48292.0|0|48091.0|0|657.0|0|0.0|100
0|2021-12-01|48292.0|0|48091.0|0|657.0|0|0.0|100
0|2021-12-02|48292.0|0|48091.0|0|657.0|0|0.0|100
0|2021-12-03|48403.0|0|48202.0|0|657.0|0|0.0|100
0|2021-12-04|48403.0|0|48202.0|0|657.0|0|0.0|100
0|2021-12-05|48403.0|0|48202.0|0|657.0|0|0.0|100
0|2021-12-06|48403.0|0|48202.0|0|657.0|0|0.0|100
0|2021-12-07|48403.0|0|48202.0|0|657.0|0|0.0|100
0|2021-12-08|48403.0|0|48202.0|0|657.0|0|0.0|100
0|2021-12-09|48403.0|0|48202.0|0|657.0|0|0.0|100
0|2021-12-10|48518.0|0|48317.0|0|657.0|0|0.0|100
0|2021-12-11|48518.0|0|48317.0|0|657.0|0|0.0|100
0|2021-12-12|48518.0|0|48317.0|0|657.0|0|0.0|100
0|2021-12-13|48518.0|0|48317.0|0|657.0|0|0.0|100
0|2021-12-14|48518.0|0|48317.0|0|657.0|0|0.0|100
0|2021-12-15|48518.0|0|48317.0|0|657.0|0|0.0|100
0|2021-12-16|48518.0|0|48317.0|0|657.0|0|0.0|100
0|2021-12-17|48686.0|0|48485.0|0|657.0|0|0.0|100
0|2021-12-18|48686.0|0|48485.0|0|657.0|0|0.0|100
0|2021-12-19|48686.0|0|48485.0|0|657.0|0|0.0|100
0|2021-12-20|48686.0|0|48485.0|0|657.0|0|0.0|100
0|2021-12-21|48686.0|0|48485.0|0|657.0|0|0.0|100
0|2021-12-22|48686.0|0|48485.0|0|657.0|0|0.0|100
0|2021-12-23|48686.0|0|48485.0|0|657.0|0|0.0|100
0|2021-12-24|48686.0|0|49332.0|0|657.0|0|0.0|100
0|2021-12-25|49533.0|0|49332.0|0|657.0|0|0.0|100
0|2021-12-26|49533.0|0|49332.0|0|657.0|0|0.0|100
0|2021-12-27|49533.0|0|49332.0|0|657.0|0|0.0|100
0|2021-12-28|49533.0|0|49332.0|0|657.0|0|0.0|100
0|2021-12-29|49533.0|0|49332.0|0|657.0|0|0.0|100
0|2021-12-30|49533.0|0|49332.0|0|657.0|0|0.0|100
0|2021-12-31|52336.0|0|52135.0|0|657.0|0|0.0|100
0|2022-01-01|52336.0|0|52135.0|0|657.0|0|0.0|100
0|2022-01-02|52336.0|0|52135.0|0|657.0|0|0.0|100
0|2022-01-03|52336.0|0|52135.0|0|657.0|0|0.0|100
0|2022-01-04|52336.0|0|52135.0|0|657.0|0|0.0|100
0|2022-01-05|52336.0|0|52135.0|0|657.0|0|0.0|100
0|2022-01-06|52336.0|0|52135.0|0|657.0|0|0.0|100
0|2022-01-07|57101.0|0|56900.0|0|657.0|0|0.0|100
0|2022-01-08|57101.0|0|56900.0|0|657.0|0|0.0|100
0|2022-01-09|57101.0|0|56900.0|0|657.0|0|0.0|100
0|2022-01-10|57101.0|0|56900.0|0|657.0|0|0.0|100
0|2022-01-11|57101.0|0|56900.0|0|657.0|0|0.0|100
0|2022-01-12|57101.0|0|56900.0|0|1047.0|0|0.0|100
0|2022-01-13|57101.0|0|56900.0|0|1047.0|0|0.0|100
0|2022-01-14|57101.0|0|62521.0|0|1047.0|0|0.0|100
0|2022-01-15|62722.0|0|62521.0|0|1047.0|0|0.0|100
0|2022-01-16|62722.0|0|62521.0|0|1047.0|0|0.0|100
0|2022-01-17|62722.0|0|0.0|100|1047.0|0|0.0|100
