|dates|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedCases.data|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedCases.missing|GrandTraverse_Michigan_UnitedStates.NYT_ConfirmedCases.data|GrandTraverse_Michigan_UnitedStates.NYT_ConfirmedCases.missing|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|9338.0|0|9338.0|0|121.0|0|0.0|100
0|2021-11-08|9463.0|0|9463.0|0|121.0|0|0.0|100
0|2021-11-09|9463.0|0|9463.0|0|121.0|0|0.0|100
0|2021-11-10|9463.0|0|9562.0|0|121.0|0|0.0|100
0|2021-11-11|9562.0|0|9562.0|0|121.0|0|0.0|100
0|2021-11-12|9716.0|0|9716.0|0|122.0|0|0.0|100
0|2021-11-13|9716.0|0|9716.0|0|122.0|0|0.0|100
0|2021-11-14|9716.0|0|9716.0|0|122.0|0|0.0|100
0|2021-11-15|9908.0|0|9908.0|0|122.0|0|0.0|100
0|2021-11-16|9908.0|0|9908.0|0|122.0|0|0.0|100
0|2021-11-17|10103.0|0|10103.0|0|123.0|0|0.0|100
0|2021-11-18|10103.0|0|10103.0|0|123.0|0|0.0|100
0|2021-11-19|10301.0|0|10301.0|0|124.0|0|0.0|100
0|2021-11-20|10301.0|0|10301.0|0|124.0|0|0.0|100
0|2021-11-21|10301.0|0|10301.0|0|124.0|0|0.0|100
0|2021-11-22|10498.0|0|10498.0|0|124.0|0|0.0|100
0|2021-11-23|10498.0|0|10498.0|0|124.0|0|0.0|100
0|2021-11-24|10658.0|0|10658.0|0|133.0|0|0.0|100
0|2021-11-25|10658.0|0|10658.0|0|133.0|0|0.0|100
0|2021-11-26|10658.0|0|10658.0|0|133.0|0|0.0|100
0|2021-11-27|10658.0|0|10658.0|0|133.0|0|0.0|100
0|2021-11-28|10658.0|0|10658.0|0|133.0|0|0.0|100
0|2021-11-29|10849.0|0|10849.0|0|134.0|0|0.0|100
0|2021-11-30|10849.0|0|10849.0|0|134.0|0|0.0|100
0|2021-12-01|11042.0|0|11042.0|0|145.0|0|0.0|100
0|2021-12-02|11042.0|0|11042.0|0|145.0|0|0.0|100
0|2021-12-03|11194.0|0|11194.0|0|148.0|0|0.0|100
0|2021-12-04|11194.0|0|11194.0|0|148.0|0|0.0|100
0|2021-12-05|11194.0|0|11194.0|0|148.0|0|0.0|100
0|2021-12-06|11321.0|0|11321.0|0|151.0|0|0.0|100
0|2021-12-07|11321.0|0|11321.0|0|151.0|0|0.0|100
0|2021-12-08|11434.0|0|11434.0|0|154.0|0|0.0|100
0|2021-12-09|11434.0|0|11434.0|0|154.0|0|0.0|100
0|2021-12-10|11553.0|0|11553.0|0|156.0|0|0.0|100
0|2021-12-11|11553.0|0|11553.0|0|156.0|0|0.0|100
0|2021-12-12|11553.0|0|11553.0|0|156.0|0|0.0|100
0|2021-12-13|11669.0|0|11669.0|0|161.0|0|0.0|100
0|2021-12-14|11669.0|0|11669.0|0|161.0|0|0.0|100
0|2021-12-15|11758.0|0|11758.0|0|165.0|0|0.0|100
0|2021-12-16|11758.0|0|11758.0|0|165.0|0|0.0|100
0|2021-12-17|11857.0|0|11857.0|0|166.0|0|0.0|100
0|2021-12-18|11857.0|0|11857.0|0|166.0|0|0.0|100
0|2021-12-19|11857.0|0|11857.0|0|166.0|0|0.0|100
0|2021-12-20|11927.0|0|11927.0|0|171.0|0|0.0|100
0|2021-12-21|11927.0|0|11927.0|0|171.0|0|0.0|100
0|2021-12-22|12008.0|0|12008.0|0|172.0|0|0.0|100
0|2021-12-23|12008.0|0|12008.0|0|172.0|0|0.0|100
0|2021-12-24|12008.0|0|12008.0|0|172.0|0|0.0|100
0|2021-12-25|12008.0|0|12008.0|0|172.0|0|0.0|100
0|2021-12-26|12008.0|0|12008.0|0|172.0|0|0.0|100
0|2021-12-27|12167.0|0|12167.0|0|173.0|0|0.0|100
0|2021-12-28|12167.0|0|12167.0|0|173.0|0|0.0|100
0|2021-12-29|12257.0|0|12257.0|0|180.0|0|0.0|100
0|2021-12-30|12257.0|0|12257.0|0|180.0|0|0.0|100
0|2021-12-31|12257.0|0|12257.0|0|180.0|0|0.0|100
0|2022-01-01|12257.0|0|12257.0|0|180.0|0|0.0|100
0|2022-01-02|12257.0|0|12257.0|0|180.0|0|0.0|100
0|2022-01-03|12511.0|0|12511.0|0|182.0|0|0.0|100
0|2022-01-04|12511.0|0|12511.0|0|182.0|0|0.0|100
0|2022-01-05|12702.0|0|12702.0|0|185.0|0|0.0|100
0|2022-01-06|12702.0|0|12702.0|0|185.0|0|0.0|100
0|2022-01-07|12991.0|0|12991.0|0|186.0|0|0.0|100
0|2022-01-08|12991.0|0|12991.0|0|186.0|0|0.0|100
0|2022-01-09|12991.0|0|12991.0|0|186.0|0|0.0|100
0|2022-01-10|13249.0|0|13249.0|0|186.0|0|0.0|100
0|2022-01-11|13249.0|0|13249.0|0|186.0|0|0.0|100
0|2022-01-12|13554.0|0|13554.0|0|188.0|0|0.0|100
0|2022-01-13|13554.0|0|13554.0|0|188.0|0|0.0|100
0|2022-01-14|13847.0|0|13847.0|0|190.0|0|0.0|100
0|2022-01-15|13847.0|0|13847.0|0|190.0|0|0.0|100
0|2022-01-16|13847.0|0|13847.0|0|190.0|0|0.0|100
0|2022-01-17|13847.0|0|0.0|100|190.0|0|0.0|100
