|dates|Arenac_Michigan_UnitedStates.JHU_ConfirmedCases.data|Arenac_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Arenac_Michigan_UnitedStates.NYT_ConfirmedCases.data|Arenac_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Arenac_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Arenac_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Arenac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Arenac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1671.0|0|1671.0|0|33.0|0|0.0|100
0|2021-10-18|1725.0|0|1725.0|0|33.0|0|0.0|100
0|2021-10-19|1725.0|0|1725.0|0|33.0|0|0.0|100
0|2021-10-20|1747.0|0|1747.0|0|33.0|0|0.0|100
0|2021-10-21|1747.0|0|1747.0|0|33.0|0|0.0|100
0|2021-10-22|1774.0|0|1774.0|0|33.0|0|0.0|100
0|2021-10-23|1774.0|0|1774.0|0|33.0|0|0.0|100
0|2021-10-24|1774.0|0|1774.0|0|33.0|0|0.0|100
0|2021-10-25|1793.0|0|1793.0|0|33.0|0|0.0|100
0|2021-10-26|1793.0|0|1793.0|0|33.0|0|0.0|100
0|2021-10-27|1809.0|0|1809.0|0|34.0|0|0.0|100
0|2021-10-28|1809.0|0|1809.0|0|34.0|0|0.0|100
0|2021-10-29|1831.0|0|1831.0|0|34.0|0|0.0|100
0|2021-10-30|1831.0|0|1831.0|0|34.0|0|0.0|100
0|2021-10-31|1831.0|0|1831.0|0|34.0|0|0.0|100
0|2021-11-01|1847.0|0|1847.0|0|35.0|0|0.0|100
0|2021-11-02|1847.0|0|1847.0|0|35.0|0|0.0|100
0|2021-11-03|1865.0|0|1865.0|0|36.0|0|0.0|100
0|2021-11-04|1865.0|0|1865.0|0|36.0|0|0.0|100
0|2021-11-05|1886.0|0|1886.0|0|36.0|0|0.0|100
0|2021-11-06|1886.0|0|1886.0|0|36.0|0|0.0|100
0|2021-11-07|1886.0|0|1886.0|0|36.0|0|0.0|100
0|2021-11-08|1903.0|0|1903.0|0|37.0|0|0.0|100
0|2021-11-09|1903.0|0|1903.0|0|37.0|0|0.0|100
0|2021-11-10|1903.0|0|1918.0|0|37.0|0|0.0|100
0|2021-11-11|1918.0|0|1918.0|0|38.0|0|0.0|100
0|2021-11-12|1934.0|0|1934.0|0|38.0|0|0.0|100
0|2021-11-13|1934.0|0|1934.0|0|38.0|0|0.0|100
0|2021-11-14|1934.0|0|1934.0|0|38.0|0|0.0|100
0|2021-11-15|1978.0|0|1978.0|0|38.0|0|0.0|100
0|2021-11-16|1978.0|0|1978.0|0|38.0|0|0.0|100
0|2021-11-17|1998.0|0|1998.0|0|41.0|0|0.0|100
0|2021-11-18|1998.0|0|1998.0|0|41.0|0|0.0|100
0|2021-11-19|2025.0|0|2025.0|0|41.0|0|0.0|100
0|2021-11-20|2025.0|0|2025.0|0|41.0|0|0.0|100
0|2021-11-21|2025.0|0|2025.0|0|41.0|0|0.0|100
0|2021-11-22|2040.0|0|2040.0|0|42.0|0|0.0|100
0|2021-11-23|2040.0|0|2040.0|0|42.0|0|0.0|100
0|2021-11-24|2060.0|0|2060.0|0|44.0|0|0.0|100
0|2021-11-25|2060.0|0|2060.0|0|44.0|0|0.0|100
0|2021-11-26|2060.0|0|2060.0|0|44.0|0|0.0|100
0|2021-11-27|2060.0|0|2060.0|0|44.0|0|0.0|100
0|2021-11-28|2060.0|0|2060.0|0|44.0|0|0.0|100
0|2021-11-29|2097.0|0|2097.0|0|44.0|0|0.0|100
0|2021-11-30|2097.0|0|2097.0|0|44.0|0|0.0|100
0|2021-12-01|2122.0|0|2122.0|0|44.0|0|0.0|100
0|2021-12-02|2122.0|0|2122.0|0|44.0|0|0.0|100
0|2021-12-03|2146.0|0|2146.0|0|45.0|0|0.0|100
0|2021-12-04|2146.0|0|2146.0|0|45.0|0|0.0|100
0|2021-12-05|2146.0|0|2146.0|0|45.0|0|0.0|100
0|2021-12-06|2170.0|0|2170.0|0|45.0|0|0.0|100
0|2021-12-07|2170.0|0|2170.0|0|45.0|0|0.0|100
0|2021-12-08|2201.0|0|2201.0|0|47.0|0|0.0|100
0|2021-12-09|2201.0|0|2201.0|0|47.0|0|0.0|100
0|2021-12-10|2223.0|0|2223.0|0|49.0|0|0.0|100
0|2021-12-11|2223.0|0|2223.0|0|49.0|0|0.0|100
