|dates|Lee_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lee_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Lee_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Lee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|15814.0|0|15814.0|0|238.0|0|0.0|100
0|2021-11-08|15849.0|0|15849.0|0|238.0|0|0.0|100
0|2021-11-09|15877.0|0|15877.0|0|238.0|0|0.0|100
0|2021-11-10|15877.0|0|15910.0|0|238.0|0|0.0|100
0|2021-11-11|15910.0|0|15910.0|0|238.0|0|0.0|100
0|2021-11-12|15960.0|0|15960.0|0|238.0|0|0.0|100
0|2021-11-13|15960.0|0|15960.0|0|238.0|0|0.0|100
0|2021-11-14|15960.0|0|15960.0|0|238.0|0|0.0|100
0|2021-11-15|16012.0|0|16012.0|0|239.0|0|0.0|100
0|2021-11-16|16051.0|0|16051.0|0|240.0|0|0.0|100
0|2021-11-17|16074.0|0|16074.0|0|240.0|0|0.0|100
0|2021-11-18|16101.0|0|16101.0|0|240.0|0|0.0|100
0|2021-11-19|16125.0|0|16125.0|0|240.0|0|0.0|100
0|2021-11-20|16125.0|0|16125.0|0|240.0|0|0.0|100
0|2021-11-21|16125.0|0|16125.0|0|240.0|0|0.0|100
0|2021-11-22|16187.0|0|16187.0|0|240.0|0|0.0|100
0|2021-11-23|16208.0|0|16208.0|0|242.0|0|0.0|100
0|2021-11-24|16238.0|0|16238.0|0|242.0|0|0.0|100
0|2021-11-25|16238.0|0|16238.0|0|242.0|0|0.0|100
0|2021-11-26|16238.0|0|16238.0|0|242.0|0|0.0|100
0|2021-11-27|16238.0|0|16238.0|0|242.0|0|0.0|100
0|2021-11-28|16238.0|0|16238.0|0|242.0|0|0.0|100
0|2021-11-29|16337.0|0|16337.0|0|242.0|0|0.0|100
0|2021-11-30|16366.0|0|16366.0|0|245.0|0|0.0|100
0|2021-12-01|16410.0|0|16410.0|0|245.0|0|0.0|100
0|2021-12-02|16410.0|0|16439.0|0|245.0|0|0.0|100
0|2021-12-03|16455.0|0|16455.0|0|245.0|0|0.0|100
0|2021-12-04|16455.0|0|16455.0|0|245.0|0|0.0|100
0|2021-12-05|16455.0|0|16455.0|0|245.0|0|0.0|100
0|2021-12-06|16523.0|0|16523.0|0|245.0|0|0.0|100
0|2021-12-07|16564.0|0|16564.0|0|245.0|0|0.0|100
0|2021-12-08|16631.0|0|16631.0|0|245.0|0|0.0|100
0|2021-12-09|16665.0|0|16665.0|0|245.0|0|0.0|100
0|2021-12-10|16698.0|0|16698.0|0|245.0|0|0.0|100
0|2021-12-11|16698.0|0|16698.0|0|245.0|0|0.0|100
0|2021-12-12|16698.0|0|16698.0|0|245.0|0|0.0|100
0|2021-12-13|16754.0|0|16754.0|0|245.0|0|0.0|100
0|2021-12-14|16754.0|0|16778.0|0|245.0|0|0.0|100
0|2021-12-15|16815.0|0|16815.0|0|246.0|0|0.0|100
0|2021-12-16|16864.0|0|16864.0|0|247.0|0|0.0|100
0|2021-12-17|16905.0|0|16905.0|0|247.0|0|0.0|100
0|2021-12-18|16905.0|0|16905.0|0|247.0|0|0.0|100
0|2021-12-19|16905.0|0|16905.0|0|247.0|0|0.0|100
0|2021-12-20|16991.0|0|16991.0|0|247.0|0|0.0|100
0|2021-12-21|17031.0|0|17031.0|0|248.0|0|0.0|100
0|2021-12-22|17067.0|0|17067.0|0|248.0|0|0.0|100
0|2021-12-23|17067.0|0|17067.0|0|248.0|0|0.0|100
0|2021-12-24|17067.0|0|17067.0|0|248.0|0|0.0|100
0|2021-12-25|17067.0|0|17067.0|0|248.0|0|0.0|100
0|2021-12-26|17067.0|0|17067.0|0|248.0|0|0.0|100
0|2021-12-27|17366.0|0|17366.0|0|248.0|0|0.0|100
0|2021-12-28|17506.0|0|17506.0|0|248.0|0|0.0|100
0|2021-12-29|17660.0|0|17660.0|0|248.0|0|0.0|100
0|2021-12-30|17850.0|0|17850.0|0|248.0|0|0.0|100
0|2021-12-31|17850.0|0|17850.0|0|248.0|0|0.0|100
0|2022-01-01|17850.0|0|17850.0|0|248.0|0|0.0|100
0|2022-01-02|17850.0|0|17850.0|0|248.0|0|0.0|100
0|2022-01-03|18478.0|0|18478.0|0|248.0|0|0.0|100
0|2022-01-04|18696.0|0|18696.0|0|249.0|0|0.0|100
0|2022-01-05|18945.0|0|18945.0|0|249.0|0|0.0|100
0|2022-01-06|19251.0|0|19251.0|0|249.0|0|0.0|100
0|2022-01-07|19504.0|0|19504.0|0|252.0|0|0.0|100
0|2022-01-08|19504.0|0|19504.0|0|252.0|0|0.0|100
0|2022-01-09|19504.0|0|19504.0|0|252.0|0|0.0|100
0|2022-01-10|19504.0|0|19774.0|0|252.0|0|0.0|100
0|2022-01-11|20345.0|0|20345.0|0|253.0|0|0.0|100
0|2022-01-12|20345.0|0|20517.0|0|253.0|0|0.0|100
0|2022-01-13|20345.0|0|21058.0|0|253.0|0|0.0|100
0|2022-01-14|21493.0|0|21493.0|0|255.0|0|0.0|100
0|2022-01-15|21493.0|0|21493.0|0|255.0|0|0.0|100
0|2022-01-16|21493.0|0|21493.0|0|255.0|0|0.0|100
0|2022-01-17|21493.0|0|0.0|100|255.0|0|0.0|100
