|dates|St.Louis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Louis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Louis_Missouri_UnitedStates.Male_Total_Population.data|St.Louis_Missouri_UnitedStates.Male_Total_Population.missing|St.Louis_Missouri_UnitedStates.Female_Total_Population.data|St.Louis_Missouri_UnitedStates.Female_Total_Population.missing|St.Louis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|St.Louis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-18|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-19|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-20|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-21|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-22|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-23|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-24|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-25|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-26|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-27|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-28|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-29|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-30|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-10-31|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-01|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-02|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-03|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-04|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-05|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-06|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-07|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-08|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-09|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-10|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-11|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-12|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-13|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-14|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-15|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-16|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-17|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-18|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-19|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-20|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-21|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-22|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-23|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-24|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-25|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-26|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-27|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-28|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-29|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-11-30|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-01|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-02|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-03|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-04|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-05|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-06|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-07|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-08|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-09|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-10|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-11|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-12|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-13|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-14|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-15|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-16|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-17|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-18|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-19|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-20|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-21|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-22|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-23|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-24|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-25|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-26|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-27|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-28|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-29|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-30|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2021-12-31|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-01|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-02|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-03|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-04|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-05|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-06|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-07|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-08|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-09|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-10|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-11|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-12|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-13|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-14|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-15|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-16|41490.0|0|146552.0|0|156286.0|0|57526.0|0
0|2022-01-17|41490.0|0|146552.0|0|156286.0|0|57526.0|0
