|dates|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Northampton_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Northampton_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|2666.0|0|2666.0|0|66.0|0|0.0|100
0|2021-12-19|2666.0|0|2666.0|0|66.0|0|0.0|100
0|2021-12-20|2683.0|0|2683.0|0|66.0|0|0.0|100
0|2021-12-21|2684.0|0|2684.0|0|66.0|0|0.0|100
0|2021-12-22|2687.0|0|2687.0|0|66.0|0|0.0|100
0|2021-12-23|2687.0|0|2687.0|0|66.0|0|0.0|100
0|2021-12-24|2687.0|0|2687.0|0|66.0|0|0.0|100
0|2021-12-25|2687.0|0|2687.0|0|66.0|0|0.0|100
0|2021-12-26|2687.0|0|2687.0|0|66.0|0|0.0|100
0|2021-12-27|2687.0|0|2687.0|0|66.0|0|0.0|100
0|2021-12-28|2720.0|0|2720.0|0|66.0|0|0.0|100
0|2021-12-29|2722.0|0|2722.0|0|66.0|0|0.0|100
0|2021-12-30|2759.0|0|2759.0|0|66.0|0|0.0|100
0|2021-12-31|2759.0|0|2793.0|0|66.0|0|0.0|100
0|2022-01-01|2759.0|0|2793.0|0|66.0|0|0.0|100
0|2022-01-02|2759.0|0|2793.0|0|66.0|0|0.0|100
0|2022-01-03|2898.0|0|2898.0|0|66.0|0|0.0|100
0|2022-01-04|2921.0|0|2921.0|0|66.0|0|0.0|100
0|2022-01-05|2987.0|0|2987.0|0|66.0|0|0.0|100
0|2022-01-06|3040.0|0|3040.0|0|66.0|0|0.0|100
0|2022-01-07|3098.0|0|3098.0|0|66.0|0|0.0|100
0|2022-01-08|3098.0|0|3098.0|0|66.0|0|0.0|100
0|2022-01-09|3098.0|0|3098.0|0|66.0|0|0.0|100
0|2022-01-10|3263.0|0|3263.0|0|66.0|0|0.0|100
0|2022-01-11|3314.0|0|3314.0|0|66.0|0|0.0|100
0|2022-01-12|3357.0|0|3357.0|0|66.0|0|0.0|100
0|2022-01-13|3357.0|0|3419.0|0|66.0|0|0.0|100
0|2022-01-14|3481.0|0|3481.0|0|66.0|0|0.0|100
0|2022-01-15|3481.0|0|3481.0|0|66.0|0|0.0|100
0|2022-01-16|3481.0|0|3481.0|0|66.0|0|0.0|100
0|2022-01-17|3481.0|0|0.0|100|66.0|0|0.0|100
