|dates|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Northampton_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Northampton_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2563.0|0|2563.0|0|62.0|0|0.0|100
0|2021-10-18|2577.0|0|2577.0|0|62.0|0|0.0|100
0|2021-10-19|2581.0|0|2581.0|0|62.0|0|0.0|100
0|2021-10-20|2584.0|0|2584.0|0|62.0|0|0.0|100
0|2021-10-21|2585.0|0|2585.0|0|64.0|0|0.0|100
0|2021-10-22|2589.0|0|2589.0|0|64.0|0|0.0|100
0|2021-10-23|2589.0|0|2589.0|0|64.0|0|0.0|100
0|2021-10-24|2589.0|0|2589.0|0|64.0|0|0.0|100
0|2021-10-25|2601.0|0|2601.0|0|65.0|0|0.0|100
0|2021-10-26|2601.0|0|2601.0|0|65.0|0|0.0|100
0|2021-10-27|2599.0|0|2599.0|0|65.0|0|0.0|100
0|2021-10-28|2601.0|0|2601.0|0|65.0|0|0.0|100
0|2021-10-29|2599.0|0|2599.0|0|65.0|0|0.0|100
0|2021-10-30|2599.0|0|2599.0|0|65.0|0|0.0|100
0|2021-10-31|2599.0|0|2599.0|0|65.0|0|0.0|100
0|2021-11-01|2606.0|0|2606.0|0|65.0|0|0.0|100
0|2021-11-02|2606.0|0|2606.0|0|65.0|0|0.0|100
0|2021-11-03|2607.0|0|2607.0|0|65.0|0|0.0|100
0|2021-11-04|2608.0|0|2608.0|0|65.0|0|0.0|100
0|2021-11-05|2609.0|0|2609.0|0|65.0|0|0.0|100
0|2021-11-06|2609.0|0|2609.0|0|65.0|0|0.0|100
0|2021-11-07|2609.0|0|2609.0|0|65.0|0|0.0|100
0|2021-11-08|2611.0|0|2611.0|0|65.0|0|0.0|100
0|2021-11-09|2612.0|0|2612.0|0|65.0|0|0.0|100
0|2021-11-10|2612.0|0|2615.0|0|65.0|0|0.0|100
0|2021-11-11|2615.0|0|2615.0|0|66.0|0|0.0|100
0|2021-11-12|2616.0|0|2616.0|0|66.0|0|0.0|100
0|2021-11-13|2616.0|0|2616.0|0|66.0|0|0.0|100
0|2021-11-14|2616.0|0|2616.0|0|66.0|0|0.0|100
0|2021-11-15|2618.0|0|2618.0|0|66.0|0|0.0|100
0|2021-11-16|2618.0|0|2618.0|0|66.0|0|0.0|100
0|2021-11-17|2620.0|0|2620.0|0|66.0|0|0.0|100
0|2021-11-18|2622.0|0|2622.0|0|66.0|0|0.0|100
0|2021-11-19|2623.0|0|2623.0|0|66.0|0|0.0|100
0|2021-11-20|2623.0|0|2623.0|0|66.0|0|0.0|100
0|2021-11-21|2623.0|0|2623.0|0|66.0|0|0.0|100
0|2021-11-22|2623.0|0|2623.0|0|66.0|0|0.0|100
0|2021-11-23|2625.0|0|2625.0|0|66.0|0|0.0|100
0|2021-11-24|2629.0|0|2629.0|0|66.0|0|0.0|100
0|2021-11-25|2629.0|0|2629.0|0|66.0|0|0.0|100
0|2021-11-26|2629.0|0|2629.0|0|66.0|0|0.0|100
0|2021-11-27|2629.0|0|2629.0|0|66.0|0|0.0|100
0|2021-11-28|2629.0|0|2629.0|0|66.0|0|0.0|100
0|2021-11-29|2631.0|0|2631.0|0|66.0|0|0.0|100
0|2021-11-30|2631.0|0|2631.0|0|66.0|0|0.0|100
0|2021-12-01|2635.0|0|2635.0|0|66.0|0|0.0|100
0|2021-12-02|2639.0|0|2639.0|0|66.0|0|0.0|100
0|2021-12-03|2639.0|0|2641.0|0|66.0|0|0.0|100
0|2021-12-04|2641.0|0|2641.0|0|66.0|0|0.0|100
0|2021-12-05|2641.0|0|2641.0|0|66.0|0|0.0|100
0|2021-12-06|2643.0|0|2643.0|0|66.0|0|0.0|100
0|2021-12-07|2643.0|0|2643.0|0|66.0|0|0.0|100
0|2021-12-08|2649.0|0|2649.0|0|66.0|0|0.0|100
0|2021-12-09|2651.0|0|2651.0|0|66.0|0|0.0|100
0|2021-12-10|2656.0|0|2656.0|0|66.0|0|0.0|100
0|2021-12-11|2656.0|0|2656.0|0|66.0|0|0.0|100
0|2021-12-12|2656.0|0|2656.0|0|66.0|0|0.0|100
0|2021-12-13|2658.0|0|2658.0|0|66.0|0|0.0|100
0|2021-12-14|2658.0|0|2659.0|0|66.0|0|0.0|100
0|2021-12-15|2662.0|0|2662.0|0|66.0|0|0.0|100
0|2021-12-16|2664.0|0|2664.0|0|66.0|0|0.0|100
0|2021-12-17|2666.0|0|2666.0|0|66.0|0|0.0|100
