|dates|Lyon_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Lyon_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Lyon_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Lyon_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|5220.0|0|5220.0|0|61.0|0|0.0|100
0|2021-11-30|5272.0|0|5272.0|0|61.0|0|0.0|100
0|2021-12-01|5284.0|0|5284.0|0|61.0|0|0.0|100
0|2021-12-02|5284.0|0|5309.0|0|61.0|0|0.0|100
0|2021-12-03|5329.0|0|5329.0|0|61.0|0|0.0|100
0|2021-12-04|5329.0|0|5329.0|0|61.0|0|0.0|100
0|2021-12-05|5329.0|0|5329.0|0|61.0|0|0.0|100
0|2021-12-06|5368.0|0|5368.0|0|62.0|0|0.0|100
0|2021-12-07|5392.0|0|5392.0|0|62.0|0|0.0|100
0|2021-12-08|5402.0|0|5402.0|0|63.0|0|0.0|100
0|2021-12-09|5410.0|0|5410.0|0|63.0|0|0.0|100
0|2021-12-10|5429.0|0|5429.0|0|63.0|0|0.0|100
0|2021-12-11|5429.0|0|5429.0|0|63.0|0|0.0|100
0|2021-12-12|5429.0|0|5429.0|0|63.0|0|0.0|100
0|2021-12-13|5443.0|0|5443.0|0|63.0|0|0.0|100
0|2021-12-14|5443.0|0|5468.0|0|63.0|0|0.0|100
0|2021-12-15|5474.0|0|5474.0|0|63.0|0|0.0|100
0|2021-12-16|5489.0|0|5489.0|0|63.0|0|0.0|100
0|2021-12-17|5503.0|0|5503.0|0|64.0|0|0.0|100
0|2021-12-18|5503.0|0|5503.0|0|64.0|0|0.0|100
0|2021-12-19|5503.0|0|5503.0|0|64.0|0|0.0|100
0|2021-12-20|5513.0|0|5513.0|0|64.0|0|0.0|100
0|2021-12-21|5525.0|0|5525.0|0|64.0|0|0.0|100
0|2021-12-22|5535.0|0|5535.0|0|64.0|0|0.0|100
0|2021-12-23|5550.0|0|5550.0|0|66.0|0|0.0|100
0|2021-12-24|5550.0|0|5550.0|0|66.0|0|0.0|100
0|2021-12-25|5550.0|0|5550.0|0|66.0|0|0.0|100
0|2021-12-26|5550.0|0|5550.0|0|66.0|0|0.0|100
0|2021-12-27|5567.0|0|5567.0|0|66.0|0|0.0|100
0|2021-12-28|5578.0|0|5578.0|0|66.0|0|0.0|100
0|2021-12-29|5593.0|0|5593.0|0|66.0|0|0.0|100
0|2021-12-30|5621.0|0|5621.0|0|66.0|0|0.0|100
0|2021-12-31|5621.0|0|5621.0|0|66.0|0|0.0|100
0|2022-01-01|5621.0|0|5621.0|0|66.0|0|0.0|100
0|2022-01-02|5621.0|0|5621.0|0|66.0|0|0.0|100
0|2022-01-03|5651.0|0|5651.0|0|66.0|0|0.0|100
0|2022-01-04|5725.0|0|5725.0|0|67.0|0|0.0|100
0|2022-01-05|5752.0|0|5752.0|0|67.0|0|0.0|100
0|2022-01-06|5767.0|0|5767.0|0|67.0|0|0.0|100
0|2022-01-07|5777.0|0|5777.0|0|67.0|0|0.0|100
0|2022-01-08|5777.0|0|5777.0|0|67.0|0|0.0|100
0|2022-01-09|5777.0|0|5777.0|0|67.0|0|0.0|100
0|2022-01-10|5808.0|0|5808.0|0|68.0|0|0.0|100
0|2022-01-11|5906.0|0|5906.0|0|68.0|0|0.0|100
0|2022-01-12|5937.0|0|5937.0|0|68.0|0|0.0|100
0|2022-01-13|5937.0|0|5971.0|0|68.0|0|0.0|100
0|2022-01-14|5990.0|0|5990.0|0|68.0|0|0.0|100
0|2022-01-15|5990.0|0|5990.0|0|68.0|0|0.0|100
0|2022-01-16|5990.0|0|5990.0|0|68.0|0|0.0|100
0|2022-01-17|5990.0|0|0.0|100|68.0|0|0.0|100
