|dates|Curry_Oregon_UnitedStates.JHU_ConfirmedCases.data|Curry_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Curry_Oregon_UnitedStates.NYT_ConfirmedCases.data|Curry_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Curry_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Curry_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Curry_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Curry_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|1860.0|0|1860.0|0|32.0|0|0.0|100
0|2021-11-13|1860.0|0|1860.0|0|32.0|0|0.0|100
0|2021-11-14|1860.0|0|1860.0|0|32.0|0|0.0|100
0|2021-11-15|1872.0|0|1872.0|0|33.0|0|0.0|100
0|2021-11-16|1873.0|0|1873.0|0|33.0|0|0.0|100
0|2021-11-17|1877.0|0|1877.0|0|33.0|0|0.0|100
0|2021-11-18|1883.0|0|1883.0|0|35.0|0|0.0|100
0|2021-11-19|1884.0|0|1884.0|0|35.0|0|0.0|100
0|2021-11-20|1884.0|0|1884.0|0|35.0|0|0.0|100
0|2021-11-21|1884.0|0|1884.0|0|35.0|0|0.0|100
0|2021-11-22|1888.0|0|1888.0|0|35.0|0|0.0|100
0|2021-11-23|1894.0|0|1894.0|0|35.0|0|0.0|100
0|2021-11-24|1901.0|0|1901.0|0|36.0|0|0.0|100
0|2021-11-25|1901.0|0|1901.0|0|36.0|0|0.0|100
0|2021-11-26|1901.0|0|1901.0|0|36.0|0|0.0|100
0|2021-11-27|1901.0|0|1901.0|0|36.0|0|0.0|100
0|2021-11-28|1901.0|0|1901.0|0|36.0|0|0.0|100
0|2021-11-29|1910.0|0|1910.0|0|39.0|0|0.0|100
0|2021-11-30|1919.0|0|1919.0|0|39.0|0|0.0|100
0|2021-12-01|1924.0|0|1924.0|0|39.0|0|0.0|100
0|2021-12-02|1931.0|0|1931.0|0|39.0|0|0.0|100
0|2021-12-03|1939.0|0|1939.0|0|39.0|0|0.0|100
0|2021-12-04|1939.0|0|1939.0|0|39.0|0|0.0|100
0|2021-12-05|1939.0|0|1939.0|0|39.0|0|0.0|100
0|2021-12-06|1942.0|0|1942.0|0|39.0|0|0.0|100
0|2021-12-07|1946.0|0|1946.0|0|39.0|0|0.0|100
0|2021-12-08|1946.0|0|1946.0|0|39.0|0|0.0|100
0|2021-12-09|1946.0|0|1946.0|0|39.0|0|0.0|100
0|2021-12-10|1947.0|0|1947.0|0|39.0|0|0.0|100
0|2021-12-11|1947.0|0|1947.0|0|39.0|0|0.0|100
0|2021-12-12|1947.0|0|1947.0|0|39.0|0|0.0|100
0|2021-12-13|1949.0|0|1949.0|0|39.0|0|0.0|100
0|2021-12-14|1949.0|0|1954.0|0|39.0|0|0.0|100
0|2021-12-15|1961.0|0|1961.0|0|39.0|0|0.0|100
0|2021-12-16|1965.0|0|1965.0|0|39.0|0|0.0|100
0|2021-12-17|1966.0|0|1966.0|0|39.0|0|0.0|100
0|2021-12-18|1966.0|0|1966.0|0|39.0|0|0.0|100
0|2021-12-19|1966.0|0|1966.0|0|39.0|0|0.0|100
0|2021-12-20|1970.0|0|1970.0|0|39.0|0|0.0|100
0|2021-12-21|1974.0|0|1974.0|0|39.0|0|0.0|100
0|2021-12-22|1979.0|0|1979.0|0|40.0|0|0.0|100
0|2021-12-23|1982.0|0|1982.0|0|40.0|0|0.0|100
0|2021-12-24|1982.0|0|1982.0|0|40.0|0|0.0|100
0|2021-12-25|1982.0|0|1982.0|0|40.0|0|0.0|100
0|2021-12-26|1982.0|0|1982.0|0|40.0|0|0.0|100
0|2021-12-27|1983.0|0|1983.0|0|40.0|0|0.0|100
0|2021-12-28|1992.0|0|1992.0|0|40.0|0|0.0|100
0|2021-12-29|1995.0|0|1995.0|0|40.0|0|0.0|100
0|2021-12-30|2006.0|0|2006.0|0|40.0|0|0.0|100
0|2021-12-31|2006.0|0|2006.0|0|40.0|0|0.0|100
0|2022-01-01|2006.0|0|2006.0|0|40.0|0|0.0|100
0|2022-01-02|2006.0|0|2006.0|0|40.0|0|0.0|100
0|2022-01-03|2032.0|0|2032.0|0|40.0|0|0.0|100
0|2022-01-04|2036.0|0|2036.0|0|40.0|0|0.0|100
0|2022-01-05|2041.0|0|2041.0|0|40.0|0|0.0|100
0|2022-01-06|2083.0|0|2083.0|0|40.0|0|0.0|100
0|2022-01-07|2106.0|0|2106.0|0|40.0|0|0.0|100
0|2022-01-08|2106.0|0|2106.0|0|40.0|0|0.0|100
0|2022-01-09|2106.0|0|2106.0|0|40.0|0|0.0|100
0|2022-01-10|2197.0|0|2197.0|0|40.0|0|0.0|100
0|2022-01-11|2261.0|0|2261.0|0|40.0|0|0.0|100
0|2022-01-12|2292.0|0|2292.0|0|40.0|0|0.0|100
0|2022-01-13|2292.0|0|2314.0|0|40.0|0|0.0|100
0|2022-01-14|2370.0|0|2370.0|0|40.0|0|0.0|100
0|2022-01-15|2370.0|0|2370.0|0|40.0|0|0.0|100
0|2022-01-16|2370.0|0|2370.0|0|40.0|0|0.0|100
0|2022-01-17|2370.0|0|0.0|100|40.0|0|0.0|100
