|dates|Anderson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Anderson_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Anderson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Anderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|3835.0|0|3835.0|0|52.0|0|0.0|100
0|2021-12-06|3868.0|0|3868.0|0|52.0|0|0.0|100
0|2021-12-07|3875.0|0|3875.0|0|52.0|0|0.0|100
0|2021-12-08|3892.0|0|3892.0|0|53.0|0|0.0|100
0|2021-12-09|3908.0|0|3908.0|0|54.0|0|0.0|100
0|2021-12-10|3928.0|0|3928.0|0|54.0|0|0.0|100
0|2021-12-11|3928.0|0|3928.0|0|54.0|0|0.0|100
0|2021-12-12|3928.0|0|3928.0|0|54.0|0|0.0|100
0|2021-12-13|3956.0|0|3956.0|0|56.0|0|0.0|100
0|2021-12-14|3956.0|0|3959.0|0|56.0|0|0.0|100
0|2021-12-15|3974.0|0|3974.0|0|56.0|0|0.0|100
0|2021-12-16|3991.0|0|3991.0|0|56.0|0|0.0|100
0|2021-12-17|3998.0|0|3998.0|0|56.0|0|0.0|100
0|2021-12-18|3998.0|0|3998.0|0|56.0|0|0.0|100
0|2021-12-19|3998.0|0|3998.0|0|56.0|0|0.0|100
0|2021-12-20|4020.0|0|4020.0|0|56.0|0|0.0|100
0|2021-12-21|4042.0|0|4042.0|0|56.0|0|0.0|100
0|2021-12-22|4055.0|0|4055.0|0|56.0|0|0.0|100
0|2021-12-23|4055.0|0|4055.0|0|56.0|0|0.0|100
0|2021-12-24|4055.0|0|4055.0|0|56.0|0|0.0|100
0|2021-12-25|4055.0|0|4055.0|0|56.0|0|0.0|100
0|2021-12-26|4055.0|0|4055.0|0|56.0|0|0.0|100
0|2021-12-27|4104.0|0|4104.0|0|57.0|0|0.0|100
0|2021-12-28|4112.0|0|4112.0|0|57.0|0|0.0|100
0|2021-12-29|4135.0|0|4135.0|0|57.0|0|0.0|100
0|2021-12-30|4135.0|0|4135.0|0|57.0|0|0.0|100
0|2021-12-31|4135.0|0|4135.0|0|57.0|0|0.0|100
0|2022-01-01|4135.0|0|4135.0|0|57.0|0|0.0|100
0|2022-01-02|4135.0|0|4135.0|0|57.0|0|0.0|100
0|2022-01-03|4216.0|0|4216.0|0|57.0|0|0.0|100
0|2022-01-04|4232.0|0|4232.0|0|57.0|0|0.0|100
0|2022-01-05|4261.0|0|4261.0|0|57.0|0|0.0|100
0|2022-01-06|4296.0|0|4296.0|0|57.0|0|0.0|100
0|2022-01-07|4345.0|0|4345.0|0|57.0|0|0.0|100
0|2022-01-08|4345.0|0|4345.0|0|57.0|0|0.0|100
0|2022-01-09|4345.0|0|4345.0|0|57.0|0|0.0|100
0|2022-01-10|4423.0|0|4423.0|0|57.0|0|0.0|100
0|2022-01-11|4456.0|0|4456.0|0|57.0|0|0.0|100
0|2022-01-12|4524.0|0|4524.0|0|57.0|0|0.0|100
0|2022-01-13|4524.0|0|4564.0|0|57.0|0|0.0|100
0|2022-01-14|4643.0|0|4643.0|0|58.0|0|0.0|100
0|2022-01-15|4643.0|0|4643.0|0|58.0|0|0.0|100
0|2022-01-16|4643.0|0|4643.0|0|58.0|0|0.0|100
0|2022-01-17|4643.0|0|0.0|100|58.0|0|0.0|100
