|dates|Phelps_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Phelps_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Phelps_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Phelps_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Phelps_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Phelps_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Phelps_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Phelps_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1283.0|0|1283.0|0|10.0|0|0.0|100
0|2021-10-18|1298.0|0|1298.0|0|10.0|0|0.0|100
0|2021-10-19|1298.0|0|1298.0|0|10.0|0|0.0|100
0|2021-10-20|1303.0|0|1303.0|0|10.0|0|0.0|100
0|2021-10-21|1309.0|0|1309.0|0|10.0|0|0.0|100
0|2021-10-22|1309.0|0|1309.0|0|10.0|0|0.0|100
0|2021-10-23|1309.0|0|1309.0|0|10.0|0|0.0|100
0|2021-10-24|1309.0|0|1309.0|0|10.0|0|0.0|100
0|2021-10-25|1309.0|0|1309.0|0|10.0|0|0.0|100
0|2021-10-26|1309.0|0|1309.0|0|10.0|0|0.0|100
0|2021-10-27|1333.0|0|1333.0|0|10.0|0|0.0|100
0|2021-10-28|1333.0|0|1333.0|0|10.0|0|0.0|100
0|2021-10-29|1333.0|0|1340.0|0|10.0|0|0.0|100
0|2021-10-30|1333.0|0|1340.0|0|10.0|0|0.0|100
0|2021-10-31|1333.0|0|1345.0|0|10.0|0|0.0|100
0|2021-11-01|1333.0|0|1372.0|0|10.0|0|0.0|100
0|2021-11-02|1333.0|0|1372.0|0|10.0|0|0.0|100
0|2021-11-03|1400.0|0|1400.0|0|10.0|0|0.0|100
0|2021-11-04|1400.0|0|1400.0|0|10.0|0|0.0|100
0|2021-11-05|1400.0|0|1400.0|0|10.0|0|0.0|100
0|2021-11-06|1400.0|0|1400.0|0|10.0|0|0.0|100
0|2021-11-07|1400.0|0|1400.0|0|10.0|0|0.0|100
0|2021-11-08|1427.0|0|1427.0|0|10.0|0|0.0|100
0|2021-11-09|1429.0|0|1429.0|0|10.0|0|0.0|100
0|2021-11-10|1429.0|0|1440.0|0|10.0|0|0.0|100
0|2021-11-11|1461.0|0|1461.0|0|10.0|0|0.0|100
0|2021-11-12|1465.0|0|1465.0|0|10.0|0|0.0|100
0|2021-11-13|1465.0|0|1465.0|0|10.0|0|0.0|100
0|2021-11-14|1465.0|0|1465.0|0|10.0|0|0.0|100
0|2021-11-15|1482.0|0|1482.0|0|10.0|0|0.0|100
0|2021-11-16|1499.0|0|1499.0|0|10.0|0|0.0|100
0|2021-11-17|1517.0|0|1517.0|0|10.0|0|0.0|100
0|2021-11-18|1532.0|0|1532.0|0|10.0|0|0.0|100
0|2021-11-19|1533.0|0|1533.0|0|10.0|0|0.0|100
0|2021-11-20|1533.0|0|1533.0|0|10.0|0|0.0|100
0|2021-11-21|1533.0|0|1533.0|0|10.0|0|0.0|100
0|2021-11-22|1545.0|0|1545.0|0|10.0|0|0.0|100
0|2021-11-23|1552.0|0|1552.0|0|10.0|0|0.0|100
0|2021-11-24|1555.0|0|1555.0|0|10.0|0|0.0|100
0|2021-11-25|1555.0|0|1555.0|0|10.0|0|0.0|100
0|2021-11-26|1555.0|0|1555.0|0|10.0|0|0.0|100
0|2021-11-27|1555.0|0|1555.0|0|10.0|0|0.0|100
0|2021-11-28|1555.0|0|1555.0|0|10.0|0|0.0|100
0|2021-11-29|1591.0|0|1591.0|0|10.0|0|0.0|100
0|2021-11-30|1595.0|0|1595.0|0|10.0|0|0.0|100
0|2021-12-01|1607.0|0|1607.0|0|10.0|0|0.0|100
0|2021-12-02|1612.0|0|1612.0|0|10.0|0|0.0|100
0|2021-12-03|1612.0|0|1619.0|0|10.0|0|0.0|100
0|2021-12-04|1619.0|0|1619.0|0|10.0|0|0.0|100
0|2021-12-05|1619.0|0|1619.0|0|10.0|0|0.0|100
0|2021-12-06|1624.0|0|1624.0|0|10.0|0|0.0|100
0|2021-12-07|1630.0|0|1630.0|0|10.0|0|0.0|100
0|2021-12-08|1641.0|0|1641.0|0|10.0|0|0.0|100
0|2021-12-09|1645.0|0|1645.0|0|10.0|0|0.0|100
0|2021-12-10|1659.0|0|1659.0|0|10.0|0|0.0|100
0|2021-12-11|1659.0|0|1659.0|0|10.0|0|0.0|100
0|2021-12-12|1659.0|0|1659.0|0|10.0|0|0.0|100
0|2021-12-13|1667.0|0|1667.0|0|10.0|0|0.0|100
0|2021-12-14|1667.0|0|1678.0|0|10.0|0|0.0|100
0|2021-12-15|1688.0|0|1688.0|0|10.0|0|0.0|100
0|2021-12-16|1690.0|0|1690.0|0|10.0|0|0.0|100
0|2021-12-17|1697.0|0|1697.0|0|10.0|0|0.0|100
0|2021-12-18|1697.0|0|1697.0|0|10.0|0|0.0|100
0|2021-12-19|1697.0|0|1697.0|0|10.0|0|0.0|100
0|2021-12-20|1703.0|0|1703.0|0|10.0|0|0.0|100
0|2021-12-21|1718.0|0|1718.0|0|10.0|0|0.0|100
0|2021-12-22|1728.0|0|1728.0|0|10.0|0|0.0|100
0|2021-12-23|1729.0|0|1729.0|0|10.0|0|0.0|100
0|2021-12-24|1729.0|0|1729.0|0|10.0|0|0.0|100
0|2021-12-25|1729.0|0|1729.0|0|10.0|0|0.0|100
0|2021-12-26|1729.0|0|1729.0|0|10.0|0|0.0|100
0|2021-12-27|1729.0|0|1729.0|0|10.0|0|0.0|100
0|2021-12-28|1747.0|0|1747.0|0|10.0|0|0.0|100
0|2021-12-29|1754.0|0|1754.0|0|10.0|0|0.0|100
0|2021-12-30|1759.0|0|1759.0|0|10.0|0|0.0|100
0|2021-12-31|1759.0|0|1759.0|0|10.0|0|0.0|100
0|2022-01-01|1759.0|0|1759.0|0|10.0|0|0.0|100
0|2022-01-02|1759.0|0|1759.0|0|10.0|0|0.0|100
0|2022-01-03|1771.0|0|1771.0|0|10.0|0|0.0|100
0|2022-01-04|1780.0|0|1780.0|0|10.0|0|0.0|100
0|2022-01-05|1782.0|0|1782.0|0|10.0|0|0.0|100
0|2022-01-06|1796.0|0|1796.0|0|10.0|0|0.0|100
0|2022-01-07|1802.0|0|1802.0|0|10.0|0|0.0|100
0|2022-01-08|1802.0|0|1802.0|0|10.0|0|0.0|100
0|2022-01-09|1802.0|0|1802.0|0|10.0|0|0.0|100
0|2022-01-10|1814.0|0|1814.0|0|10.0|0|0.0|100
0|2022-01-11|1816.0|0|1816.0|0|10.0|0|0.0|100
0|2022-01-12|1850.0|0|1850.0|0|10.0|0|0.0|100
0|2022-01-13|1850.0|0|1865.0|0|10.0|0|0.0|100
0|2022-01-14|1869.0|0|1869.0|0|10.0|0|0.0|100
0|2022-01-15|1869.0|0|1869.0|0|10.0|0|0.0|100
