|dates|Lander_Nevada_UnitedStates.JHU_ConfirmedCases.data|Lander_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Lander_Nevada_UnitedStates.NYT_ConfirmedCases.data|Lander_Nevada_UnitedStates.NYT_ConfirmedCases.missing|Lander_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Lander_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Lander_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Lander_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|786.0|0|864.0|0|16.0|0|0.0|100
0|2021-12-11|786.0|0|864.0|0|16.0|0|0.0|100
0|2021-12-12|786.0|0|864.0|0|16.0|0|0.0|100
0|2021-12-13|786.0|0|865.0|0|16.0|0|0.0|100
0|2021-12-14|786.0|0|868.0|0|16.0|0|0.0|100
0|2021-12-15|788.0|0|868.0|0|16.0|0|0.0|100
0|2021-12-16|788.0|0|868.0|0|16.0|0|0.0|100
0|2021-12-17|788.0|0|868.0|0|16.0|0|0.0|100
0|2021-12-18|788.0|0|868.0|0|16.0|0|0.0|100
0|2021-12-19|788.0|0|868.0|0|16.0|0|0.0|100
0|2021-12-20|790.0|0|870.0|0|16.0|0|0.0|100
0|2021-12-21|790.0|0|870.0|0|16.0|0|0.0|100
0|2021-12-22|790.0|0|870.0|0|16.0|0|0.0|100
0|2021-12-23|792.0|0|872.0|0|16.0|0|0.0|100
0|2021-12-24|792.0|0|872.0|0|16.0|0|0.0|100
0|2021-12-25|792.0|0|872.0|0|16.0|0|0.0|100
0|2021-12-26|792.0|0|872.0|0|16.0|0|0.0|100
0|2021-12-27|793.0|0|873.0|0|16.0|0|0.0|100
0|2021-12-28|796.0|0|876.0|0|16.0|0|0.0|100
0|2021-12-29|796.0|0|876.0|0|16.0|0|0.0|100
0|2021-12-30|802.0|0|882.0|0|16.0|0|0.0|100
0|2021-12-31|802.0|0|882.0|0|16.0|0|0.0|100
0|2022-01-01|802.0|0|882.0|0|16.0|0|0.0|100
0|2022-01-02|802.0|0|882.0|0|16.0|0|0.0|100
0|2022-01-03|804.0|0|884.0|0|16.0|0|0.0|100
0|2022-01-04|805.0|0|886.0|0|16.0|0|0.0|100
0|2022-01-05|808.0|0|889.0|0|16.0|0|0.0|100
0|2022-01-06|813.0|0|894.0|0|16.0|0|0.0|100
0|2022-01-07|815.0|0|896.0|0|16.0|0|0.0|100
0|2022-01-08|815.0|0|896.0|0|16.0|0|0.0|100
0|2022-01-09|815.0|0|896.0|0|16.0|0|0.0|100
0|2022-01-10|816.0|0|898.0|0|16.0|0|0.0|100
0|2022-01-11|822.0|0|904.0|0|16.0|0|0.0|100
0|2022-01-12|829.0|0|911.0|0|16.0|0|0.0|100
0|2022-01-13|829.0|0|914.0|0|16.0|0|0.0|100
0|2022-01-14|833.0|0|915.0|0|16.0|0|0.0|100
0|2022-01-15|833.0|0|915.0|0|16.0|0|0.0|100
0|2022-01-16|833.0|0|915.0|0|16.0|0|0.0|100
0|2022-01-17|833.0|0|0.0|100|16.0|0|0.0|100
