|dates|Blount_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Blount_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Blount_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Blount_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Blount_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Blount_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Blount_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Blount_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-18|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-19|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-20|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-21|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-22|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-23|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-24|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-25|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-26|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-27|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-28|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-29|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-30|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-10-31|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-01|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-02|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-03|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-04|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-05|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-06|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-07|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-08|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-09|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-10|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-11|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-12|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-13|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-14|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-15|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-16|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-17|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-18|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-19|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-20|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-21|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-22|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-23|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-24|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-25|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
0|2021-11-26|61685.0|0|2466.0|0|3.8440554317157956|0|64151.0|0
