|dates|Rock_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rock_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rock_Wisconsin_UnitedStates.Male_Total_Population.data|Rock_Wisconsin_UnitedStates.Male_Total_Population.missing|Rock_Wisconsin_UnitedStates.Female_Total_Population.data|Rock_Wisconsin_UnitedStates.Female_Total_Population.missing|Rock_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Rock_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-18|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-19|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-20|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-21|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-22|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-23|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-24|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-25|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-26|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-27|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-28|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-29|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-30|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-10-31|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-01|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-02|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-03|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-04|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-05|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-06|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-07|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-08|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-09|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-10|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-11|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-12|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-13|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-14|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-15|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-16|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-17|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-18|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-19|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-20|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-21|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-22|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-23|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-24|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-25|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-26|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-27|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-28|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-29|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-11-30|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-01|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-02|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-03|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-04|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-05|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-06|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-07|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-08|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-09|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-10|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-11|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-12|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-13|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-14|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-15|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-16|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-17|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-18|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-19|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-20|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-21|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-22|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-23|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-24|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-25|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-26|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-27|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-28|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-29|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-30|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2021-12-31|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-01|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-02|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-03|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-04|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-05|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-06|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-07|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-08|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-09|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-10|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-11|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-12|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-13|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-14|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-15|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-16|27022.0|0|80393.0|0|82736.0|0|37701.0|0
0|2022-01-17|27022.0|0|80393.0|0|82736.0|0|37701.0|0
