|dates|YellowMedicine_Minnesota_UnitedStates.JHU_ConfirmedCases.data|YellowMedicine_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|YellowMedicine_Minnesota_UnitedStates.NYT_ConfirmedCases.data|YellowMedicine_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|YellowMedicine_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|YellowMedicine_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|YellowMedicine_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|YellowMedicine_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1511.0|0|1511.0|0|20.0|0|0.0|100
0|2021-10-18|1517.0|0|1517.0|0|20.0|0|0.0|100
0|2021-10-19|1547.0|0|1547.0|0|20.0|0|0.0|100
0|2021-10-20|1558.0|0|1558.0|0|20.0|0|0.0|100
0|2021-10-21|1566.0|0|1566.0|0|20.0|0|0.0|100
0|2021-10-22|1572.0|0|1572.0|0|20.0|0|0.0|100
0|2021-10-23|1572.0|0|1572.0|0|20.0|0|0.0|100
0|2021-10-24|1572.0|0|1572.0|0|20.0|0|0.0|100
0|2021-10-25|1584.0|0|1584.0|0|20.0|0|0.0|100
0|2021-10-26|1606.0|0|1606.0|0|20.0|0|0.0|100
0|2021-10-27|1608.0|0|1608.0|0|21.0|0|0.0|100
0|2021-10-28|1614.0|0|1614.0|0|21.0|0|0.0|100
0|2021-10-29|1627.0|0|1627.0|0|21.0|0|0.0|100
0|2021-10-30|1627.0|0|1627.0|0|21.0|0|0.0|100
0|2021-10-31|1627.0|0|1627.0|0|21.0|0|0.0|100
0|2021-11-01|1657.0|0|1657.0|0|21.0|0|0.0|100
0|2021-11-02|1669.0|0|1669.0|0|21.0|0|0.0|100
0|2021-11-03|1680.0|0|1680.0|0|21.0|0|0.0|100
0|2021-11-04|1692.0|0|1692.0|0|21.0|0|0.0|100
0|2021-11-05|1694.0|0|1694.0|0|21.0|0|0.0|100
0|2021-11-06|1694.0|0|1694.0|0|21.0|0|0.0|100
0|2021-11-07|1694.0|0|1694.0|0|21.0|0|0.0|100
0|2021-11-08|1699.0|0|1699.0|0|21.0|0|0.0|100
0|2021-11-09|1711.0|0|1711.0|0|21.0|0|0.0|100
0|2021-11-10|1715.0|0|1715.0|0|21.0|0|0.0|100
0|2021-11-11|1723.0|0|1723.0|0|21.0|0|0.0|100
0|2021-11-12|1723.0|0|1723.0|0|21.0|0|0.0|100
0|2021-11-13|1723.0|0|1723.0|0|21.0|0|0.0|100
0|2021-11-14|1723.0|0|1723.0|0|21.0|0|0.0|100
0|2021-11-15|1745.0|0|1745.0|0|21.0|0|0.0|100
0|2021-11-16|1769.0|0|1769.0|0|21.0|0|0.0|100
0|2021-11-17|1777.0|0|1777.0|0|21.0|0|0.0|100
0|2021-11-18|1792.0|0|1792.0|0|21.0|0|0.0|100
0|2021-11-19|1804.0|0|1804.0|0|21.0|0|0.0|100
0|2021-11-20|1804.0|0|1804.0|0|21.0|0|0.0|100
0|2021-11-21|1804.0|0|1804.0|0|21.0|0|0.0|100
0|2021-11-22|1816.0|0|1816.0|0|21.0|0|0.0|100
0|2021-11-23|1835.0|0|1835.0|0|21.0|0|0.0|100
0|2021-11-24|1847.0|0|1847.0|0|21.0|0|0.0|100
0|2021-11-25|1847.0|0|1847.0|0|21.0|0|0.0|100
0|2021-11-26|1854.0|0|1854.0|0|23.0|0|0.0|100
0|2021-11-27|1854.0|0|1854.0|0|23.0|0|0.0|100
0|2021-11-28|1854.0|0|1854.0|0|23.0|0|0.0|100
