|dates|Ballard_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Ballard_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Ballard_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Ballard_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Ballard_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Ballard_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Ballard_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Ballard_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|657.0|0|657.0|0|19.0|0|0.0|100
0|2021-10-18|662.0|0|662.0|0|19.0|0|0.0|100
0|2021-10-19|668.0|0|668.0|0|19.0|0|0.0|100
0|2021-10-20|670.0|0|670.0|0|19.0|0|0.0|100
0|2021-10-21|674.0|0|674.0|0|19.0|0|0.0|100
0|2021-10-22|678.0|0|678.0|0|19.0|0|0.0|100
0|2021-10-23|678.0|0|678.0|0|19.0|0|0.0|100
0|2021-10-24|678.0|0|678.0|0|19.0|0|0.0|100
0|2021-10-25|683.0|0|683.0|0|19.0|0|0.0|100
0|2021-10-26|683.0|0|683.0|0|20.0|0|0.0|100
0|2021-10-27|686.0|0|686.0|0|20.0|0|0.0|100
0|2021-10-28|694.0|0|694.0|0|20.0|0|0.0|100
0|2021-10-29|696.0|0|696.0|0|20.0|0|0.0|100
0|2021-10-30|696.0|0|696.0|0|20.0|0|0.0|100
0|2021-10-31|696.0|0|696.0|0|20.0|0|0.0|100
0|2021-11-01|701.0|0|701.0|0|20.0|0|0.0|100
0|2021-11-02|701.0|0|701.0|0|20.0|0|0.0|100
0|2021-11-03|703.0|0|703.0|0|20.0|0|0.0|100
0|2021-11-04|704.0|0|704.0|0|20.0|0|0.0|100
0|2021-11-05|707.0|0|707.0|0|20.0|0|0.0|100
0|2021-11-06|707.0|0|707.0|0|20.0|0|0.0|100
0|2021-11-07|707.0|0|707.0|0|20.0|0|0.0|100
0|2021-11-08|707.0|0|707.0|0|20.0|0|0.0|100
0|2021-11-09|708.0|0|708.0|0|20.0|0|0.0|100
0|2021-11-10|708.0|0|711.0|0|20.0|0|0.0|100
0|2021-11-11|711.0|0|711.0|0|20.0|0|0.0|100
0|2021-11-12|711.0|0|711.0|0|20.0|0|0.0|100
0|2021-11-13|711.0|0|711.0|0|20.0|0|0.0|100
0|2021-11-14|711.0|0|711.0|0|20.0|0|0.0|100
0|2021-11-15|712.0|0|712.0|0|20.0|0|0.0|100
0|2021-11-16|716.0|0|716.0|0|20.0|0|0.0|100
0|2021-11-17|717.0|0|717.0|0|20.0|0|0.0|100
0|2021-11-18|719.0|0|719.0|0|20.0|0|0.0|100
0|2021-11-19|721.0|0|721.0|0|20.0|0|0.0|100
0|2021-11-20|721.0|0|721.0|0|20.0|0|0.0|100
0|2021-11-21|721.0|0|721.0|0|20.0|0|0.0|100
0|2021-11-22|727.0|0|727.0|0|21.0|0|0.0|100
0|2021-11-23|728.0|0|728.0|0|21.0|0|0.0|100
0|2021-11-24|731.0|0|731.0|0|21.0|0|0.0|100
0|2021-11-25|731.0|0|731.0|0|21.0|0|0.0|100
0|2021-11-26|731.0|0|731.0|0|21.0|0|0.0|100
0|2021-11-27|731.0|0|731.0|0|21.0|0|0.0|100
0|2021-11-28|731.0|0|731.0|0|21.0|0|0.0|100
0|2021-11-29|743.0|0|743.0|0|22.0|0|0.0|100
0|2021-11-30|744.0|0|744.0|0|22.0|0|0.0|100
0|2021-12-01|746.0|0|746.0|0|22.0|0|0.0|100
0|2021-12-02|746.0|0|748.0|0|22.0|0|0.0|100
0|2021-12-03|753.0|0|753.0|0|22.0|0|0.0|100
0|2021-12-04|753.0|0|753.0|0|22.0|0|0.0|100
0|2021-12-05|753.0|0|753.0|0|22.0|0|0.0|100
0|2021-12-06|761.0|0|761.0|0|24.0|0|0.0|100
0|2021-12-07|764.0|0|764.0|0|25.0|0|0.0|100
0|2021-12-08|773.0|0|773.0|0|25.0|0|0.0|100
0|2021-12-09|780.0|0|780.0|0|25.0|0|0.0|100
0|2021-12-10|782.0|0|782.0|0|25.0|0|0.0|100
0|2021-12-11|782.0|0|782.0|0|25.0|0|0.0|100
0|2021-12-12|782.0|0|782.0|0|25.0|0|0.0|100
0|2021-12-13|791.0|0|791.0|0|25.0|0|0.0|100
0|2021-12-14|791.0|0|794.0|0|25.0|0|0.0|100
0|2021-12-15|802.0|0|802.0|0|25.0|0|0.0|100
0|2021-12-16|806.0|0|806.0|0|25.0|0|0.0|100
0|2021-12-17|808.0|0|808.0|0|25.0|0|0.0|100
0|2021-12-18|808.0|0|808.0|0|25.0|0|0.0|100
0|2021-12-19|808.0|0|808.0|0|25.0|0|0.0|100
0|2021-12-20|813.0|0|813.0|0|25.0|0|0.0|100
0|2021-12-21|819.0|0|819.0|0|25.0|0|0.0|100
0|2021-12-22|822.0|0|822.0|0|26.0|0|0.0|100
0|2021-12-23|822.0|0|822.0|0|26.0|0|0.0|100
0|2021-12-24|822.0|0|822.0|0|26.0|0|0.0|100
0|2021-12-25|822.0|0|822.0|0|26.0|0|0.0|100
0|2021-12-26|822.0|0|822.0|0|26.0|0|0.0|100
0|2021-12-27|826.0|0|826.0|0|26.0|0|0.0|100
0|2021-12-28|828.0|0|828.0|0|26.0|0|0.0|100
0|2021-12-29|832.0|0|832.0|0|26.0|0|0.0|100
0|2021-12-30|832.0|0|832.0|0|26.0|0|0.0|100
0|2021-12-31|832.0|0|832.0|0|26.0|0|0.0|100
0|2022-01-01|832.0|0|832.0|0|26.0|0|0.0|100
0|2022-01-02|832.0|0|832.0|0|26.0|0|0.0|100
0|2022-01-03|855.0|0|855.0|0|26.0|0|0.0|100
0|2022-01-04|862.0|0|862.0|0|26.0|0|0.0|100
0|2022-01-05|871.0|0|871.0|0|26.0|0|0.0|100
0|2022-01-06|877.0|0|877.0|0|26.0|0|0.0|100
0|2022-01-07|883.0|0|883.0|0|26.0|0|0.0|100
0|2022-01-08|883.0|0|883.0|0|26.0|0|0.0|100
0|2022-01-09|883.0|0|883.0|0|26.0|0|0.0|100
0|2022-01-10|895.0|0|895.0|0|26.0|0|0.0|100
0|2022-01-11|904.0|0|904.0|0|26.0|0|0.0|100
0|2022-01-12|911.0|0|911.0|0|26.0|0|0.0|100
0|2022-01-13|911.0|0|917.0|0|26.0|0|0.0|100
0|2022-01-14|929.0|0|929.0|0|26.0|0|0.0|100
0|2022-01-15|929.0|0|929.0|0|26.0|0|0.0|100
0|2022-01-16|929.0|0|929.0|0|26.0|0|0.0|100
0|2022-01-17|929.0|0|0.0|100|26.0|0|0.0|100
