|dates|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Butler_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Butler_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|24244.0|0|24244.0|0|485.0|0|0.0|100
0|2021-10-18|24327.0|0|24327.0|0|486.0|0|0.0|100
0|2021-10-19|24366.0|0|24366.0|0|487.0|0|0.0|100
0|2021-10-20|24421.0|0|24421.0|0|490.0|0|0.0|100
0|2021-10-21|24515.0|0|24515.0|0|492.0|0|0.0|100
0|2021-10-22|24606.0|0|24606.0|0|494.0|0|0.0|100
0|2021-10-23|24698.0|0|24698.0|0|495.0|0|0.0|100
0|2021-10-24|24753.0|0|24753.0|0|495.0|0|0.0|100
0|2021-10-25|24791.0|0|24791.0|0|495.0|0|0.0|100
0|2021-10-26|24856.0|0|24856.0|0|496.0|0|0.0|100
0|2021-10-27|24949.0|0|24949.0|0|500.0|0|0.0|100
0|2021-10-28|25009.0|0|25009.0|0|501.0|0|0.0|100
0|2021-10-29|25053.0|0|25053.0|0|501.0|0|0.0|100
0|2021-10-30|25116.0|0|25116.0|0|503.0|0|0.0|100
0|2021-10-31|25189.0|0|25189.0|0|503.0|0|0.0|100
0|2021-11-01|25189.0|0|25189.0|0|503.0|0|0.0|100
0|2021-11-02|25360.0|0|25360.0|0|503.0|0|0.0|100
0|2021-11-03|25459.0|0|25459.0|0|511.0|0|0.0|100
0|2021-11-04|25560.0|0|25560.0|0|514.0|0|0.0|100
0|2021-11-05|25696.0|0|25696.0|0|515.0|0|0.0|100
0|2021-11-06|25801.0|0|25801.0|0|515.0|0|0.0|100
0|2021-11-07|25881.0|0|25881.0|0|515.0|0|0.0|100
0|2021-11-08|25966.0|0|25966.0|0|515.0|0|0.0|100
0|2021-11-09|26023.0|0|26023.0|0|518.0|0|0.0|100
0|2021-11-10|26130.0|0|26130.0|0|522.0|0|0.0|100
0|2021-11-11|26250.0|0|26250.0|0|526.0|0|0.0|100
0|2021-11-12|26366.0|0|26366.0|0|526.0|0|0.0|100
0|2021-11-13|26813.0|0|26813.0|0|527.0|0|0.0|100
0|2021-11-14|26894.0|0|26894.0|0|527.0|0|0.0|100
0|2021-11-15|26968.0|0|26968.0|0|527.0|0|0.0|100
0|2021-11-16|27114.0|0|27114.0|0|528.0|0|0.0|100
0|2021-11-17|27226.0|0|27226.0|0|535.0|0|0.0|100
0|2021-11-18|27374.0|0|27374.0|0|536.0|0|0.0|100
0|2021-11-19|27553.0|0|27553.0|0|538.0|0|0.0|100
0|2021-11-20|27731.0|0|27731.0|0|541.0|0|0.0|100
0|2021-11-21|27882.0|0|27882.0|0|541.0|0|0.0|100
0|2021-11-22|28007.0|0|28007.0|0|541.0|0|0.0|100
0|2021-11-23|28064.0|0|28064.0|0|543.0|0|0.0|100
0|2021-11-24|28231.0|0|28231.0|0|543.0|0|0.0|100
0|2021-11-25|28361.0|0|28361.0|0|544.0|0|0.0|100
0|2021-11-26|28549.0|0|28549.0|0|544.0|0|0.0|100
0|2021-11-27|28630.0|0|28630.0|0|544.0|0|0.0|100
0|2021-11-28|28720.0|0|28720.0|0|545.0|0|0.0|100
0|2021-11-29|28860.0|0|28860.0|0|545.0|0|0.0|100
0|2021-11-30|28920.0|0|28920.0|0|548.0|0|0.0|100
0|2021-12-01|29058.0|0|29058.0|0|549.0|0|0.0|100
0|2021-12-02|29146.0|0|29146.0|0|550.0|0|0.0|100
0|2021-12-03|29448.0|0|29448.0|0|554.0|0|0.0|100
0|2021-12-04|29633.0|0|29633.0|0|555.0|0|0.0|100
0|2021-12-05|29740.0|0|29740.0|0|556.0|0|0.0|100
0|2021-12-06|29804.0|0|29804.0|0|560.0|0|0.0|100
0|2021-12-07|29935.0|0|29935.0|0|566.0|0|0.0|100
0|2021-12-08|30076.0|0|30076.0|0|566.0|0|0.0|100
0|2021-12-09|30205.0|0|30205.0|0|569.0|0|0.0|100
0|2021-12-10|30332.0|0|30332.0|0|572.0|0|0.0|100
0|2021-12-11|30522.0|0|30522.0|0|579.0|0|0.0|100
0|2021-12-12|30622.0|0|30622.0|0|579.0|0|0.0|100
0|2021-12-13|30685.0|0|30685.0|0|579.0|0|0.0|100
0|2021-12-14|30685.0|0|30799.0|0|579.0|0|0.0|100
0|2021-12-15|30685.0|0|30902.0|0|585.0|0|0.0|100
0|2021-12-16|30969.0|0|30969.0|0|586.0|0|0.0|100
0|2021-12-17|31069.0|0|31069.0|0|586.0|0|0.0|100
0|2021-12-18|31163.0|0|31163.0|0|589.0|0|0.0|100
0|2021-12-19|31248.0|0|31248.0|0|590.0|0|0.0|100
0|2021-12-20|31299.0|0|31299.0|0|591.0|0|0.0|100
0|2021-12-21|31395.0|0|31395.0|0|594.0|0|0.0|100
0|2021-12-22|31478.0|0|31478.0|0|600.0|0|0.0|100
0|2021-12-23|31567.0|0|31567.0|0|602.0|0|0.0|100
0|2021-12-24|31749.0|0|31749.0|0|603.0|0|0.0|100
0|2021-12-25|31902.0|0|31902.0|0|603.0|0|0.0|100
0|2021-12-26|31970.0|0|31970.0|0|603.0|0|0.0|100
0|2021-12-27|32037.0|0|32037.0|0|603.0|0|0.0|100
0|2021-12-28|32136.0|0|32136.0|0|607.0|0|0.0|100
0|2021-12-29|32326.0|0|32326.0|0|613.0|0|0.0|100
0|2021-12-30|32618.0|0|32618.0|0|614.0|0|0.0|100
0|2021-12-31|32851.0|0|32851.0|0|614.0|0|0.0|100
0|2022-01-01|33197.0|0|33197.0|0|614.0|0|0.0|100
0|2022-01-02|33456.0|0|33456.0|0|614.0|0|0.0|100
0|2022-01-03|33732.0|0|33732.0|0|616.0|0|0.0|100
0|2022-01-04|33988.0|0|33988.0|0|617.0|0|0.0|100
0|2022-01-05|34393.0|0|34393.0|0|620.0|0|0.0|100
0|2022-01-06|34737.0|0|34737.0|0|625.0|0|0.0|100
0|2022-01-07|35167.0|0|35167.0|0|632.0|0|0.0|100
0|2022-01-08|35671.0|0|35671.0|0|633.0|0|0.0|100
0|2022-01-09|36158.0|0|36158.0|0|634.0|0|0.0|100
0|2022-01-10|36467.0|0|36467.0|0|634.0|0|0.0|100
0|2022-01-11|36700.0|0|36700.0|0|635.0|0|0.0|100
0|2022-01-12|37133.0|0|37133.0|0|640.0|0|0.0|100
0|2022-01-13|37133.0|0|37593.0|0|640.0|0|0.0|100
0|2022-01-14|38043.0|0|38043.0|0|643.0|0|0.0|100
0|2022-01-15|38496.0|0|38496.0|0|643.0|0|0.0|100
0|2022-01-16|38990.0|0|38990.0|0|643.0|0|0.0|100
0|2022-01-17|39247.0|0|0.0|100|643.0|0|0.0|100
