|dates|Duval_Florida_UnitedStates.JHU_ConfirmedCases.data|Duval_Florida_UnitedStates.JHU_ConfirmedCases.missing|Duval_Florida_UnitedStates.NYT_ConfirmedCases.data|Duval_Florida_UnitedStates.NYT_ConfirmedCases.missing|Duval_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Duval_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Duval_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Duval_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|165223.0|0|163590.0|0|1483.0|0|0.0|100
0|2021-10-18|165223.0|0|163590.0|0|1483.0|0|0.0|100
0|2021-10-19|165223.0|0|163590.0|0|1483.0|0|0.0|100
0|2021-10-20|165223.0|0|163590.0|0|1483.0|0|0.0|100
0|2021-10-21|165223.0|0|163590.0|0|1483.0|0|0.0|100
0|2021-10-22|165744.0|0|164111.0|0|1483.0|0|0.0|100
0|2021-10-23|165744.0|0|164111.0|0|1483.0|0|0.0|100
0|2021-10-24|165744.0|0|164111.0|0|1483.0|0|0.0|100
0|2021-10-25|165744.0|0|164111.0|0|1483.0|0|0.0|100
0|2021-10-26|165744.0|0|164111.0|0|1483.0|0|0.0|100
0|2021-10-27|165744.0|0|164111.0|0|1483.0|0|0.0|100
0|2021-10-28|165744.0|0|164111.0|0|1483.0|0|0.0|100
0|2021-10-29|166116.0|0|164483.0|0|1483.0|0|0.0|100
0|2021-10-30|166116.0|0|164483.0|0|1483.0|0|0.0|100
0|2021-10-31|166116.0|0|164483.0|0|1483.0|0|0.0|100
0|2021-11-01|166116.0|0|164483.0|0|1483.0|0|0.0|100
0|2021-11-02|166116.0|0|164483.0|0|1483.0|0|0.0|100
0|2021-11-03|166116.0|0|164483.0|0|1483.0|0|0.0|100
0|2021-11-04|166116.0|0|164483.0|0|1483.0|0|0.0|100
0|2021-11-05|166387.0|0|164754.0|0|1483.0|0|0.0|100
0|2021-11-06|166387.0|0|164754.0|0|1483.0|0|0.0|100
0|2021-11-07|166387.0|0|164754.0|0|1483.0|0|0.0|100
0|2021-11-08|166387.0|0|164754.0|0|1483.0|0|0.0|100
0|2021-11-09|166387.0|0|164754.0|0|1483.0|0|0.0|100
0|2021-11-10|166387.0|0|164754.0|0|1483.0|0|0.0|100
0|2021-11-11|166387.0|0|164754.0|0|1483.0|0|0.0|100
