|dates|Montgomery_Indiana_UnitedStates.AveragePrecipitationTotal.data|Montgomery_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Montgomery_Indiana_UnitedStates.AveragePrecipitation.data|Montgomery_Indiana_UnitedStates.AveragePrecipitation.missing|Montgomery_Indiana_UnitedStates.AverageWindDirection.data|Montgomery_Indiana_UnitedStates.AverageWindDirection.missing|Montgomery_Indiana_UnitedStates.AverageWindSpeed.data|Montgomery_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|244.01041666666666|0|7.1875|0
0|2021-10-18|0.0|0|0.0|0|169.11458333333334|0|4.84375|0
0|2021-10-19|0.0|0|0.0|0|185.52083333333334|0|5.958333333333333|0
0|2021-10-20|0.0|0|0.0|0|167.91666666666666|0|7.375|0
0|2021-10-21|0.0|0|0.0|0|249.375|0|12.895833333333334|0
0|2021-10-22|0.0|0|0.00020833333333333335|0|121.97916666666667|0|4.770833333333333|0
0|2021-10-23|0.0|0|0.0|0|140.83333333333334|0|3.2604166666666665|0
0|2021-10-24|0.0|0|0.0|0|93.85416666666667|0|7.229166666666667|0
0|2021-10-25|0.0|0|0.0|0|241.14583333333334|0|11.90625|0
0|2021-10-26|0.0|0|0.0|0|244.16666666666666|0|7.09375|0
0|2021-10-27|0.0|0|0.0|0|79.79166666666667|0|7.265625|0
0|2021-10-28|0.0|0|0.00020833333333333335|0|107.5|0|10.291666666666666|0
0|2021-10-29|0.0|0|0.0|0|191.25|0|7.53125|0
0|2021-10-30|0.0|0|0.0|0|329.7916666666667|0|10.59375|0
0|2021-10-31|0.0|0|0.0|0|272.2916666666667|0|9.916666666666666|0
0|2021-11-01|0.0|0|0.0|0|265.3125|0|7.229166666666667|0
0|2021-11-02|0.0|0|0.0|0|280.5208333333333|0|8.041666666666666|0
0|2021-11-03|0.0|0|0.0|0|150.10416666666666|0|3.15625|0
0|2021-11-04|0.0|0|0.0|0|59.0625|0|1.7708333333333333|0
0|2021-11-05|0.0|0|0.0|0|79.47916666666667|0|4.416666666666667|0
0|2021-11-06|0.0|0|0.0|0|145.3125|0|5.0|0
0|2021-11-07|0.0|0|0.0|0|175.9375|0|6.036458333333333|0
0|2021-11-08|0.0|0|0.0|0|195.72916666666666|0|8.197916666666666|0
0|2021-11-09|0.0|0|0.0|0|154.58333333333334|0|4.166666666666667|0
0|2021-11-10|0.0|0|0.001875|0|107.5|0|7.989583333333333|0
0|2021-11-11|0.0|0|0.0035416666666666674|0|195.625|0|13.041666666666666|0
0|2021-11-12|0.0|0|0.0|0|229.27083333333334|0|15.322916666666666|0
0|2021-11-13|0.0|0|0.0|0|250.52083333333334|0|15.15625|0
0|2021-11-14|0.0|0|0.0010416666666666667|0|245.41666666666666|0|17.645833333333332|0
0|2021-11-15|0.0|0|0.0|0|208.125|0|8.625|0
0|2021-11-16|0.0|0|0.0|0|113.4375|0|10.619791666666666|0
0|2021-11-17|0.0|0|0.00020833333333333335|0|227.39583333333334|0|15.848958333333334|0
0|2021-11-18|0.0|0|0.0|0|283.0520833333333|0|18.104166666666668|0
0|2021-11-19|0.0|0|0.0|0|206.875|0|8.010416666666666|0
0|2021-11-20|0.0|0|0.0|0|168.4375|0|9.145833333333334|0
0|2021-11-21|0.0|0|0.00020833333333333335|0|222.70833333333334|0|11.3125|0
0|2021-11-22|0.0|0|0.0|0|289.7916666666667|0|10.125|0
0|2021-11-23|0.0|0|0.0|0|198.4375|0|7.166666666666667|0
0|2021-11-24|0.0|0|0.0|0|186.14583333333334|0|13.197916666666666|0
0|2021-11-25|0.0|0|0.00020833333333333335|0|262.6041666666667|0|15.8125|0
0|2021-11-26|0.0|0|0.0|0|246.77083333333334|0|9.25|0
0|2021-11-27|0.0|0|0.00020833333333333335|0|194.375|0|9.03125|0
0|2021-11-28|0.0|0|0.0|0|288.75|0|11.666666666666666|0
0|2021-11-29|0.0|0|0.0|0|199.375|0|8.770833333333334|0
0|2021-11-30|0.0|0|0.0|0|257.8125|0|10.145833333333334|0
0|2021-12-01|0.0|0|0.00020833333333333335|0|164.0625|0|8.510416666666666|0
0|2021-12-02|0.0|0|0.0|0|232.5|0|12.770833333333334|0
0|2021-12-03|0.0|0|0.0|0|93.85416666666667|0|8.666666666666666|0
0|2021-12-04|0.0|0|0.0|0|136.25|0|6.458333333333333|0
0|2021-12-05|0.0|0|0.00020833333333333335|0|150.10416666666666|0|14.796875|0
0|2021-12-06|0.0|0|0.0|0|290.0|0|21.791666666666668|0
0|2021-12-07|0.0|0|0.0|0|155.41666666666666|0|5.09375|0
0|2021-12-08|0.0|0|0.0|0|199.11458333333334|0|8.645833333333334|0
0|2021-12-09|0.0|0|0.0|0|161.45833333333334|0|11.958333333333334|0
0|2021-12-10|0.0|0|0.00020833333333333335|0|156.04166666666666|0|10.291666666666666|0
0|2021-12-11|0.0|0|0.0|0|241.875|0|23.520833333333332|0
0|2021-12-12|0.0|0|0.0|0|207.70833333333334|0|10.770833333333334|0
0|2021-12-13|0.0|0|0.0|0|193.33333333333334|0|7.583333333333333|0
0|2021-12-14|0.0|0|0.0|0|144.0625|0|10.5|0
0|2021-12-15|0.0|0|0.00020833333333333335|0|188.125|0|16.1875|0
0|2021-12-16|0.0|0|0.0|0|240.0|0|17.59375|0
0|2021-12-17|0.0|0|0.00020833333333333335|0|131.25|0|7.822916666666667|0
0|2021-12-18|0.0|0|0.0|0|250.625|0|10.947916666666666|0
0|2021-12-19|0.0|0|0.0|0|184.16666666666666|0|5.65625|0
0|2021-12-20|0.0|0|0.0|0|203.90625|0|8.307291666666666|0
0|2021-12-21|0.0|0|0.0|0|186.97916666666666|0|9.416666666666666|0
0|2021-12-22|0.0|0|0.0|0|256.875|0|11.958333333333334|0
0|2021-12-23|0.0|0|0.0|0|191.97916666666666|0|11.6875|0
0|2021-12-24|0.0|0|0.0|0|189.16666666666666|0|12.0625|0
0|2021-12-25|0.0|0|0.00020833333333333335|0|258.5416666666667|0|11.072916666666666|0
0|2021-12-26|0.0|0|0.0|0|89.6875|0|7.28125|0
0|2021-12-27|0.0|0|0.0|0|224.16666666666666|0|14.3125|0
0|2021-12-28|0.0|0|0.0|0|125.10416666666667|0|8.989583333333334|0
0|2021-12-29|0.0|0|0.0|0|178.54166666666666|0|6.864583333333333|0
0|2021-12-30|0.0|0|0.0|0|146.97916666666666|0|6.916666666666667|0
0|2021-12-31|0.0|0|0.0|0|167.8125|0|8.46875|0
0|2022-01-01|0.0|0|0.0|0|223.95833333333334|0|7.90625|0
0|2022-01-02|0.0|0|0.0|0|85.9375|0|12.489583333333334|0
0|2022-01-03|0.0|0|0.0|0|230.52083333333334|0|8.1875|0
0|2022-01-04|0.0|0|0.0|0|181.5625|0|12.78125|0
0|2022-01-05|0.0|0|0.0|0|253.33333333333334|0|25.302083333333332|0
0|2022-01-06|0.0|0|0.0|0|279.7916666666667|0|15.177083333333334|0
0|2022-01-07|0.0|0|0.0|0|224.27083333333334|0|10.270833333333334|0
0|2022-01-08|0.0|0|0.00020833333333333335|0|166.66666666666666|0|14.15625|0
0|2022-01-09|0.0|0|0.0|0|284.375|0|16.25|0
0|2022-01-10|0.0|0|0.0|0|285.5208333333333|0|12.364583333333334|0
0|2022-01-11|0.0|0|0.0|0|173.02083333333334|0|11.604166666666666|0
0|2022-01-12|0.0|0|0.0|0|210.0|0|11.072916666666666|0
0|2022-01-13|0.0|0|0.0|0|280.1041666666667|0|7.399305555555556|0
0|2022-01-14|0.0|0|0.0|0|76.45833333333333|0|8.614583333333334|0
0|2022-01-15|0.0|0|0.0|0|67.5|0|14.645833333333334|0
0|2022-01-16|0.0|0|0.0|0|167.1875|0|8.322916666666666|0
0|2022-01-17|0.0|0|0.0|0|290.5208333333333|0|13.864583333333334|0
