|dates|Lake_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lake_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lake_Michigan_UnitedStates.NYT_ConfirmedCases.data|Lake_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Lake_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|911.0|0|911.0|0|20.0|0|0.0|100
0|2021-10-18|920.0|0|920.0|0|20.0|0|0.0|100
0|2021-10-19|920.0|0|920.0|0|20.0|0|0.0|100
0|2021-10-20|930.0|0|930.0|0|20.0|0|0.0|100
0|2021-10-21|930.0|0|930.0|0|20.0|0|0.0|100
0|2021-10-22|940.0|0|940.0|0|21.0|0|0.0|100
0|2021-10-23|940.0|0|940.0|0|21.0|0|0.0|100
0|2021-10-24|940.0|0|940.0|0|21.0|0|0.0|100
0|2021-10-25|954.0|0|954.0|0|22.0|0|0.0|100
0|2021-10-26|954.0|0|954.0|0|22.0|0|0.0|100
0|2021-10-27|966.0|0|966.0|0|22.0|0|0.0|100
0|2021-10-28|966.0|0|966.0|0|22.0|0|0.0|100
0|2021-10-29|981.0|0|981.0|0|22.0|0|0.0|100
0|2021-10-30|981.0|0|981.0|0|22.0|0|0.0|100
0|2021-10-31|981.0|0|981.0|0|22.0|0|0.0|100
0|2021-11-01|993.0|0|993.0|0|22.0|0|0.0|100
0|2021-11-02|993.0|0|993.0|0|22.0|0|0.0|100
0|2021-11-03|1003.0|0|1003.0|0|22.0|0|0.0|100
0|2021-11-04|1003.0|0|1003.0|0|22.0|0|0.0|100
0|2021-11-05|1015.0|0|1015.0|0|22.0|0|0.0|100
0|2021-11-06|1015.0|0|1015.0|0|22.0|0|0.0|100
0|2021-11-07|1015.0|0|1015.0|0|22.0|0|0.0|100
0|2021-11-08|1020.0|0|1020.0|0|22.0|0|0.0|100
0|2021-11-09|1020.0|0|1020.0|0|22.0|0|0.0|100
0|2021-11-10|1020.0|0|1027.0|0|22.0|0|0.0|100
0|2021-11-11|1027.0|0|1027.0|0|24.0|0|0.0|100
0|2021-11-12|1045.0|0|1045.0|0|24.0|0|0.0|100
0|2021-11-13|1045.0|0|1045.0|0|24.0|0|0.0|100
0|2021-11-14|1045.0|0|1045.0|0|24.0|0|0.0|100
0|2021-11-15|1072.0|0|1072.0|0|24.0|0|0.0|100
0|2021-11-16|1072.0|0|1072.0|0|24.0|0|0.0|100
0|2021-11-17|1089.0|0|1089.0|0|24.0|0|0.0|100
0|2021-11-18|1089.0|0|1089.0|0|24.0|0|0.0|100
0|2021-11-19|1120.0|0|1120.0|0|24.0|0|0.0|100
0|2021-11-20|1120.0|0|1120.0|0|24.0|0|0.0|100
0|2021-11-21|1120.0|0|1120.0|0|24.0|0|0.0|100
0|2021-11-22|1136.0|0|1136.0|0|24.0|0|0.0|100
0|2021-11-23|1136.0|0|1136.0|0|24.0|0|0.0|100
0|2021-11-24|1154.0|0|1154.0|0|25.0|0|0.0|100
0|2021-11-25|1154.0|0|1154.0|0|25.0|0|0.0|100
0|2021-11-26|1154.0|0|1154.0|0|25.0|0|0.0|100
0|2021-11-27|1154.0|0|1154.0|0|25.0|0|0.0|100
0|2021-11-28|1154.0|0|1154.0|0|25.0|0|0.0|100
0|2021-11-29|1182.0|0|1182.0|0|25.0|0|0.0|100
0|2021-11-30|1182.0|0|1182.0|0|25.0|0|0.0|100
0|2021-12-01|1206.0|0|1206.0|0|27.0|0|0.0|100
0|2021-12-02|1206.0|0|1206.0|0|27.0|0|0.0|100
0|2021-12-03|1225.0|0|1225.0|0|27.0|0|0.0|100
0|2021-12-04|1225.0|0|1225.0|0|27.0|0|0.0|100
0|2021-12-05|1225.0|0|1225.0|0|27.0|0|0.0|100
0|2021-12-06|1253.0|0|1253.0|0|27.0|0|0.0|100
0|2021-12-07|1253.0|0|1253.0|0|27.0|0|0.0|100
0|2021-12-08|1279.0|0|1279.0|0|28.0|0|0.0|100
0|2021-12-09|1279.0|0|1279.0|0|28.0|0|0.0|100
0|2021-12-10|1300.0|0|1300.0|0|28.0|0|0.0|100
0|2021-12-11|1300.0|0|1300.0|0|28.0|0|0.0|100
0|2021-12-12|1300.0|0|1300.0|0|28.0|0|0.0|100
0|2021-12-13|1323.0|0|1323.0|0|28.0|0|0.0|100
0|2021-12-14|1323.0|0|1323.0|0|28.0|0|0.0|100
0|2021-12-15|1332.0|0|1332.0|0|29.0|0|0.0|100
0|2021-12-16|1332.0|0|1332.0|0|29.0|0|0.0|100
0|2021-12-17|1347.0|0|1347.0|0|30.0|0|0.0|100
0|2021-12-18|1347.0|0|1347.0|0|30.0|0|0.0|100
0|2021-12-19|1347.0|0|1347.0|0|30.0|0|0.0|100
0|2021-12-20|1360.0|0|1360.0|0|30.0|0|0.0|100
0|2021-12-21|1360.0|0|1360.0|0|30.0|0|0.0|100
0|2021-12-22|1372.0|0|1372.0|0|31.0|0|0.0|100
0|2021-12-23|1372.0|0|1372.0|0|31.0|0|0.0|100
0|2021-12-24|1372.0|0|1372.0|0|31.0|0|0.0|100
0|2021-12-25|1372.0|0|1372.0|0|31.0|0|0.0|100
0|2021-12-26|1372.0|0|1372.0|0|31.0|0|0.0|100
0|2021-12-27|1391.0|0|1391.0|0|31.0|0|0.0|100
0|2021-12-28|1391.0|0|1391.0|0|31.0|0|0.0|100
0|2021-12-29|1403.0|0|1403.0|0|31.0|0|0.0|100
0|2021-12-30|1403.0|0|1403.0|0|31.0|0|0.0|100
0|2021-12-31|1403.0|0|1403.0|0|31.0|0|0.0|100
0|2022-01-01|1403.0|0|1403.0|0|31.0|0|0.0|100
0|2022-01-02|1403.0|0|1403.0|0|31.0|0|0.0|100
0|2022-01-03|1432.0|0|1432.0|0|31.0|0|0.0|100
0|2022-01-04|1432.0|0|1432.0|0|31.0|0|0.0|100
0|2022-01-05|1436.0|0|1436.0|0|31.0|0|0.0|100
0|2022-01-06|1436.0|0|1436.0|0|31.0|0|0.0|100
0|2022-01-07|1451.0|0|1451.0|0|31.0|0|0.0|100
0|2022-01-08|1451.0|0|1451.0|0|31.0|0|0.0|100
0|2022-01-09|1451.0|0|1451.0|0|31.0|0|0.0|100
0|2022-01-10|1466.0|0|1466.0|0|31.0|0|0.0|100
0|2022-01-11|1466.0|0|1466.0|0|31.0|0|0.0|100
0|2022-01-12|1477.0|0|1477.0|0|32.0|0|0.0|100
0|2022-01-13|1477.0|0|1477.0|0|32.0|0|0.0|100
0|2022-01-14|1492.0|0|1492.0|0|32.0|0|0.0|100
0|2022-01-15|1492.0|0|1492.0|0|32.0|0|0.0|100
0|2022-01-16|1492.0|0|1492.0|0|32.0|0|0.0|100
0|2022-01-17|1492.0|0|0.0|100|32.0|0|0.0|100
