|dates|Cumberland_Maine_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Maine_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Maine_UnitedStates.NYT_ConfirmedCases.data|Cumberland_Maine_UnitedStates.NYT_ConfirmedCases.missing|Cumberland_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|21238.0|0|21238.0|0|223.0|0|0.0|100
0|2021-10-18|21237.0|0|21237.0|0|223.0|0|0.0|100
0|2021-10-19|21370.0|0|21370.0|0|225.0|0|0.0|100
0|2021-10-20|21443.0|0|21443.0|0|228.0|0|0.0|100
0|2021-10-21|21528.0|0|21528.0|0|228.0|0|0.0|100
0|2021-10-22|21598.0|0|21598.0|0|228.0|0|0.0|100
0|2021-10-23|21684.0|0|21684.0|0|229.0|0|0.0|100
0|2021-10-24|21684.0|0|21684.0|0|229.0|0|0.0|100
0|2021-10-25|21684.0|0|21684.0|0|229.0|0|0.0|100
0|2021-10-26|21782.0|0|21782.0|0|230.0|0|0.0|100
0|2021-10-27|21890.0|0|21890.0|0|231.0|0|0.0|100
0|2021-10-28|22015.0|0|22015.0|0|232.0|0|0.0|100
0|2021-10-29|22078.0|0|22078.0|0|232.0|0|0.0|100
0|2021-10-30|22138.0|0|22138.0|0|234.0|0|0.0|100
0|2021-10-31|22138.0|0|22138.0|0|234.0|0|0.0|100
0|2021-11-01|22138.0|0|22138.0|0|234.0|0|0.0|100
0|2021-11-02|22243.0|0|22243.0|0|234.0|0|0.0|100
0|2021-11-03|22340.0|0|22340.0|0|234.0|0|0.0|100
0|2021-11-04|22427.0|0|22427.0|0|236.0|0|0.0|100
0|2021-11-05|22516.0|0|22516.0|0|236.0|0|0.0|100
0|2021-11-06|22596.0|0|22596.0|0|236.0|0|0.0|100
0|2021-11-07|22596.0|0|22596.0|0|236.0|0|0.0|100
0|2021-11-08|22596.0|0|22596.0|0|236.0|0|0.0|100
0|2021-11-09|22691.0|0|22691.0|0|236.0|0|0.0|100
0|2021-11-10|22691.0|0|22820.0|0|236.0|0|0.0|100
0|2021-11-11|22941.0|0|22941.0|0|236.0|0|0.0|100
0|2021-11-12|22941.0|0|22941.0|0|236.0|0|0.0|100
0|2021-11-13|23017.0|0|23017.0|0|243.0|0|0.0|100
0|2021-11-14|23017.0|0|23017.0|0|243.0|0|0.0|100
0|2021-11-15|23016.0|0|23016.0|0|243.0|0|0.0|100
0|2021-11-16|23171.0|0|23171.0|0|245.0|0|0.0|100
0|2021-11-17|23348.0|0|23348.0|0|245.0|0|0.0|100
0|2021-11-18|23472.0|0|23472.0|0|246.0|0|0.0|100
0|2021-11-19|23665.0|0|23665.0|0|248.0|0|0.0|100
0|2021-11-20|23759.0|0|23759.0|0|248.0|0|0.0|100
0|2021-11-21|23759.0|0|23759.0|0|248.0|0|0.0|100
0|2021-11-22|23759.0|0|23759.0|0|248.0|0|0.0|100
0|2021-11-23|23932.0|0|23932.0|0|250.0|0|0.0|100
0|2021-11-24|24053.0|0|24053.0|0|250.0|0|0.0|100
0|2021-11-25|24100.0|0|24100.0|0|250.0|0|0.0|100
0|2021-11-26|24100.0|0|24100.0|0|250.0|0|0.0|100
0|2021-11-27|24100.0|0|24100.0|0|250.0|0|0.0|100
0|2021-11-28|24100.0|0|24100.0|0|250.0|0|0.0|100
0|2021-11-29|24122.0|0|24122.0|0|252.0|0|0.0|100
0|2021-11-30|24267.0|0|24267.0|0|254.0|0|0.0|100
0|2021-12-01|24384.0|0|24384.0|0|254.0|0|0.0|100
0|2021-12-02|24384.0|0|24512.0|0|254.0|0|0.0|100
0|2021-12-03|24609.0|0|24609.0|0|254.0|0|0.0|100
0|2021-12-04|24717.0|0|24717.0|0|254.0|0|0.0|100
0|2021-12-05|24717.0|0|24717.0|0|254.0|0|0.0|100
0|2021-12-06|24717.0|0|24717.0|0|254.0|0|0.0|100
0|2021-12-07|24846.0|0|24846.0|0|254.0|0|0.0|100
0|2021-12-08|25031.0|0|25031.0|0|254.0|0|0.0|100
0|2021-12-09|25259.0|0|25259.0|0|254.0|0|0.0|100
