|dates|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FranklinCity_Virginia_UnitedStates.NYT_ConfirmedCases.data|FranklinCity_Virginia_UnitedStates.NYT_ConfirmedCases.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FranklinCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1593.0|0|1593.0|0|41.0|0|0.0|100
0|2021-10-18|1600.0|0|1600.0|0|42.0|0|0.0|100
0|2021-10-19|1602.0|0|1602.0|0|42.0|0|0.0|100
0|2021-10-20|1603.0|0|1603.0|0|42.0|0|0.0|100
0|2021-10-21|1603.0|0|1603.0|0|42.0|0|0.0|100
0|2021-10-22|1605.0|0|1605.0|0|42.0|0|0.0|100
0|2021-10-23|1605.0|0|1605.0|0|42.0|0|0.0|100
0|2021-10-24|1605.0|0|1605.0|0|42.0|0|0.0|100
0|2021-10-25|1612.0|0|1612.0|0|42.0|0|0.0|100
0|2021-10-26|1614.0|0|1614.0|0|42.0|0|0.0|100
0|2021-10-27|1615.0|0|1615.0|0|43.0|0|0.0|100
0|2021-10-28|1619.0|0|1619.0|0|43.0|0|0.0|100
0|2021-10-29|1623.0|0|1623.0|0|43.0|0|0.0|100
0|2021-10-30|1623.0|0|1623.0|0|43.0|0|0.0|100
0|2021-10-31|1623.0|0|1623.0|0|43.0|0|0.0|100
0|2021-11-01|1627.0|0|1627.0|0|44.0|0|0.0|100
0|2021-11-02|1630.0|0|1630.0|0|44.0|0|0.0|100
0|2021-11-03|1634.0|0|1634.0|0|44.0|0|0.0|100
0|2021-11-04|1637.0|0|1637.0|0|44.0|0|0.0|100
0|2021-11-05|1640.0|0|1640.0|0|44.0|0|0.0|100
0|2021-11-06|1640.0|0|1640.0|0|44.0|0|0.0|100
0|2021-11-07|1640.0|0|1640.0|0|44.0|0|0.0|100
0|2021-11-08|1647.0|0|1647.0|0|44.0|0|0.0|100
0|2021-11-09|1648.0|0|1648.0|0|44.0|0|0.0|100
0|2021-11-10|1648.0|0|1649.0|0|44.0|0|0.0|100
0|2021-11-11|1652.0|0|1652.0|0|44.0|0|0.0|100
0|2021-11-12|1652.0|0|1652.0|0|44.0|0|0.0|100
0|2021-11-13|1652.0|0|1652.0|0|44.0|0|0.0|100
0|2021-11-14|1652.0|0|1652.0|0|44.0|0|0.0|100
0|2021-11-15|1661.0|0|1661.0|0|44.0|0|0.0|100
0|2021-11-16|1661.0|0|1661.0|0|44.0|0|0.0|100
0|2021-11-17|1663.0|0|1663.0|0|44.0|0|0.0|100
0|2021-11-18|1664.0|0|1664.0|0|44.0|0|0.0|100
0|2021-11-19|1665.0|0|1665.0|0|44.0|0|0.0|100
0|2021-11-20|1665.0|0|1665.0|0|44.0|0|0.0|100
0|2021-11-21|1665.0|0|1665.0|0|44.0|0|0.0|100
0|2021-11-22|1667.0|0|1667.0|0|44.0|0|0.0|100
0|2021-11-23|1672.0|0|1672.0|0|44.0|0|0.0|100
0|2021-11-24|1673.0|0|1673.0|0|44.0|0|0.0|100
0|2021-11-25|1674.0|0|1674.0|0|44.0|0|0.0|100
0|2021-11-26|1674.0|0|1674.0|0|44.0|0|0.0|100
0|2021-11-27|1674.0|0|1674.0|0|44.0|0|0.0|100
0|2021-11-28|1674.0|0|1674.0|0|44.0|0|0.0|100
0|2021-11-29|1676.0|0|1676.0|0|44.0|0|0.0|100
0|2021-11-30|1676.0|0|1676.0|0|44.0|0|0.0|100
0|2021-12-01|1676.0|0|1676.0|0|44.0|0|0.0|100
0|2021-12-02|1679.0|0|1679.0|0|44.0|0|0.0|100
0|2021-12-03|1681.0|0|1681.0|0|44.0|0|0.0|100
0|2021-12-04|1681.0|0|1681.0|0|44.0|0|0.0|100
0|2021-12-05|1681.0|0|1681.0|0|44.0|0|0.0|100
0|2021-12-06|1686.0|0|1686.0|0|43.0|0|0.0|100
0|2021-12-07|1689.0|0|1689.0|0|43.0|0|0.0|100
0|2021-12-08|1692.0|0|1692.0|0|43.0|0|0.0|100
0|2021-12-09|1694.0|0|1694.0|0|43.0|0|0.0|100
0|2021-12-10|1699.0|0|1699.0|0|43.0|0|0.0|100
0|2021-12-11|1699.0|0|1699.0|0|43.0|0|0.0|100
0|2021-12-12|1699.0|0|1699.0|0|43.0|0|0.0|100
0|2021-12-13|1707.0|0|1707.0|0|43.0|0|0.0|100
0|2021-12-14|1707.0|0|1708.0|0|43.0|0|0.0|100
0|2021-12-15|1707.0|0|1707.0|0|43.0|0|0.0|100
0|2021-12-16|1710.0|0|1710.0|0|43.0|0|0.0|100
0|2021-12-17|1712.0|0|1712.0|0|43.0|0|0.0|100
0|2021-12-18|1712.0|0|1712.0|0|43.0|0|0.0|100
0|2021-12-19|1712.0|0|1712.0|0|43.0|0|0.0|100
0|2021-12-20|1719.0|0|1719.0|0|43.0|0|0.0|100
0|2021-12-21|1723.0|0|1723.0|0|43.0|0|0.0|100
0|2021-12-22|1726.0|0|1726.0|0|44.0|0|0.0|100
0|2021-12-23|1727.0|0|1727.0|0|44.0|0|0.0|100
0|2021-12-24|1738.0|0|1738.0|0|44.0|0|0.0|100
0|2021-12-25|1738.0|0|1738.0|0|44.0|0|0.0|100
0|2021-12-26|1738.0|0|1738.0|0|44.0|0|0.0|100
0|2021-12-27|1752.0|0|1752.0|0|44.0|0|0.0|100
0|2021-12-28|1755.0|0|1755.0|0|44.0|0|0.0|100
0|2021-12-29|1763.0|0|1763.0|0|44.0|0|0.0|100
0|2021-12-30|1763.0|0|1772.0|0|44.0|0|0.0|100
