|dates|Morgan_Illinois_UnitedStates.JHU_ConfirmedCases.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Illinois_UnitedStates.NYT_ConfirmedCases.data|Morgan_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|5244.0|0|5401.0|0|102.0|0|0.0|100
0|2021-11-20|5244.0|0|5401.0|0|102.0|0|0.0|100
0|2021-11-21|5244.0|0|5401.0|0|102.0|0|0.0|100
0|2021-11-22|5266.0|0|5433.0|0|102.0|0|0.0|100
0|2021-11-23|5270.0|0|5433.0|0|102.0|0|0.0|100
0|2021-11-24|5281.0|0|5433.0|0|102.0|0|0.0|100
0|2021-11-25|5281.0|0|5433.0|0|102.0|0|0.0|100
0|2021-11-26|5281.0|0|5433.0|0|102.0|0|0.0|100
0|2021-11-27|5281.0|0|5433.0|0|102.0|0|0.0|100
0|2021-11-28|5281.0|0|5433.0|0|102.0|0|0.0|100
0|2021-11-29|5342.0|0|5433.0|0|103.0|0|0.0|100
0|2021-11-30|5350.0|0|5520.0|0|103.0|0|0.0|100
0|2021-12-01|5374.0|0|5520.0|0|103.0|0|0.0|100
0|2021-12-02|5419.0|0|5520.0|0|103.0|0|0.0|100
0|2021-12-03|5435.0|0|5520.0|0|103.0|0|0.0|100
0|2021-12-04|5435.0|0|5520.0|0|103.0|0|0.0|100
0|2021-12-05|5435.0|0|5520.0|0|103.0|0|0.0|100
0|2021-12-06|5485.0|0|5651.0|0|103.0|0|0.0|100
0|2021-12-07|5511.0|0|5651.0|0|103.0|0|0.0|100
0|2021-12-08|5529.0|0|5651.0|0|103.0|0|0.0|100
0|2021-12-09|5570.0|0|5651.0|0|103.0|0|0.0|100
0|2021-12-10|5599.0|0|5651.0|0|103.0|0|0.0|100
0|2021-12-11|5599.0|0|5651.0|0|103.0|0|0.0|100
0|2021-12-12|5599.0|0|5651.0|0|103.0|0|0.0|100
0|2021-12-13|5643.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-14|5643.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-15|5703.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-16|5746.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-17|5770.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-18|5770.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-19|5770.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-20|5830.0|0|5831.0|0|103.0|0|0.0|100
0|2021-12-21|5844.0|0|5844.0|0|103.0|0|0.0|100
0|2021-12-22|5865.0|0|5865.0|0|103.0|0|0.0|100
0|2021-12-23|5879.0|0|5879.0|0|103.0|0|0.0|100
0|2021-12-24|5879.0|0|5879.0|0|103.0|0|0.0|100
0|2021-12-25|5879.0|0|5879.0|0|103.0|0|0.0|100
0|2021-12-26|5879.0|0|5879.0|0|103.0|0|0.0|100
0|2021-12-27|5926.0|0|5926.0|0|103.0|0|0.0|100
0|2021-12-28|5978.0|0|5978.0|0|103.0|0|0.0|100
0|2021-12-29|5986.0|0|5986.0|0|103.0|0|0.0|100
0|2021-12-30|6034.0|0|6034.0|0|104.0|0|0.0|100
0|2021-12-31|6034.0|0|6034.0|0|104.0|0|0.0|100
0|2022-01-01|6034.0|0|6034.0|0|104.0|0|0.0|100
0|2022-01-02|6034.0|0|6034.0|0|104.0|0|0.0|100
0|2022-01-03|6175.0|0|6175.0|0|106.0|0|0.0|100
0|2022-01-04|6234.0|0|6234.0|0|106.0|0|0.0|100
0|2022-01-05|6359.0|0|6359.0|0|106.0|0|0.0|100
0|2022-01-06|6472.0|0|6472.0|0|106.0|0|0.0|100
0|2022-01-07|6689.0|0|6689.0|0|106.0|0|0.0|100
0|2022-01-08|6689.0|0|6689.0|0|106.0|0|0.0|100
0|2022-01-09|6689.0|0|6689.0|0|106.0|0|0.0|100
0|2022-01-10|6850.0|0|6850.0|0|107.0|0|0.0|100
0|2022-01-11|6964.0|0|6964.0|0|107.0|0|0.0|100
0|2022-01-12|7147.0|0|7147.0|0|107.0|0|0.0|100
0|2022-01-13|7147.0|0|7329.0|0|107.0|0|0.0|100
0|2022-01-14|7496.0|0|7496.0|0|107.0|0|0.0|100
0|2022-01-15|7496.0|0|7496.0|0|107.0|0|0.0|100
0|2022-01-16|7496.0|0|7496.0|0|107.0|0|0.0|100
0|2022-01-17|7496.0|0|0.0|100|107.0|0|0.0|100
