|dates|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tippah_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Tippah_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|5039.0|0|5039.0|0|85.0|0|0.0|100
0|2021-12-16|5045.0|0|5045.0|0|85.0|0|0.0|100
0|2021-12-17|5049.0|0|5049.0|0|85.0|0|0.0|100
0|2021-12-18|5049.0|0|5049.0|0|85.0|0|0.0|100
0|2021-12-19|5049.0|0|5049.0|0|85.0|0|0.0|100
0|2021-12-20|5063.0|0|5063.0|0|85.0|0|0.0|100
0|2021-12-21|5071.0|0|5071.0|0|85.0|0|0.0|100
0|2021-12-22|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-23|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-24|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-25|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-26|5082.0|0|5082.0|0|85.0|0|0.0|100
0|2021-12-27|5137.0|0|5137.0|0|85.0|0|0.0|100
0|2021-12-28|5168.0|0|5168.0|0|85.0|0|0.0|100
0|2021-12-29|5188.0|0|5188.0|0|86.0|0|0.0|100
0|2021-12-30|5212.0|0|5212.0|0|86.0|0|0.0|100
0|2021-12-31|5212.0|0|5212.0|0|86.0|0|0.0|100
0|2022-01-01|5212.0|0|5212.0|0|86.0|0|0.0|100
0|2022-01-02|5212.0|0|5212.0|0|86.0|0|0.0|100
0|2022-01-03|5291.0|0|5291.0|0|86.0|0|0.0|100
0|2022-01-04|5326.0|0|5326.0|0|87.0|0|0.0|100
0|2022-01-05|5348.0|0|5348.0|0|87.0|0|0.0|100
0|2022-01-06|5415.0|0|5415.0|0|87.0|0|0.0|100
0|2022-01-07|5480.0|0|5480.0|0|87.0|0|0.0|100
0|2022-01-08|5480.0|0|5480.0|0|87.0|0|0.0|100
0|2022-01-09|5480.0|0|5480.0|0|87.0|0|0.0|100
0|2022-01-10|5480.0|0|5504.0|0|87.0|0|0.0|100
0|2022-01-11|5582.0|0|5582.0|0|88.0|0|0.0|100
0|2022-01-12|5582.0|0|5614.0|0|88.0|0|0.0|100
0|2022-01-13|5582.0|0|5701.0|0|88.0|0|0.0|100
0|2022-01-14|5776.0|0|5776.0|0|89.0|0|0.0|100
0|2022-01-15|5776.0|0|5776.0|0|89.0|0|0.0|100
0|2022-01-16|5776.0|0|5776.0|0|89.0|0|0.0|100
0|2022-01-17|5776.0|0|0.0|100|89.0|0|0.0|100
