|dates|Nemaha_Kansas_UnitedStates.JHU_ConfirmedCases.data|Nemaha_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Nemaha_Kansas_UnitedStates.NYT_ConfirmedCases.data|Nemaha_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Nemaha_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Nemaha_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Nemaha_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Nemaha_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|1974.0|0|1974.0|0|56.0|0|0.0|100
0|2021-11-08|1987.0|0|1987.0|0|56.0|0|0.0|100
0|2021-11-09|1987.0|0|1987.0|0|56.0|0|0.0|100
0|2021-11-10|1987.0|0|2012.0|0|56.0|0|0.0|100
0|2021-11-11|2012.0|0|2012.0|0|56.0|0|0.0|100
0|2021-11-12|2040.0|0|2040.0|0|56.0|0|0.0|100
0|2021-11-13|2040.0|0|2040.0|0|56.0|0|0.0|100
0|2021-11-14|2040.0|0|2040.0|0|56.0|0|0.0|100
0|2021-11-15|2061.0|0|2061.0|0|56.0|0|0.0|100
0|2021-11-16|2061.0|0|2061.0|0|56.0|0|0.0|100
0|2021-11-17|2102.0|0|2102.0|0|56.0|0|0.0|100
0|2021-11-18|2102.0|0|2102.0|0|56.0|0|0.0|100
0|2021-11-19|2117.0|0|2117.0|0|56.0|0|0.0|100
0|2021-11-20|2117.0|0|2117.0|0|56.0|0|0.0|100
0|2021-11-21|2117.0|0|2117.0|0|56.0|0|0.0|100
0|2021-11-22|2128.0|0|2128.0|0|56.0|0|0.0|100
0|2021-11-23|2128.0|0|2128.0|0|56.0|0|0.0|100
0|2021-11-24|2128.0|0|2152.0|0|56.0|0|0.0|100
0|2021-11-25|2152.0|0|2152.0|0|56.0|0|0.0|100
0|2021-11-26|2152.0|0|2152.0|0|56.0|0|0.0|100
0|2021-11-27|2152.0|0|2152.0|0|56.0|0|0.0|100
0|2021-11-28|2152.0|0|2152.0|0|56.0|0|0.0|100
0|2021-11-29|2189.0|0|2189.0|0|56.0|0|0.0|100
0|2021-11-30|2189.0|0|2189.0|0|56.0|0|0.0|100
0|2021-12-01|2221.0|0|2221.0|0|56.0|0|0.0|100
0|2021-12-02|2221.0|0|2221.0|0|56.0|0|0.0|100
0|2021-12-03|2221.0|0|2256.0|0|56.0|0|0.0|100
0|2021-12-04|2256.0|0|2256.0|0|56.0|0|0.0|100
0|2021-12-05|2256.0|0|2256.0|0|56.0|0|0.0|100
0|2021-12-06|2262.0|0|2262.0|0|56.0|0|0.0|100
0|2021-12-07|2262.0|0|2262.0|0|56.0|0|0.0|100
0|2021-12-08|2296.0|0|2296.0|0|56.0|0|0.0|100
0|2021-12-09|2296.0|0|2296.0|0|56.0|0|0.0|100
0|2021-12-10|2314.0|0|2314.0|0|56.0|0|0.0|100
0|2021-12-11|2314.0|0|2314.0|0|56.0|0|0.0|100
0|2021-12-12|2314.0|0|2314.0|0|56.0|0|0.0|100
0|2021-12-13|2326.0|0|2326.0|0|56.0|0|0.0|100
0|2021-12-14|2326.0|0|2326.0|0|56.0|0|0.0|100
0|2021-12-15|2357.0|0|2357.0|0|56.0|0|0.0|100
0|2021-12-16|2357.0|0|2357.0|0|56.0|0|0.0|100
0|2021-12-17|2380.0|0|2380.0|0|56.0|0|0.0|100
0|2021-12-18|2380.0|0|2380.0|0|56.0|0|0.0|100
0|2021-12-19|2380.0|0|2380.0|0|56.0|0|0.0|100
0|2021-12-20|2400.0|0|2400.0|0|56.0|0|0.0|100
0|2021-12-21|2400.0|0|2400.0|0|56.0|0|0.0|100
0|2021-12-22|2420.0|0|2420.0|0|56.0|0|0.0|100
0|2021-12-23|2420.0|0|2420.0|0|56.0|0|0.0|100
0|2021-12-24|2420.0|0|2420.0|0|56.0|0|0.0|100
0|2021-12-25|2420.0|0|2420.0|0|56.0|0|0.0|100
0|2021-12-26|2420.0|0|2420.0|0|56.0|0|0.0|100
0|2021-12-27|2446.0|0|2446.0|0|56.0|0|0.0|100
0|2021-12-28|2446.0|0|2446.0|0|56.0|0|0.0|100
0|2021-12-29|2462.0|0|2462.0|0|56.0|0|0.0|100
0|2021-12-30|2462.0|0|2462.0|0|56.0|0|0.0|100
0|2021-12-31|2462.0|0|2462.0|0|56.0|0|0.0|100
0|2022-01-01|2462.0|0|2462.0|0|56.0|0|0.0|100
0|2022-01-02|2462.0|0|2462.0|0|56.0|0|0.0|100
0|2022-01-03|2487.0|0|2487.0|0|56.0|0|0.0|100
0|2022-01-04|2487.0|0|2487.0|0|56.0|0|0.0|100
0|2022-01-05|2521.0|0|2521.0|0|56.0|0|0.0|100
0|2022-01-06|2521.0|0|2521.0|0|56.0|0|0.0|100
0|2022-01-07|2562.0|0|2562.0|0|58.0|0|0.0|100
0|2022-01-08|2562.0|0|2562.0|0|58.0|0|0.0|100
0|2022-01-09|2562.0|0|2562.0|0|58.0|0|0.0|100
0|2022-01-10|2590.0|0|2590.0|0|58.0|0|0.0|100
0|2022-01-11|2590.0|0|2590.0|0|58.0|0|0.0|100
0|2022-01-12|2590.0|0|2625.0|0|58.0|0|0.0|100
0|2022-01-13|2590.0|0|2660.0|0|58.0|0|0.0|100
0|2022-01-14|2749.0|0|2749.0|0|60.0|0|0.0|100
0|2022-01-15|2749.0|0|2749.0|0|60.0|0|0.0|100
0|2022-01-16|2749.0|0|2749.0|0|60.0|0|0.0|100
0|2022-01-17|2749.0|0|0.0|100|60.0|0|0.0|100
