|dates|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedCases.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Esmeralda_Nevada_UnitedStates.NYT_ConfirmedCases.data|Esmeralda_Nevada_UnitedStates.NYT_ConfirmedCases.missing|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|63.0|0|63.0|0|2.0|0|0.0|100
0|2022-01-01|63.0|0|63.0|0|2.0|0|0.0|100
0|2022-01-02|63.0|0|63.0|0|2.0|0|0.0|100
0|2022-01-03|67.0|0|67.0|0|2.0|0|0.0|100
0|2022-01-04|69.0|0|69.0|0|2.0|0|0.0|100
0|2022-01-05|70.0|0|70.0|0|2.0|0|0.0|100
0|2022-01-06|70.0|0|70.0|0|2.0|0|0.0|100
0|2022-01-07|70.0|0|70.0|0|2.0|0|0.0|100
0|2022-01-08|70.0|0|70.0|0|2.0|0|0.0|100
0|2022-01-09|70.0|0|70.0|0|2.0|0|0.0|100
0|2022-01-10|71.0|0|73.0|0|2.0|0|0.0|100
0|2022-01-11|72.0|0|74.0|0|2.0|0|0.0|100
0|2022-01-12|72.0|0|74.0|0|2.0|0|0.0|100
0|2022-01-13|72.0|0|74.0|0|2.0|0|0.0|100
0|2022-01-14|72.0|0|74.0|0|2.0|0|0.0|100
0|2022-01-15|72.0|0|74.0|0|2.0|0|0.0|100
0|2022-01-16|72.0|0|74.0|0|2.0|0|0.0|100
0|2022-01-17|72.0|0|0.0|100|2.0|0|0.0|100
