|dates|Lincoln_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|5635.0|0|5635.0|0|60.0|0|0.0|100
0|2021-11-16|5650.0|0|5650.0|0|60.0|0|0.0|100
0|2021-11-17|5676.0|0|5676.0|0|60.0|0|0.0|100
0|2021-11-18|5700.0|0|5700.0|0|60.0|0|0.0|100
0|2021-11-19|5719.0|0|5719.0|0|60.0|0|0.0|100
0|2021-11-20|5719.0|0|5719.0|0|60.0|0|0.0|100
0|2021-11-21|5719.0|0|5719.0|0|60.0|0|0.0|100
0|2021-11-22|5800.0|0|5800.0|0|60.0|0|0.0|100
0|2021-11-23|5815.0|0|5815.0|0|60.0|0|0.0|100
0|2021-11-24|5833.0|0|5833.0|0|60.0|0|0.0|100
0|2021-11-25|5833.0|0|5833.0|0|60.0|0|0.0|100
0|2021-11-26|5833.0|0|5833.0|0|60.0|0|0.0|100
0|2021-11-27|5833.0|0|5833.0|0|60.0|0|0.0|100
0|2021-11-28|5833.0|0|5833.0|0|60.0|0|0.0|100
0|2021-11-29|5908.0|0|5908.0|0|60.0|0|0.0|100
0|2021-11-30|5933.0|0|5933.0|0|60.0|0|0.0|100
0|2021-12-01|5955.0|0|5955.0|0|60.0|0|0.0|100
0|2021-12-02|5976.0|0|5976.0|0|60.0|0|0.0|100
0|2021-12-03|5976.0|0|6022.0|0|60.0|0|0.0|100
0|2021-12-04|6022.0|0|6022.0|0|60.0|0|0.0|100
0|2021-12-05|6022.0|0|6022.0|0|60.0|0|0.0|100
0|2021-12-06|6072.0|0|6072.0|0|60.0|0|0.0|100
0|2021-12-07|6124.0|0|6124.0|0|60.0|0|0.0|100
0|2021-12-08|6146.0|0|6146.0|0|60.0|0|0.0|100
0|2021-12-09|6165.0|0|6165.0|0|60.0|0|0.0|100
0|2021-12-10|6183.0|0|6183.0|0|60.0|0|0.0|100
0|2021-12-11|6183.0|0|6183.0|0|60.0|0|0.0|100
0|2021-12-12|6183.0|0|6183.0|0|60.0|0|0.0|100
0|2021-12-13|6215.0|0|6215.0|0|60.0|0|0.0|100
0|2021-12-14|6215.0|0|6230.0|0|60.0|0|0.0|100
0|2021-12-15|6263.0|0|6263.0|0|60.0|0|0.0|100
0|2021-12-16|6282.0|0|6282.0|0|60.0|0|0.0|100
0|2021-12-17|6288.0|0|6288.0|0|60.0|0|0.0|100
0|2021-12-18|6288.0|0|6288.0|0|60.0|0|0.0|100
0|2021-12-19|6288.0|0|6288.0|0|60.0|0|0.0|100
0|2021-12-20|6312.0|0|6312.0|0|60.0|0|0.0|100
0|2021-12-21|6329.0|0|6329.0|0|60.0|0|0.0|100
0|2021-12-22|6341.0|0|6341.0|0|60.0|0|0.0|100
0|2021-12-23|6370.0|0|6370.0|0|60.0|0|0.0|100
0|2021-12-24|6370.0|0|6370.0|0|60.0|0|0.0|100
0|2021-12-25|6370.0|0|6370.0|0|60.0|0|0.0|100
0|2021-12-26|6370.0|0|6370.0|0|60.0|0|0.0|100
0|2021-12-27|6370.0|0|6370.0|0|60.0|0|0.0|100
0|2021-12-28|6433.0|0|6433.0|0|60.0|0|0.0|100
0|2021-12-29|6455.0|0|6455.0|0|60.0|0|0.0|100
0|2021-12-30|6476.0|0|6476.0|0|60.0|0|0.0|100
0|2021-12-31|6476.0|0|6476.0|0|60.0|0|0.0|100
0|2022-01-01|6476.0|0|6476.0|0|60.0|0|0.0|100
0|2022-01-02|6476.0|0|6476.0|0|60.0|0|0.0|100
0|2022-01-03|6533.0|0|6533.0|0|60.0|0|0.0|100
0|2022-01-04|6572.0|0|6572.0|0|60.0|0|0.0|100
0|2022-01-05|6607.0|0|6607.0|0|60.0|0|0.0|100
0|2022-01-06|6653.0|0|6653.0|0|60.0|0|0.0|100
0|2022-01-07|6701.0|0|6701.0|0|60.0|0|0.0|100
0|2022-01-08|6701.0|0|6701.0|0|60.0|0|0.0|100
0|2022-01-09|6701.0|0|6701.0|0|60.0|0|0.0|100
0|2022-01-10|6767.0|0|6767.0|0|60.0|0|0.0|100
0|2022-01-11|6829.0|0|6829.0|0|60.0|0|0.0|100
0|2022-01-12|6903.0|0|6903.0|0|60.0|0|0.0|100
0|2022-01-13|6903.0|0|6972.0|0|60.0|0|0.0|100
0|2022-01-14|7010.0|0|7010.0|0|60.0|0|0.0|100
0|2022-01-15|7010.0|0|7010.0|0|60.0|0|0.0|100
0|2022-01-16|7010.0|0|7010.0|0|60.0|0|0.0|100
0|2022-01-17|7131.0|0|0.0|100|60.0|0|0.0|100
