|dates|Vieques_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Vieques_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Vieques_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Vieques_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Vieques_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Vieques_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Vieques_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Vieques_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-02|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-03|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-04|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-05|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-06|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-07|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-08|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-09|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-10|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-11|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-12|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-13|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-14|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-15|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-16|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-17|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-18|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-19|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-20|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-21|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-22|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-23|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-24|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-25|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-26|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-27|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-28|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-29|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-30|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-01-31|2292.5|0|180.5|0|7.2988273352203805|0|2473.0|0
0|2020-02-01|2366.0|0|148.5|0|5.905746669317955|0|2514.5|0
0|2020-02-02|2366.0|0|148.5|0|5.905746669317955|0|2514.5|0
0|2020-02-03|2366.0|0|148.5|0|5.905746669317955|0|2514.5|0
0|2020-02-04|2366.0|0|148.5|0|5.905746669317955|0|2514.5|0
0|2020-02-05|2366.0|0|148.5|0|5.905746669317955|0|2514.5|0
0|2020-02-06|2366.0|0|148.5|0|5.905746669317955|0|2514.5|0
0|2020-02-07|2366.0|0|148.5|0|5.905746669317955|0|2514.5|0
