|dates|Stafford_Virginia_UnitedStates.JHU_ConfirmedCases.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Stafford_Virginia_UnitedStates.NYT_ConfirmedCases.data|Stafford_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Stafford_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Stafford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Stafford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|18313.0|0|18313.0|0|114.0|0|0.0|100
0|2021-12-23|18484.0|0|18484.0|0|114.0|0|0.0|100
0|2021-12-24|18747.0|0|18747.0|0|114.0|0|0.0|100
0|2021-12-25|18747.0|0|18747.0|0|114.0|0|0.0|100
0|2021-12-26|18747.0|0|18747.0|0|114.0|0|0.0|100
0|2021-12-27|19293.0|0|19293.0|0|114.0|0|0.0|100
0|2021-12-28|19333.0|0|19333.0|0|115.0|0|0.0|100
0|2021-12-29|19484.0|0|19484.0|0|116.0|0|0.0|100
0|2021-12-30|19785.0|0|19785.0|0|116.0|0|0.0|100
0|2021-12-31|20210.0|0|20210.0|0|116.0|0|0.0|100
0|2022-01-01|20210.0|0|20210.0|0|116.0|0|0.0|100
0|2022-01-02|20210.0|0|20210.0|0|116.0|0|0.0|100
0|2022-01-03|21210.0|0|21210.0|0|116.0|0|0.0|100
0|2022-01-04|22050.0|0|22050.0|0|116.0|0|0.0|100
0|2022-01-05|22138.0|0|22138.0|0|119.0|0|0.0|100
0|2022-01-06|22250.0|0|22250.0|0|119.0|0|0.0|100
0|2022-01-07|22522.0|0|22522.0|0|119.0|0|0.0|100
0|2022-01-08|22522.0|0|22522.0|0|119.0|0|0.0|100
0|2022-01-09|22522.0|0|22522.0|0|119.0|0|0.0|100
0|2022-01-10|23645.0|0|23645.0|0|119.0|0|0.0|100
0|2022-01-11|23948.0|0|23948.0|0|119.0|0|0.0|100
0|2022-01-12|24314.0|0|24314.0|0|119.0|0|0.0|100
0|2022-01-13|24314.0|0|24636.0|0|119.0|0|0.0|100
0|2022-01-14|24960.0|0|24960.0|0|119.0|0|0.0|100
0|2022-01-15|24960.0|0|24960.0|0|119.0|0|0.0|100
0|2022-01-16|24960.0|0|24960.0|0|119.0|0|0.0|100
0|2022-01-17|25521.0|0|0.0|100|119.0|0|0.0|100
