|dates|Jefferson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2544.0|0|2544.0|0|47.0|0|0.0|100
0|2021-10-18|2548.0|0|2548.0|0|47.0|0|0.0|100
0|2021-10-19|2548.0|0|2548.0|0|47.0|0|0.0|100
0|2021-10-20|2554.0|0|2554.0|0|47.0|0|0.0|100
0|2021-10-21|2554.0|0|2554.0|0|47.0|0|0.0|100
0|2021-10-22|2574.0|0|2574.0|0|47.0|0|0.0|100
0|2021-10-23|2574.0|0|2574.0|0|47.0|0|0.0|100
0|2021-10-24|2574.0|0|2574.0|0|47.0|0|0.0|100
0|2021-10-25|2581.0|0|2581.0|0|47.0|0|0.0|100
0|2021-10-26|2581.0|0|2581.0|0|47.0|0|0.0|100
0|2021-10-27|2596.0|0|2596.0|0|49.0|0|0.0|100
0|2021-10-28|2596.0|0|2596.0|0|49.0|0|0.0|100
0|2021-10-29|2601.0|0|2601.0|0|49.0|0|0.0|100
0|2021-10-30|2601.0|0|2601.0|0|49.0|0|0.0|100
0|2021-10-31|2601.0|0|2601.0|0|49.0|0|0.0|100
0|2021-11-01|2608.0|0|2608.0|0|49.0|0|0.0|100
0|2021-11-02|2608.0|0|2608.0|0|49.0|0|0.0|100
0|2021-11-03|2617.0|0|2617.0|0|49.0|0|0.0|100
0|2021-11-04|2617.0|0|2617.0|0|49.0|0|0.0|100
0|2021-11-05|2634.0|0|2634.0|0|49.0|0|0.0|100
0|2021-11-06|2634.0|0|2634.0|0|49.0|0|0.0|100
0|2021-11-07|2634.0|0|2634.0|0|49.0|0|0.0|100
0|2021-11-08|2642.0|0|2642.0|0|49.0|0|0.0|100
0|2021-11-09|2642.0|0|2642.0|0|49.0|0|0.0|100
0|2021-11-10|2642.0|0|2662.0|0|49.0|0|0.0|100
0|2021-11-11|2662.0|0|2662.0|0|50.0|0|0.0|100
0|2021-11-12|2675.0|0|2675.0|0|50.0|0|0.0|100
0|2021-11-13|2675.0|0|2675.0|0|50.0|0|0.0|100
0|2021-11-14|2675.0|0|2675.0|0|50.0|0|0.0|100
0|2021-11-15|2687.0|0|2687.0|0|50.0|0|0.0|100
0|2021-11-16|2687.0|0|2687.0|0|50.0|0|0.0|100
0|2021-11-17|2701.0|0|2701.0|0|50.0|0|0.0|100
0|2021-11-18|2701.0|0|2701.0|0|50.0|0|0.0|100
0|2021-11-19|2718.0|0|2718.0|0|50.0|0|0.0|100
0|2021-11-20|2718.0|0|2718.0|0|50.0|0|0.0|100
