|dates|Lancaster_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Lancaster_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Lancaster_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Lancaster_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Lancaster_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Lancaster_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Lancaster_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Lancaster_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-18|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-19|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-20|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-21|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-22|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-23|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-24|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-25|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-26|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-27|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-28|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-29|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-30|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-10-31|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-01|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-02|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-03|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-04|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-05|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-06|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-07|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-08|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-09|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-10|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-11|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-12|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-13|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-14|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-15|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-16|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-17|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-18|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-19|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
0|2021-11-20|40710.0|0|1618.0|0|3.8225288225288225|0|42328.0|0
