|dates|McClain_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|McClain_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|McClain_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|McClain_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|McClain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|McClain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|McClain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|McClain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7325.0|0|7325.0|0|92.0|0|0.0|100
0|2021-10-18|7325.0|0|7325.0|0|92.0|0|0.0|100
0|2021-10-19|7325.0|0|7325.0|0|92.0|0|0.0|100
0|2021-10-20|7399.0|0|7399.0|0|100.0|0|0.0|100
0|2021-10-21|7399.0|0|7399.0|0|100.0|0|0.0|100
0|2021-10-22|7399.0|0|7399.0|0|100.0|0|0.0|100
0|2021-10-23|7399.0|0|7399.0|0|100.0|0|0.0|100
0|2021-10-24|7399.0|0|7399.0|0|100.0|0|0.0|100
0|2021-10-25|7399.0|0|7399.0|0|100.0|0|0.0|100
0|2021-10-26|7399.0|0|7399.0|0|100.0|0|0.0|100
0|2021-10-27|7449.0|0|7449.0|0|104.0|0|0.0|100
0|2021-10-28|7449.0|0|7449.0|0|104.0|0|0.0|100
0|2021-10-29|7449.0|0|7449.0|0|104.0|0|0.0|100
0|2021-10-30|7449.0|0|7449.0|0|104.0|0|0.0|100
0|2021-10-31|7449.0|0|7449.0|0|104.0|0|0.0|100
0|2021-11-01|7449.0|0|7449.0|0|104.0|0|0.0|100
0|2021-11-02|7449.0|0|7449.0|0|104.0|0|0.0|100
0|2021-11-03|7480.0|0|7480.0|0|106.0|0|0.0|100
0|2021-11-04|7480.0|0|7480.0|0|106.0|0|0.0|100
0|2021-11-05|7480.0|0|7480.0|0|106.0|0|0.0|100
0|2021-11-06|7480.0|0|7480.0|0|106.0|0|0.0|100
0|2021-11-07|7480.0|0|7480.0|0|106.0|0|0.0|100
0|2021-11-08|7480.0|0|7480.0|0|106.0|0|0.0|100
0|2021-11-09|7480.0|0|7480.0|0|106.0|0|0.0|100
0|2021-11-10|7480.0|0|7550.0|0|106.0|0|0.0|100
0|2021-11-11|7480.0|0|7550.0|0|106.0|0|0.0|100
0|2021-11-12|7550.0|0|7550.0|0|106.0|0|0.0|100
0|2021-11-13|7550.0|0|7550.0|0|106.0|0|0.0|100
0|2021-11-14|7550.0|0|7550.0|0|106.0|0|0.0|100
0|2021-11-15|7550.0|0|7550.0|0|106.0|0|0.0|100
0|2021-11-16|7550.0|0|7550.0|0|106.0|0|0.0|100
0|2021-11-17|7609.0|0|7609.0|0|106.0|0|0.0|100
0|2021-11-18|7609.0|0|7609.0|0|106.0|0|0.0|100
0|2021-11-19|7609.0|0|7609.0|0|106.0|0|0.0|100
0|2021-11-20|7609.0|0|7609.0|0|106.0|0|0.0|100
0|2021-11-21|7609.0|0|7609.0|0|106.0|0|0.0|100
0|2021-11-22|7609.0|0|7609.0|0|106.0|0|0.0|100
0|2021-11-23|7609.0|0|7609.0|0|106.0|0|0.0|100
0|2021-11-24|7661.0|0|7661.0|0|106.0|0|0.0|100
0|2021-11-25|7661.0|0|7661.0|0|106.0|0|0.0|100
0|2021-11-26|7661.0|0|7661.0|0|106.0|0|0.0|100
0|2021-11-27|7661.0|0|7661.0|0|106.0|0|0.0|100
0|2021-11-28|7661.0|0|7661.0|0|106.0|0|0.0|100
0|2021-11-29|7661.0|0|7661.0|0|106.0|0|0.0|100
0|2021-11-30|7661.0|0|7661.0|0|106.0|0|0.0|100
0|2021-12-01|7698.0|0|7698.0|0|106.0|0|0.0|100
0|2021-12-02|7698.0|0|7698.0|0|106.0|0|0.0|100
0|2021-12-03|7698.0|0|7698.0|0|106.0|0|0.0|100
