|dates|TrujilloAlto_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|TrujilloAlto_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|TrujilloAlto_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|TrujilloAlto_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|TrujilloAlto_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|TrujilloAlto_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|TrujilloAlto_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|TrujilloAlto_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-02|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-03|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-04|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-05|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-06|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-07|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-08|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-09|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-10|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-11|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-12|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-13|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-14|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-15|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-16|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-17|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
0|2020-01-18|24061.0|0|1441.0|0|5.650537212767626|0|25502.0|0
