|dates|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Schuylkill_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Schuylkill_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|23930.0|0|23930.0|0|522.0|0|0.0|100
0|2021-12-12|24065.0|0|24065.0|0|524.0|0|0.0|100
0|2021-12-13|24160.0|0|24160.0|0|524.0|0|0.0|100
0|2021-12-14|24160.0|0|24267.0|0|524.0|0|0.0|100
0|2021-12-15|24361.0|0|24361.0|0|527.0|0|0.0|100
0|2021-12-16|24514.0|0|24514.0|0|529.0|0|0.0|100
0|2021-12-17|24627.0|0|24627.0|0|529.0|0|0.0|100
0|2021-12-18|24764.0|0|24764.0|0|533.0|0|0.0|100
0|2021-12-19|24891.0|0|24891.0|0|533.0|0|0.0|100
0|2021-12-20|24954.0|0|24954.0|0|533.0|0|0.0|100
0|2021-12-21|25061.0|0|25061.0|0|536.0|0|0.0|100
0|2021-12-22|25160.0|0|25160.0|0|541.0|0|0.0|100
0|2021-12-23|25262.0|0|25262.0|0|546.0|0|0.0|100
0|2021-12-24|25369.0|0|25369.0|0|549.0|0|0.0|100
0|2021-12-25|25477.0|0|25477.0|0|549.0|0|0.0|100
0|2021-12-26|25560.0|0|25560.0|0|549.0|0|0.0|100
0|2021-12-27|25626.0|0|25626.0|0|549.0|0|0.0|100
0|2021-12-28|25737.0|0|25737.0|0|550.0|0|0.0|100
0|2021-12-29|25854.0|0|25854.0|0|553.0|0|0.0|100
0|2021-12-30|26007.0|0|26007.0|0|554.0|0|0.0|100
0|2021-12-31|26171.0|0|26171.0|0|554.0|0|0.0|100
0|2022-01-01|26330.0|0|26330.0|0|554.0|0|0.0|100
0|2022-01-02|26470.0|0|26470.0|0|554.0|0|0.0|100
0|2022-01-03|26622.0|0|26622.0|0|554.0|0|0.0|100
0|2022-01-04|26749.0|0|26749.0|0|557.0|0|0.0|100
0|2022-01-05|26970.0|0|26970.0|0|562.0|0|0.0|100
0|2022-01-06|27168.0|0|27168.0|0|569.0|0|0.0|100
0|2022-01-07|27401.0|0|27401.0|0|570.0|0|0.0|100
0|2022-01-08|27736.0|0|27736.0|0|571.0|0|0.0|100
0|2022-01-09|28016.0|0|28016.0|0|571.0|0|0.0|100
0|2022-01-10|28294.0|0|28294.0|0|572.0|0|0.0|100
0|2022-01-11|28658.0|0|28658.0|0|582.0|0|0.0|100
0|2022-01-12|28986.0|0|28986.0|0|584.0|0|0.0|100
0|2022-01-13|28986.0|0|29287.0|0|584.0|0|0.0|100
0|2022-01-14|29600.0|0|29600.0|0|589.0|0|0.0|100
0|2022-01-15|29761.0|0|29761.0|0|591.0|0|0.0|100
0|2022-01-16|30185.0|0|30185.0|0|591.0|0|0.0|100
0|2022-01-17|30301.0|0|0.0|100|591.0|0|0.0|100
