|dates|Knox_Ohio_UnitedStates.JHU_ConfirmedCases.data|Knox_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Knox_Ohio_UnitedStates.NYT_ConfirmedCases.data|Knox_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Knox_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7585.0|0|7585.0|0|151.0|0|0.0|100
0|2021-10-18|7606.0|0|7606.0|0|151.0|0|0.0|100
0|2021-10-19|7633.0|0|7633.0|0|151.0|0|0.0|100
0|2021-10-20|7655.0|0|7655.0|0|151.0|0|0.0|100
0|2021-10-21|7679.0|0|7679.0|0|152.0|0|0.0|100
0|2021-10-22|7705.0|0|7705.0|0|152.0|0|0.0|100
0|2021-10-23|7739.0|0|7739.0|0|152.0|0|0.0|100
0|2021-10-24|7751.0|0|7751.0|0|152.0|0|0.0|100
0|2021-10-25|7766.0|0|7766.0|0|153.0|0|0.0|100
0|2021-10-26|7798.0|0|7798.0|0|154.0|0|0.0|100
0|2021-10-27|7837.0|0|7837.0|0|154.0|0|0.0|100
0|2021-10-28|7870.0|0|7870.0|0|154.0|0|0.0|100
0|2021-10-29|7895.0|0|7895.0|0|155.0|0|0.0|100
0|2021-10-30|7923.0|0|7923.0|0|155.0|0|0.0|100
0|2021-10-31|7932.0|0|7932.0|0|156.0|0|0.0|100
0|2021-11-01|7951.0|0|7951.0|0|156.0|0|0.0|100
0|2021-11-02|7995.0|0|7995.0|0|156.0|0|0.0|100
0|2021-11-03|8030.0|0|8030.0|0|156.0|0|0.0|100
0|2021-11-04|8059.0|0|8059.0|0|156.0|0|0.0|100
0|2021-11-05|8081.0|0|8081.0|0|156.0|0|0.0|100
0|2021-11-06|8099.0|0|8099.0|0|156.0|0|0.0|100
0|2021-11-07|8114.0|0|8114.0|0|156.0|0|0.0|100
0|2021-11-08|8133.0|0|8133.0|0|156.0|0|0.0|100
0|2021-11-09|8165.0|0|8165.0|0|161.0|0|0.0|100
0|2021-11-10|8165.0|0|8184.0|0|161.0|0|0.0|100
0|2021-11-11|8207.0|0|8207.0|0|161.0|0|0.0|100
0|2021-11-12|8234.0|0|8234.0|0|162.0|0|0.0|100
0|2021-11-13|8256.0|0|8256.0|0|162.0|0|0.0|100
0|2021-11-14|8274.0|0|8274.0|0|162.0|0|0.0|100
0|2021-11-15|8285.0|0|8285.0|0|162.0|0|0.0|100
0|2021-11-16|8321.0|0|8321.0|0|163.0|0|0.0|100
0|2021-11-17|8351.0|0|8351.0|0|163.0|0|0.0|100
0|2021-11-18|8381.0|0|8381.0|0|163.0|0|0.0|100
0|2021-11-19|8411.0|0|8411.0|0|166.0|0|0.0|100
0|2021-11-20|8442.0|0|8442.0|0|166.0|0|0.0|100
0|2021-11-21|8457.0|0|8457.0|0|166.0|0|0.0|100
0|2021-11-22|8470.0|0|8470.0|0|166.0|0|0.0|100
0|2021-11-23|8501.0|0|8501.0|0|167.0|0|0.0|100
0|2021-11-24|8537.0|0|8537.0|0|167.0|0|0.0|100
0|2021-11-25|8537.0|0|8537.0|0|167.0|0|0.0|100
0|2021-11-26|8570.0|0|8570.0|0|169.0|0|0.0|100
0|2021-11-27|8591.0|0|8591.0|0|169.0|0|0.0|100
0|2021-11-28|8601.0|0|8601.0|0|169.0|0|0.0|100
0|2021-11-29|8618.0|0|8618.0|0|169.0|0|0.0|100
0|2021-11-30|8663.0|0|8663.0|0|170.0|0|0.0|100
0|2021-12-01|8711.0|0|8711.0|0|170.0|0|0.0|100
0|2021-12-02|8761.0|0|8761.0|0|170.0|0|0.0|100
0|2021-12-03|8761.0|0|8792.0|0|170.0|0|0.0|100
0|2021-12-04|8839.0|0|8839.0|0|176.0|0|0.0|100
0|2021-12-05|8869.0|0|8869.0|0|176.0|0|0.0|100
0|2021-12-06|8893.0|0|8893.0|0|176.0|0|0.0|100
0|2021-12-07|8943.0|0|8943.0|0|176.0|0|0.0|100
0|2021-12-08|8982.0|0|8982.0|0|176.0|0|0.0|100
0|2021-12-09|9013.0|0|9013.0|0|176.0|0|0.0|100
0|2021-12-10|9044.0|0|9044.0|0|179.0|0|0.0|100
0|2021-12-11|9087.0|0|9087.0|0|179.0|0|0.0|100
0|2021-12-12|9106.0|0|9106.0|0|179.0|0|0.0|100
0|2021-12-13|9135.0|0|9135.0|0|179.0|0|0.0|100
0|2021-12-14|9135.0|0|9183.0|0|179.0|0|0.0|100
0|2021-12-15|9225.0|0|9225.0|0|179.0|0|0.0|100
0|2021-12-16|9256.0|0|9256.0|0|179.0|0|0.0|100
0|2021-12-17|9293.0|0|9293.0|0|181.0|0|0.0|100
0|2021-12-18|9320.0|0|9320.0|0|181.0|0|0.0|100
0|2021-12-19|9344.0|0|9344.0|0|181.0|0|0.0|100
0|2021-12-20|9374.0|0|9374.0|0|181.0|0|0.0|100
0|2021-12-21|9414.0|0|9414.0|0|181.0|0|0.0|100
0|2021-12-22|9447.0|0|9447.0|0|181.0|0|0.0|100
0|2021-12-23|9495.0|0|9495.0|0|181.0|0|0.0|100
0|2021-12-24|9538.0|0|9538.0|0|186.0|0|0.0|100
0|2021-12-25|9538.0|0|9538.0|0|186.0|0|0.0|100
0|2021-12-26|9595.0|0|9595.0|0|186.0|0|0.0|100
0|2021-12-27|9631.0|0|9631.0|0|186.0|0|0.0|100
0|2021-12-28|9685.0|0|9685.0|0|186.0|0|0.0|100
0|2021-12-29|9762.0|0|9762.0|0|186.0|0|0.0|100
0|2021-12-30|9841.0|0|9841.0|0|186.0|0|0.0|100
0|2021-12-31|9906.0|0|9906.0|0|189.0|0|0.0|100
0|2022-01-01|9906.0|0|9906.0|0|189.0|0|0.0|100
0|2022-01-02|10024.0|0|10024.0|0|189.0|0|0.0|100
