|dates|Knox_Ohio_UnitedStates.JHU_ConfirmedCases.data|Knox_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Knox_Ohio_UnitedStates.NYT_ConfirmedCases.data|Knox_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Knox_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|10080.0|0|10080.0|0|189.0|0|0.0|100
0|2022-01-04|10188.0|0|10188.0|0|190.0|0|0.0|100
0|2022-01-05|10224.0|0|10224.0|0|190.0|0|0.0|100
0|2022-01-06|10332.0|0|10332.0|0|190.0|0|0.0|100
0|2022-01-07|10428.0|0|10428.0|0|193.0|0|0.0|100
0|2022-01-08|10463.0|0|10463.0|0|193.0|0|0.0|100
0|2022-01-09|10579.0|0|10579.0|0|193.0|0|0.0|100
0|2022-01-10|10646.0|0|10646.0|0|193.0|0|0.0|100
0|2022-01-11|10703.0|0|10703.0|0|194.0|0|0.0|100
0|2022-01-12|10767.0|0|10767.0|0|194.0|0|0.0|100
0|2022-01-13|10767.0|0|10822.0|0|194.0|0|0.0|100
0|2022-01-14|11034.0|0|11034.0|0|195.0|0|0.0|100
0|2022-01-15|11242.0|0|11242.0|0|195.0|0|0.0|100
0|2022-01-16|11402.0|0|11402.0|0|195.0|0|0.0|100
0|2022-01-17|11511.0|0|0.0|100|195.0|0|0.0|100
