|dates|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.NYT_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|30816.0|0|30816.0|0|467.0|0|0.0|100
0|2021-11-08|31026.0|0|31026.0|0|467.0|0|0.0|100
0|2021-11-09|31026.0|0|31026.0|0|467.0|0|0.0|100
0|2021-11-10|31026.0|0|31173.0|0|467.0|0|0.0|100
0|2021-11-11|31173.0|0|31173.0|0|471.0|0|0.0|100
0|2021-11-12|31590.0|0|31590.0|0|472.0|0|0.0|100
0|2021-11-13|31590.0|0|31590.0|0|472.0|0|0.0|100
0|2021-11-14|31590.0|0|31590.0|0|472.0|0|0.0|100
0|2021-11-15|32174.0|0|32174.0|0|474.0|0|0.0|100
0|2021-11-16|32174.0|0|32174.0|0|474.0|0|0.0|100
0|2021-11-17|32642.0|0|32642.0|0|478.0|0|0.0|100
0|2021-11-18|32642.0|0|32642.0|0|478.0|0|0.0|100
0|2021-11-19|33154.0|0|33154.0|0|479.0|0|0.0|100
0|2021-11-20|33154.0|0|33154.0|0|479.0|0|0.0|100
0|2021-11-21|33154.0|0|33154.0|0|479.0|0|0.0|100
0|2021-11-22|33522.0|0|33522.0|0|480.0|0|0.0|100
0|2021-11-23|33522.0|0|33522.0|0|480.0|0|0.0|100
0|2021-11-24|34020.0|0|34020.0|0|485.0|0|0.0|100
0|2021-11-25|34020.0|0|34020.0|0|485.0|0|0.0|100
0|2021-11-26|34020.0|0|34020.0|0|485.0|0|0.0|100
0|2021-11-27|34020.0|0|34020.0|0|485.0|0|0.0|100
0|2021-11-28|34020.0|0|34020.0|0|485.0|0|0.0|100
0|2021-11-29|34619.0|0|34619.0|0|488.0|0|0.0|100
0|2021-11-30|34619.0|0|34619.0|0|488.0|0|0.0|100
0|2021-12-01|35135.0|0|35135.0|0|491.0|0|0.0|100
0|2021-12-02|35135.0|0|35135.0|0|491.0|0|0.0|100
0|2021-12-03|35615.0|0|35615.0|0|496.0|0|0.0|100
0|2021-12-04|35615.0|0|35615.0|0|496.0|0|0.0|100
0|2021-12-05|35615.0|0|35615.0|0|496.0|0|0.0|100
0|2021-12-06|36049.0|0|36049.0|0|496.0|0|0.0|100
0|2021-12-07|36049.0|0|36049.0|0|496.0|0|0.0|100
0|2021-12-08|36425.0|0|36425.0|0|503.0|0|0.0|100
0|2021-12-09|36425.0|0|36425.0|0|503.0|0|0.0|100
0|2021-12-10|36843.0|0|36843.0|0|511.0|0|0.0|100
0|2021-12-11|36843.0|0|36843.0|0|511.0|0|0.0|100
0|2021-12-12|36843.0|0|36843.0|0|511.0|0|0.0|100
0|2021-12-13|37181.0|0|37181.0|0|512.0|0|0.0|100
0|2021-12-14|37181.0|0|37181.0|0|512.0|0|0.0|100
0|2021-12-15|37521.0|0|37521.0|0|518.0|0|0.0|100
0|2021-12-16|37521.0|0|37521.0|0|518.0|0|0.0|100
0|2021-12-17|37837.0|0|37837.0|0|525.0|0|0.0|100
0|2021-12-18|37837.0|0|37837.0|0|525.0|0|0.0|100
0|2021-12-19|37837.0|0|37837.0|0|525.0|0|0.0|100
0|2021-12-20|38182.0|0|38182.0|0|525.0|0|0.0|100
0|2021-12-21|38182.0|0|38182.0|0|525.0|0|0.0|100
0|2021-12-22|38630.0|0|38630.0|0|536.0|0|0.0|100
0|2021-12-23|38630.0|0|38630.0|0|536.0|0|0.0|100
0|2021-12-24|38630.0|0|38630.0|0|536.0|0|0.0|100
0|2021-12-25|38630.0|0|38630.0|0|536.0|0|0.0|100
0|2021-12-26|38630.0|0|38630.0|0|536.0|0|0.0|100
0|2021-12-27|39376.0|0|39376.0|0|540.0|0|0.0|100
0|2021-12-28|39376.0|0|39376.0|0|540.0|0|0.0|100
0|2021-12-29|40210.0|0|40210.0|0|548.0|0|0.0|100
0|2021-12-30|40210.0|0|40210.0|0|548.0|0|0.0|100
0|2021-12-31|40210.0|0|40210.0|0|548.0|0|0.0|100
0|2022-01-01|40210.0|0|40210.0|0|548.0|0|0.0|100
0|2022-01-02|40210.0|0|40210.0|0|548.0|0|0.0|100
0|2022-01-03|41584.0|0|41584.0|0|550.0|0|0.0|100
0|2022-01-04|41584.0|0|41584.0|0|550.0|0|0.0|100
0|2022-01-05|43136.0|0|43136.0|0|555.0|0|0.0|100
0|2022-01-06|43136.0|0|43136.0|0|555.0|0|0.0|100
0|2022-01-07|44209.0|0|44209.0|0|557.0|0|0.0|100
0|2022-01-08|44209.0|0|44209.0|0|557.0|0|0.0|100
0|2022-01-09|44209.0|0|44209.0|0|557.0|0|0.0|100
0|2022-01-10|45601.0|0|45601.0|0|559.0|0|0.0|100
0|2022-01-11|45601.0|0|45601.0|0|559.0|0|0.0|100
0|2022-01-12|46870.0|0|46870.0|0|569.0|0|0.0|100
0|2022-01-13|46870.0|0|46870.0|0|569.0|0|0.0|100
0|2022-01-14|47998.0|0|47998.0|0|573.0|0|0.0|100
0|2022-01-15|47998.0|0|47998.0|0|573.0|0|0.0|100
0|2022-01-16|47998.0|0|47998.0|0|573.0|0|0.0|100
0|2022-01-17|47998.0|0|0.0|100|573.0|0|0.0|100
