|dates|Burnet_Texas_UnitedStates.JHU_ConfirmedCases.data|Burnet_Texas_UnitedStates.JHU_ConfirmedCases.missing|Burnet_Texas_UnitedStates.NYT_ConfirmedCases.data|Burnet_Texas_UnitedStates.NYT_ConfirmedCases.missing|Burnet_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Burnet_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Burnet_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Burnet_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7308.0|0|7308.0|0|114.0|0|0.0|100
0|2021-10-18|7323.0|0|7323.0|0|116.0|0|0.0|100
0|2021-10-19|7327.0|0|7327.0|0|116.0|0|0.0|100
0|2021-10-20|7341.0|0|7341.0|0|118.0|0|0.0|100
0|2021-10-21|7345.0|0|7345.0|0|119.0|0|0.0|100
0|2021-10-22|7351.0|0|7351.0|0|119.0|0|0.0|100
0|2021-10-23|7355.0|0|7355.0|0|121.0|0|0.0|100
0|2021-10-24|7355.0|0|7355.0|0|121.0|0|0.0|100
0|2021-10-25|7380.0|0|7380.0|0|121.0|0|0.0|100
0|2021-10-26|7381.0|0|7381.0|0|124.0|0|0.0|100
0|2021-10-27|7387.0|0|7387.0|0|123.0|0|0.0|100
0|2021-10-28|7387.0|0|7387.0|0|124.0|0|0.0|100
0|2021-10-29|7389.0|0|7389.0|0|125.0|0|0.0|100
0|2021-10-30|7397.0|0|7397.0|0|126.0|0|0.0|100
0|2021-10-31|7397.0|0|7397.0|0|126.0|0|0.0|100
0|2021-11-01|7408.0|0|7408.0|0|126.0|0|0.0|100
0|2021-11-02|7408.0|0|7408.0|0|126.0|0|0.0|100
0|2021-11-03|7414.0|0|7414.0|0|127.0|0|0.0|100
0|2021-11-04|7418.0|0|7418.0|0|127.0|0|0.0|100
0|2021-11-05|7418.0|0|7418.0|0|127.0|0|0.0|100
0|2021-11-06|7432.0|0|7432.0|0|127.0|0|0.0|100
0|2021-11-07|7432.0|0|7432.0|0|127.0|0|0.0|100
0|2021-11-08|7440.0|0|7440.0|0|127.0|0|0.0|100
0|2021-11-09|7447.0|0|7447.0|0|128.0|0|0.0|100
0|2021-11-10|7447.0|0|7447.0|0|128.0|0|0.0|100
0|2021-11-11|7456.0|0|7456.0|0|129.0|0|0.0|100
0|2021-11-12|7461.0|0|7461.0|0|129.0|0|0.0|100
0|2021-11-13|7461.0|0|7461.0|0|129.0|0|0.0|100
0|2021-11-14|7458.0|0|7458.0|0|129.0|0|0.0|100
0|2021-11-15|7458.0|0|7458.0|0|130.0|0|0.0|100
0|2021-11-16|7476.0|0|7476.0|0|130.0|0|0.0|100
0|2021-11-17|7483.0|0|7483.0|0|130.0|0|0.0|100
0|2021-11-18|7488.0|0|7488.0|0|130.0|0|0.0|100
0|2021-11-19|7494.0|0|7494.0|0|130.0|0|0.0|100
0|2021-11-20|7501.0|0|7501.0|0|130.0|0|0.0|100
0|2021-11-21|7501.0|0|7501.0|0|130.0|0|0.0|100
0|2021-11-22|7505.0|0|7505.0|0|130.0|0|0.0|100
0|2021-11-23|7507.0|0|7507.0|0|130.0|0|0.0|100
0|2021-11-24|7517.0|0|7517.0|0|130.0|0|0.0|100
0|2021-11-25|7517.0|0|7517.0|0|130.0|0|0.0|100
0|2021-11-26|7517.0|0|7517.0|0|130.0|0|0.0|100
0|2021-11-27|7517.0|0|7517.0|0|130.0|0|0.0|100
0|2021-11-28|7517.0|0|7517.0|0|130.0|0|0.0|100
0|2021-11-29|7544.0|0|7544.0|0|130.0|0|0.0|100
0|2021-11-30|7546.0|0|7546.0|0|130.0|0|0.0|100
0|2021-12-01|7555.0|0|7555.0|0|130.0|0|0.0|100
0|2021-12-02|7558.0|0|7558.0|0|131.0|0|0.0|100
0|2021-12-03|7567.0|0|7567.0|0|131.0|0|0.0|100
0|2021-12-04|7567.0|0|7581.0|0|131.0|0|0.0|100
0|2021-12-05|7584.0|0|7584.0|0|132.0|0|0.0|100
0|2021-12-06|7596.0|0|7596.0|0|132.0|0|0.0|100
0|2021-12-07|7605.0|0|7605.0|0|132.0|0|0.0|100
0|2021-12-08|7607.0|0|7607.0|0|132.0|0|0.0|100
0|2021-12-09|7619.0|0|7619.0|0|132.0|0|0.0|100
0|2021-12-10|7653.0|0|7653.0|0|132.0|0|0.0|100
0|2021-12-11|7661.0|0|7661.0|0|132.0|0|0.0|100
0|2021-12-12|7669.0|0|7669.0|0|132.0|0|0.0|100
0|2021-12-13|7682.0|0|7682.0|0|132.0|0|0.0|100
0|2021-12-14|7682.0|0|7692.0|0|132.0|0|0.0|100
0|2021-12-15|7697.0|0|7697.0|0|132.0|0|0.0|100
0|2021-12-16|7703.0|0|7703.0|0|132.0|0|0.0|100
0|2021-12-17|7714.0|0|7714.0|0|132.0|0|0.0|100
0|2021-12-18|7730.0|0|7730.0|0|132.0|0|0.0|100
0|2021-12-19|7735.0|0|7735.0|0|133.0|0|0.0|100
0|2021-12-20|7744.0|0|7744.0|0|133.0|0|0.0|100
0|2021-12-21|7749.0|0|7749.0|0|133.0|0|0.0|100
0|2021-12-22|7760.0|0|7760.0|0|133.0|0|0.0|100
0|2021-12-23|7770.0|0|7770.0|0|133.0|0|0.0|100
0|2021-12-24|7770.0|0|7770.0|0|133.0|0|0.0|100
0|2021-12-25|7770.0|0|7770.0|0|133.0|0|0.0|100
0|2021-12-26|7770.0|0|7770.0|0|133.0|0|0.0|100
0|2021-12-27|7813.0|0|7813.0|0|133.0|0|0.0|100
0|2021-12-28|7827.0|0|7827.0|0|133.0|0|0.0|100
0|2021-12-29|7841.0|0|7841.0|0|133.0|0|0.0|100
0|2021-12-30|7846.0|0|7846.0|0|134.0|0|0.0|100
0|2021-12-31|7846.0|0|7846.0|0|134.0|0|0.0|100
0|2022-01-01|7846.0|0|7846.0|0|134.0|0|0.0|100
0|2022-01-02|7846.0|0|7846.0|0|134.0|0|0.0|100
0|2022-01-03|7992.0|0|7992.0|0|135.0|0|0.0|100
0|2022-01-04|8043.0|0|8043.0|0|136.0|0|0.0|100
0|2022-01-05|8043.0|0|8095.0|0|136.0|0|0.0|100
0|2022-01-06|8129.0|0|8129.0|0|137.0|0|0.0|100
0|2022-01-07|8159.0|0|8159.0|0|137.0|0|0.0|100
0|2022-01-08|8191.0|0|8191.0|0|138.0|0|0.0|100
0|2022-01-09|8227.0|0|8227.0|0|138.0|0|0.0|100
0|2022-01-10|8260.0|0|8260.0|0|138.0|0|0.0|100
0|2022-01-11|8291.0|0|8291.0|0|138.0|0|0.0|100
0|2022-01-12|8382.0|0|8382.0|0|138.0|0|0.0|100
0|2022-01-13|8382.0|0|8457.0|0|138.0|0|0.0|100
0|2022-01-14|8457.0|0|9058.0|0|139.0|0|0.0|100
0|2022-01-15|9101.0|0|9101.0|0|139.0|0|0.0|100
0|2022-01-16|9123.0|0|9123.0|0|139.0|0|0.0|100
0|2022-01-17|9206.0|0|0.0|100|139.0|0|0.0|100
