|dates|Park_Montana_UnitedStates.JHU_ConfirmedCases.data|Park_Montana_UnitedStates.JHU_ConfirmedCases.missing|Park_Montana_UnitedStates.NYT_ConfirmedCases.data|Park_Montana_UnitedStates.NYT_ConfirmedCases.missing|Park_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Park_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Park_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Park_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|2570.0|0|2570.0|0|30.0|0|0.0|100
0|2021-11-16|2602.0|0|2602.0|0|30.0|0|0.0|100
0|2021-11-17|2609.0|0|2609.0|0|30.0|0|0.0|100
0|2021-11-18|2625.0|0|2625.0|0|30.0|0|0.0|100
0|2021-11-19|2626.0|0|2626.0|0|30.0|0|0.0|100
0|2021-11-20|2626.0|0|2626.0|0|30.0|0|0.0|100
0|2021-11-21|2626.0|0|2626.0|0|30.0|0|0.0|100
0|2021-11-22|2639.0|0|2639.0|0|30.0|0|0.0|100
0|2021-11-23|2647.0|0|2647.0|0|30.0|0|0.0|100
0|2021-11-24|2649.0|0|2649.0|0|30.0|0|0.0|100
0|2021-11-25|2649.0|0|2649.0|0|30.0|0|0.0|100
0|2021-11-26|2651.0|0|2651.0|0|30.0|0|0.0|100
0|2021-11-27|2651.0|0|2651.0|0|30.0|0|0.0|100
0|2021-11-28|2651.0|0|2651.0|0|30.0|0|0.0|100
0|2021-11-29|2662.0|0|2662.0|0|30.0|0|0.0|100
0|2021-11-30|2680.0|0|2680.0|0|30.0|0|0.0|100
0|2021-12-01|2695.0|0|2695.0|0|30.0|0|0.0|100
0|2021-12-02|2695.0|0|2698.0|0|30.0|0|0.0|100
0|2021-12-03|2709.0|0|2709.0|0|30.0|0|0.0|100
0|2021-12-04|2709.0|0|2709.0|0|30.0|0|0.0|100
0|2021-12-05|2709.0|0|2709.0|0|30.0|0|0.0|100
0|2021-12-06|2721.0|0|2721.0|0|30.0|0|0.0|100
0|2021-12-07|2722.0|0|2722.0|0|30.0|0|0.0|100
0|2021-12-08|2727.0|0|2727.0|0|30.0|0|0.0|100
0|2021-12-09|2732.0|0|2732.0|0|30.0|0|0.0|100
0|2021-12-10|2744.0|0|2744.0|0|30.0|0|0.0|100
0|2021-12-11|2744.0|0|2744.0|0|30.0|0|0.0|100
0|2021-12-12|2744.0|0|2744.0|0|30.0|0|0.0|100
0|2021-12-13|2755.0|0|2755.0|0|30.0|0|0.0|100
0|2021-12-14|2755.0|0|2763.0|0|30.0|0|0.0|100
0|2021-12-15|2762.0|0|2762.0|0|30.0|0|0.0|100
0|2021-12-16|2769.0|0|2769.0|0|30.0|0|0.0|100
0|2021-12-17|2780.0|0|2780.0|0|30.0|0|0.0|100
0|2021-12-18|2780.0|0|2780.0|0|30.0|0|0.0|100
0|2021-12-19|2780.0|0|2780.0|0|30.0|0|0.0|100
0|2021-12-20|2780.0|0|2780.0|0|30.0|0|0.0|100
0|2021-12-21|2780.0|0|2780.0|0|30.0|0|0.0|100
0|2021-12-22|2783.0|0|2783.0|0|30.0|0|0.0|100
0|2021-12-23|2793.0|0|2793.0|0|31.0|0|0.0|100
0|2021-12-24|2793.0|0|2793.0|0|31.0|0|0.0|100
0|2021-12-25|2793.0|0|2793.0|0|31.0|0|0.0|100
0|2021-12-26|2793.0|0|2793.0|0|31.0|0|0.0|100
0|2021-12-27|2811.0|0|2811.0|0|31.0|0|0.0|100
0|2021-12-28|2813.0|0|2813.0|0|31.0|0|0.0|100
0|2021-12-29|2821.0|0|2821.0|0|31.0|0|0.0|100
0|2021-12-30|2822.0|0|2822.0|0|31.0|0|0.0|100
0|2021-12-31|2822.0|0|2822.0|0|31.0|0|0.0|100
0|2022-01-01|2822.0|0|2822.0|0|31.0|0|0.0|100
0|2022-01-02|2822.0|0|2822.0|0|31.0|0|0.0|100
0|2022-01-03|2871.0|0|2871.0|0|32.0|0|0.0|100
0|2022-01-04|2886.0|0|2886.0|0|32.0|0|0.0|100
0|2022-01-05|2893.0|0|2893.0|0|32.0|0|0.0|100
0|2022-01-06|2907.0|0|2907.0|0|32.0|0|0.0|100
0|2022-01-07|2907.0|0|2907.0|0|32.0|0|0.0|100
0|2022-01-08|2907.0|0|2907.0|0|32.0|0|0.0|100
0|2022-01-09|2907.0|0|2907.0|0|32.0|0|0.0|100
0|2022-01-10|2948.0|0|2948.0|0|32.0|0|0.0|100
0|2022-01-11|2967.0|0|2967.0|0|32.0|0|0.0|100
0|2022-01-12|2967.0|0|2967.0|0|32.0|0|0.0|100
0|2022-01-13|2967.0|0|2972.0|0|32.0|0|0.0|100
0|2022-01-14|2977.0|0|2977.0|0|32.0|0|0.0|100
0|2022-01-15|2977.0|0|2977.0|0|32.0|0|0.0|100
0|2022-01-16|2977.0|0|2977.0|0|32.0|0|0.0|100
0|2022-01-17|2977.0|0|0.0|100|32.0|0|0.0|100
