|dates|Eaton_Michigan_UnitedStates.BLS_EmployedPopulation.data|Eaton_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Eaton_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Eaton_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Eaton_Michigan_UnitedStates.BLS_UnemploymentRate.data|Eaton_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Eaton_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Eaton_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-18|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-19|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-20|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-21|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-22|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-23|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-24|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-25|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-26|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-27|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-28|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-29|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-30|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-10-31|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-01|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-02|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-03|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-04|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-05|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-06|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-07|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-08|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-09|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-10|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-11|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-12|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-13|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-14|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
0|2021-11-15|51537.0|0|2998.0|0|5.497386999174842|0|54535.0|0
