|dates|Mason_Texas_UnitedStates.JHU_ConfirmedCases.data|Mason_Texas_UnitedStates.JHU_ConfirmedCases.missing|Mason_Texas_UnitedStates.NYT_ConfirmedCases.data|Mason_Texas_UnitedStates.NYT_ConfirmedCases.missing|Mason_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|558.0|0|558.0|0|7.0|0|0.0|100
0|2021-10-18|558.0|0|558.0|0|7.0|0|0.0|100
0|2021-10-19|561.0|0|561.0|0|7.0|0|0.0|100
0|2021-10-20|561.0|0|561.0|0|7.0|0|0.0|100
0|2021-10-21|561.0|0|561.0|0|7.0|0|0.0|100
0|2021-10-22|563.0|0|563.0|0|7.0|0|0.0|100
0|2021-10-23|565.0|0|565.0|0|7.0|0|0.0|100
0|2021-10-24|565.0|0|565.0|0|7.0|0|0.0|100
0|2021-10-25|566.0|0|566.0|0|7.0|0|0.0|100
0|2021-10-26|568.0|0|568.0|0|7.0|0|0.0|100
0|2021-10-27|570.0|0|570.0|0|7.0|0|0.0|100
0|2021-10-28|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-10-29|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-10-30|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-10-31|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-11-01|570.0|0|570.0|0|8.0|0|0.0|100
0|2021-11-02|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-11-03|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-11-04|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-11-05|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-11-06|571.0|0|571.0|0|8.0|0|0.0|100
0|2021-11-07|573.0|0|573.0|0|8.0|0|0.0|100
0|2021-11-08|573.0|0|573.0|0|8.0|0|0.0|100
0|2021-11-09|576.0|0|576.0|0|8.0|0|0.0|100
0|2021-11-10|576.0|0|576.0|0|8.0|0|0.0|100
0|2021-11-11|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-12|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-13|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-14|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-15|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-16|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-17|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-18|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-19|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-20|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-21|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-22|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-23|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-24|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-25|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-26|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-27|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-28|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-29|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-11-30|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-12-01|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-12-02|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-12-03|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-12-04|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-12-05|578.0|0|578.0|0|8.0|0|0.0|100
0|2021-12-06|579.0|0|579.0|0|8.0|0|0.0|100
0|2021-12-07|580.0|0|580.0|0|8.0|0|0.0|100
0|2021-12-08|580.0|0|580.0|0|8.0|0|0.0|100
0|2021-12-09|580.0|0|580.0|0|8.0|0|0.0|100
0|2021-12-10|581.0|0|581.0|0|8.0|0|0.0|100
0|2021-12-11|581.0|0|581.0|0|8.0|0|0.0|100
0|2021-12-12|581.0|0|581.0|0|8.0|0|0.0|100
0|2021-12-13|581.0|0|581.0|0|8.0|0|0.0|100
0|2021-12-14|581.0|0|581.0|0|8.0|0|0.0|100
0|2021-12-15|582.0|0|582.0|0|8.0|0|0.0|100
0|2021-12-16|582.0|0|582.0|0|8.0|0|0.0|100
0|2021-12-17|583.0|0|583.0|0|8.0|0|0.0|100
0|2021-12-18|583.0|0|583.0|0|8.0|0|0.0|100
0|2021-12-19|585.0|0|585.0|0|8.0|0|0.0|100
0|2021-12-20|585.0|0|585.0|0|8.0|0|0.0|100
0|2021-12-21|586.0|0|586.0|0|8.0|0|0.0|100
0|2021-12-22|586.0|0|586.0|0|8.0|0|0.0|100
0|2021-12-23|587.0|0|587.0|0|8.0|0|0.0|100
0|2021-12-24|587.0|0|587.0|0|8.0|0|0.0|100
0|2021-12-25|587.0|0|587.0|0|8.0|0|0.0|100
0|2021-12-26|587.0|0|587.0|0|8.0|0|0.0|100
0|2021-12-27|587.0|0|587.0|0|8.0|0|0.0|100
0|2021-12-28|589.0|0|589.0|0|8.0|0|0.0|100
0|2021-12-29|589.0|0|589.0|0|8.0|0|0.0|100
0|2021-12-30|589.0|0|589.0|0|8.0|0|0.0|100
0|2021-12-31|589.0|0|589.0|0|8.0|0|0.0|100
0|2022-01-01|589.0|0|589.0|0|8.0|0|0.0|100
0|2022-01-02|589.0|0|589.0|0|8.0|0|0.0|100
0|2022-01-03|607.0|0|607.0|0|8.0|0|0.0|100
0|2022-01-04|610.0|0|610.0|0|8.0|0|0.0|100
0|2022-01-05|619.0|0|619.0|0|8.0|0|0.0|100
0|2022-01-06|621.0|0|621.0|0|9.0|0|0.0|100
0|2022-01-07|622.0|0|622.0|0|9.0|0|0.0|100
0|2022-01-08|631.0|0|631.0|0|9.0|0|0.0|100
0|2022-01-09|636.0|0|636.0|0|9.0|0|0.0|100
0|2022-01-10|636.0|0|636.0|0|9.0|0|0.0|100
0|2022-01-11|645.0|0|645.0|0|9.0|0|0.0|100
0|2022-01-12|649.0|0|649.0|0|9.0|0|0.0|100
0|2022-01-13|649.0|0|651.0|0|9.0|0|0.0|100
0|2022-01-14|651.0|0|621.0|0|9.0|0|0.0|100
0|2022-01-15|624.0|0|624.0|0|9.0|0|0.0|100
0|2022-01-16|624.0|0|624.0|0|9.0|0|0.0|100
0|2022-01-17|655.0|0|0.0|100|9.0|0|0.0|100
