|dates|Collingsworth_Texas_UnitedStates.BLS_EmployedPopulation.data|Collingsworth_Texas_UnitedStates.BLS_EmployedPopulation.missing|Collingsworth_Texas_UnitedStates.BLS_UnemployedPopulation.data|Collingsworth_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Collingsworth_Texas_UnitedStates.BLS_UnemploymentRate.data|Collingsworth_Texas_UnitedStates.BLS_UnemploymentRate.missing|Collingsworth_Texas_UnitedStates.BLS_LaborForcePopulation.data|Collingsworth_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-18|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-19|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-20|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-21|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-22|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-23|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-24|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-25|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-26|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-27|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-28|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-29|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-30|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-10-31|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-01|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-02|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-03|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-04|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-05|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-06|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-07|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-08|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-09|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-10|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-11|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-12|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-13|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-14|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-15|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-16|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-17|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-18|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-19|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-20|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-21|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-22|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-23|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-24|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-25|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-26|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-27|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-28|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-29|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-11-30|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
0|2021-12-01|1019.0|0|53.0|0|4.9440298507462686|0|1072.0|0
