|dates|Parker_Texas_UnitedStates.BLS_EmployedPopulation.data|Parker_Texas_UnitedStates.BLS_EmployedPopulation.missing|Parker_Texas_UnitedStates.BLS_UnemployedPopulation.data|Parker_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Parker_Texas_UnitedStates.BLS_UnemploymentRate.data|Parker_Texas_UnitedStates.BLS_UnemploymentRate.missing|Parker_Texas_UnitedStates.BLS_LaborForcePopulation.data|Parker_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-18|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-19|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-20|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-21|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-22|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-23|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-24|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-25|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-26|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-27|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-28|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-29|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-30|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-10-31|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-01|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-02|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-03|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-04|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-05|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-06|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-07|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
0|2021-11-08|65835.0|0|3191.0|0|4.622895720453163|0|69026.0|0
