|dates|Warren_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Warren_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Warren_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Warren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|27451.0|0|27451.0|0|287.0|0|0.0|100
0|2021-12-07|27495.0|0|27495.0|0|287.0|0|0.0|100
0|2021-12-08|27593.0|0|27593.0|0|288.0|0|0.0|100
0|2021-12-09|27682.0|0|27682.0|0|289.0|0|0.0|100
0|2021-12-10|27750.0|0|27750.0|0|292.0|0|0.0|100
0|2021-12-11|27750.0|0|27750.0|0|292.0|0|0.0|100
0|2021-12-12|27750.0|0|27750.0|0|292.0|0|0.0|100
0|2021-12-13|27835.0|0|27835.0|0|293.0|0|0.0|100
0|2021-12-14|27835.0|0|27891.0|0|293.0|0|0.0|100
0|2021-12-15|27935.0|0|27935.0|0|293.0|0|0.0|100
0|2021-12-16|27996.0|0|27996.0|0|293.0|0|0.0|100
0|2021-12-17|28066.0|0|28066.0|0|293.0|0|0.0|100
0|2021-12-18|28066.0|0|28066.0|0|293.0|0|0.0|100
0|2021-12-19|28066.0|0|28066.0|0|293.0|0|0.0|100
0|2021-12-20|28204.0|0|28204.0|0|295.0|0|0.0|100
0|2021-12-21|28257.0|0|28257.0|0|298.0|0|0.0|100
0|2021-12-22|28322.0|0|28322.0|0|299.0|0|0.0|100
0|2021-12-23|28322.0|0|28322.0|0|299.0|0|0.0|100
0|2021-12-24|28322.0|0|28322.0|0|299.0|0|0.0|100
0|2021-12-25|28322.0|0|28322.0|0|299.0|0|0.0|100
0|2021-12-26|28322.0|0|28322.0|0|299.0|0|0.0|100
0|2021-12-27|28663.0|0|28663.0|0|302.0|0|0.0|100
0|2021-12-28|28769.0|0|28769.0|0|302.0|0|0.0|100
0|2021-12-29|28853.0|0|28853.0|0|303.0|0|0.0|100
0|2021-12-30|28853.0|0|28853.0|0|303.0|0|0.0|100
0|2021-12-31|28853.0|0|28853.0|0|303.0|0|0.0|100
0|2022-01-01|28853.0|0|28853.0|0|303.0|0|0.0|100
0|2022-01-02|28853.0|0|28853.0|0|303.0|0|0.0|100
0|2022-01-03|29560.0|0|29560.0|0|306.0|0|0.0|100
0|2022-01-04|29842.0|0|29842.0|0|306.0|0|0.0|100
0|2022-01-05|30138.0|0|30138.0|0|306.0|0|0.0|100
0|2022-01-06|30412.0|0|30412.0|0|306.0|0|0.0|100
0|2022-01-07|30728.0|0|30728.0|0|306.0|0|0.0|100
0|2022-01-08|30728.0|0|30728.0|0|306.0|0|0.0|100
0|2022-01-09|30728.0|0|30728.0|0|306.0|0|0.0|100
0|2022-01-10|31228.0|0|31228.0|0|309.0|0|0.0|100
0|2022-01-11|31720.0|0|31720.0|0|309.0|0|0.0|100
0|2022-01-12|32271.0|0|32271.0|0|309.0|0|0.0|100
0|2022-01-13|32271.0|0|32725.0|0|309.0|0|0.0|100
0|2022-01-14|33165.0|0|33165.0|0|310.0|0|0.0|100
0|2022-01-15|33165.0|0|33165.0|0|310.0|0|0.0|100
0|2022-01-16|33165.0|0|33165.0|0|310.0|0|0.0|100
0|2022-01-17|33165.0|0|0.0|100|310.0|0|0.0|100
