|dates|Muskingum_Ohio_UnitedStates.JHU_ConfirmedCases.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Muskingum_Ohio_UnitedStates.NYT_ConfirmedCases.data|Muskingum_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Muskingum_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Muskingum_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14518.0|0|14518.0|0|193.0|0|0.0|100
0|2021-10-18|14551.0|0|14551.0|0|193.0|0|0.0|100
0|2021-10-19|14606.0|0|14606.0|0|195.0|0|0.0|100
0|2021-10-20|14683.0|0|14683.0|0|195.0|0|0.0|100
0|2021-10-21|14737.0|0|14737.0|0|195.0|0|0.0|100
0|2021-10-22|14789.0|0|14789.0|0|195.0|0|0.0|100
0|2021-10-23|14831.0|0|14831.0|0|195.0|0|0.0|100
0|2021-10-24|14857.0|0|14857.0|0|195.0|0|0.0|100
0|2021-10-25|14890.0|0|14890.0|0|195.0|0|0.0|100
0|2021-10-26|14935.0|0|14935.0|0|195.0|0|0.0|100
0|2021-10-27|14981.0|0|14981.0|0|195.0|0|0.0|100
0|2021-10-28|15054.0|0|15054.0|0|195.0|0|0.0|100
0|2021-10-29|15094.0|0|15094.0|0|195.0|0|0.0|100
0|2021-10-30|15137.0|0|15137.0|0|195.0|0|0.0|100
0|2021-10-31|15182.0|0|15182.0|0|195.0|0|0.0|100
0|2021-11-01|15192.0|0|15192.0|0|195.0|0|0.0|100
0|2021-11-02|15223.0|0|15223.0|0|195.0|0|0.0|100
0|2021-11-03|15275.0|0|15275.0|0|195.0|0|0.0|100
0|2021-11-04|15316.0|0|15316.0|0|195.0|0|0.0|100
0|2021-11-05|15359.0|0|15359.0|0|195.0|0|0.0|100
0|2021-11-06|15399.0|0|15399.0|0|195.0|0|0.0|100
0|2021-11-07|15453.0|0|15453.0|0|195.0|0|0.0|100
0|2021-11-08|15463.0|0|15463.0|0|195.0|0|0.0|100
0|2021-11-09|15505.0|0|15505.0|0|195.0|0|0.0|100
0|2021-11-10|15531.0|0|15531.0|0|195.0|0|0.0|100
0|2021-11-11|15580.0|0|15580.0|0|195.0|0|0.0|100
0|2021-11-12|15624.0|0|15624.0|0|197.0|0|0.0|100
0|2021-11-13|15679.0|0|15679.0|0|197.0|0|0.0|100
0|2021-11-14|15709.0|0|15709.0|0|197.0|0|0.0|100
0|2021-11-15|15760.0|0|15760.0|0|197.0|0|0.0|100
0|2021-11-16|15810.0|0|15810.0|0|200.0|0|0.0|100
0|2021-11-17|15879.0|0|15879.0|0|200.0|0|0.0|100
0|2021-11-18|15979.0|0|15979.0|0|200.0|0|0.0|100
0|2021-11-19|16002.0|0|16002.0|0|201.0|0|0.0|100
0|2021-11-20|16039.0|0|16039.0|0|201.0|0|0.0|100
0|2021-11-21|16090.0|0|16090.0|0|201.0|0|0.0|100
0|2021-11-22|16105.0|0|16105.0|0|201.0|0|0.0|100
0|2021-11-23|16191.0|0|16191.0|0|203.0|0|0.0|100
0|2021-11-24|16242.0|0|16242.0|0|203.0|0|0.0|100
0|2021-11-25|16242.0|0|16242.0|0|203.0|0|0.0|100
0|2021-11-26|16311.0|0|16311.0|0|206.0|0|0.0|100
0|2021-11-27|16346.0|0|16346.0|0|206.0|0|0.0|100
0|2021-11-28|16390.0|0|16390.0|0|206.0|0|0.0|100
0|2021-11-29|16416.0|0|16416.0|0|206.0|0|0.0|100
0|2021-11-30|16483.0|0|16483.0|0|206.0|0|0.0|100
0|2021-12-01|16562.0|0|16562.0|0|206.0|0|0.0|100
0|2021-12-02|16644.0|0|16644.0|0|206.0|0|0.0|100
0|2021-12-03|16726.0|0|16726.0|0|207.0|0|0.0|100
0|2021-12-04|16802.0|0|16802.0|0|207.0|0|0.0|100
0|2021-12-05|16873.0|0|16873.0|0|207.0|0|0.0|100
0|2021-12-06|16882.0|0|16882.0|0|207.0|0|0.0|100
0|2021-12-07|16962.0|0|16962.0|0|210.0|0|0.0|100
0|2021-12-08|17040.0|0|17040.0|0|210.0|0|0.0|100
0|2021-12-09|17096.0|0|17096.0|0|210.0|0|0.0|100
0|2021-12-10|17128.0|0|17128.0|0|214.0|0|0.0|100
0|2021-12-11|17169.0|0|17169.0|0|214.0|0|0.0|100
0|2021-12-12|17229.0|0|17229.0|0|214.0|0|0.0|100
0|2021-12-13|17245.0|0|17245.0|0|214.0|0|0.0|100
0|2021-12-14|17245.0|0|17292.0|0|214.0|0|0.0|100
0|2021-12-15|17360.0|0|17360.0|0|217.0|0|0.0|100
0|2021-12-16|17411.0|0|17411.0|0|217.0|0|0.0|100
0|2021-12-17|17472.0|0|17472.0|0|218.0|0|0.0|100
0|2021-12-18|17532.0|0|17532.0|0|218.0|0|0.0|100
0|2021-12-19|17573.0|0|17573.0|0|218.0|0|0.0|100
0|2021-12-20|17599.0|0|17599.0|0|218.0|0|0.0|100
0|2021-12-21|17660.0|0|17660.0|0|221.0|0|0.0|100
0|2021-12-22|17747.0|0|17747.0|0|221.0|0|0.0|100
0|2021-12-23|17805.0|0|17805.0|0|221.0|0|0.0|100
0|2021-12-24|17859.0|0|17859.0|0|226.0|0|0.0|100
0|2021-12-25|17859.0|0|17859.0|0|226.0|0|0.0|100
0|2021-12-26|17945.0|0|17945.0|0|226.0|0|0.0|100
0|2021-12-27|17971.0|0|17971.0|0|226.0|0|0.0|100
