|dates|Muskingum_Ohio_UnitedStates.JHU_ConfirmedCases.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Muskingum_Ohio_UnitedStates.NYT_ConfirmedCases.data|Muskingum_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Muskingum_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Muskingum_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|18083.0|0|18083.0|0|226.0|0|0.0|100
0|2021-12-29|18225.0|0|18225.0|0|226.0|0|0.0|100
0|2021-12-30|18285.0|0|18285.0|0|226.0|0|0.0|100
0|2021-12-31|18441.0|0|18441.0|0|229.0|0|0.0|100
0|2022-01-01|18441.0|0|18441.0|0|229.0|0|0.0|100
0|2022-01-02|18720.0|0|18720.0|0|229.0|0|0.0|100
0|2022-01-03|18901.0|0|18901.0|0|229.0|0|0.0|100
0|2022-01-04|18958.0|0|18958.0|0|232.0|0|0.0|100
0|2022-01-05|19185.0|0|19185.0|0|232.0|0|0.0|100
0|2022-01-06|19466.0|0|19466.0|0|232.0|0|0.0|100
0|2022-01-07|19531.0|0|19531.0|0|233.0|0|0.0|100
0|2022-01-08|19793.0|0|19793.0|0|233.0|0|0.0|100
0|2022-01-09|20002.0|0|20002.0|0|233.0|0|0.0|100
0|2022-01-10|20047.0|0|20047.0|0|233.0|0|0.0|100
0|2022-01-11|20329.0|0|20329.0|0|239.0|0|0.0|100
0|2022-01-12|20445.0|0|20445.0|0|239.0|0|0.0|100
0|2022-01-13|20445.0|0|20685.0|0|239.0|0|0.0|100
0|2022-01-14|21195.0|0|21195.0|0|244.0|0|0.0|100
0|2022-01-15|21702.0|0|21702.0|0|244.0|0|0.0|100
0|2022-01-16|22034.0|0|22034.0|0|244.0|0|0.0|100
0|2022-01-17|22298.0|0|0.0|100|244.0|0|0.0|100
